TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde
141712167,1354.1377955060657,0.9996998244720824,10.944821049574259,0.08940462417018402,3.458595951896653,9.39000034,5875.0,1.17211998,3,0.3454,0.2253,4.32736015,0.01594815750267278,0.9996903782706548,0.9997769924507681,0.7090730884728951,6.376289575274187,7.961000564894321
98658292,1386.7239750976623,0.9941322654953769,4.493631460130721,0.07379210210502318,9.419473994827108,12.44900036,3219.0,0.248,4,0.1533,0.4776,5.00746012,0.07142003643844522,0.9948309576868931,0.9937118374063866,2.0320403974299697,13.130989819452337,6.879651129059222
287428184,1354.5104006357378,0.9928654247595681,0.6595515666721016,0.003434229995502025,1.7868923547420374,8.6420002,9259.0,1.69983995,39,0.174,0.2313,4.34835005,0.0802853162226333,0.9934481226941511,0.9934510033285155,0.06891989463593426,91.25921648928657,12.055805793802413
300136862,1415.9006209039217,0.9981075574413167,6.944154283863307,0.0515089736393155,2.320073012709025,11.85499954,4870.16992188,0.74076402,4,0.4508,0.1887,4.56786013,0.039351673472181596,0.9998852792298114,0.9959628747314209,4.136710973694386,9.812174702042778,6.864338909474359
144300375,1360.341198747481,0.9998536478397871,6.842428324100352,0.047792637889864764,3.1385083528792794,8.45600033,5348.54003906,0.89906102,4,0.402,0.2082,4.0,0.011030074831339536,0.9998748220881966,0.9998553709908439,0.25557305665625946,4.832337871757003,5.47217215429811
32050788,1411.6231199664028,0.9990934232769814,0.9639659415161173,0.0009254284209726515,0.457547691228126,7.22200012,7893.0,2.25969005,24,0.2396,0.2457,4.00618982,0.028232023400137928,0.9991794076272348,0.9989884649733384,1.552170446681841,15.776084620052588,8.6494738427734
9725388,1355.9941988114224,0.9998575830050789,2.7431404091068154,0.028158765765454064,7.326557864652481,9.61400032,5910.89990234,0.81055599,10,0.3596,0.2317,3.6500001,0.010947432340174928,0.9998249767276696,0.9999237535363318,1.8799717747454345,6.643149472558545,5.0183738609137185
350519062,0,1,nan,-6.550178444745242,nan,7.4749999,8937.0,2.57145,nan,0.1791,0.2436,3.97091007,nan,nan,nan,nan,nan,0
260507500,1387.9062312017413,0.9996518556157207,2.265036530550026,0.03329983331362629,4.324862581203683,8.15400028,4743.0,0.78728098,9,0.475,0.1798,4.0,0.01681037764952139,0.9996687444483996,0.999619662482573,1.201876550268779,23.461119905497345,5.418604940629893
220402290,1438.7678863254844,0.9860337532189762,0.7854641825021184,0.0027798558388998917,2.1670039803334453,11.51000023,5770.0,1.41206002,31,0.3662,0.214,4.19000006,0.1084587669213372,0.9874609259061168,0.9874744516734426,0.060474164443870874,174.10801927454517,19.59512563310811
55659311,1326.0831050872703,0.9166050869784468,7.171238925558661,0.08751826365282422,6.573863999533783,9.77999973,6351.0,1.40249002,4,0.3332,0.2167,4.24519014,0.26668440475587923,0.9997234364266674,0.8371393059979123,77.14992245332841,118.5866219913226,11.394722709835872
259592542,1386.7217951961788,0.9901095327930718,1.3385345415695253,0.0146784147781015,3.5869907797842897,5.96299982,6540.0,1.40705001,14,0.3276,0.218,4.0,0.09192972612860285,0.9919585965951325,0.990030069628212,3.962712485804253,38.57501773228586,5.884914557583473
212296170,1329.7685197176484,0.9974027757567538,7.843010094973071,0.16269911709289353,15.524510321120733,8.06299973,4308.0,0.702236,3,0.5255,0.1538,4.0,0.04555986847217984,0.9977531870547147,0.9993019106514994,25.529993549585207,46.44510083414252,5.812284319685797
