TIC,Orbital Period Value,Orbital Period Error,Orbital Epoch Value,Full TOI ID,Group Disposition,Public Comment
98796344,5.358807,0.000351,1412.708786,455.01,PC,two stars on the same pixel; could also be 98796342
170634116,3.662355,2.8e-05,1412.892344,413.01,KP,WASP-79b
7624182,1.108467,5.2e-05,1411.815795,412.01,EB,hot star; could still be a planet
206466531,1.42748,0.00011,1384.6552,410.01,PC,
176778112,1.339129,0.000168,1411.537711,408.01,PC,follow-up in progress; likely EB
166833457,2.962482,0.000103,1413.166675,404.01,KP,WASP-98b
257567854,3.532822,0.000138,1411.901592,403.01,KP,WASP-22b
259701242,2.4861,0.0005,1384.17554,401.01,PC,may be on 259701232
153077621,18.082556,0.001591,1396.13833,454.01,PC,
35857242,3.634653,0.000217,1413.315221,400.01,KP,WASP-138b
219388773,1.571151,0.000355,1412.386626,399.01,EB,follow-up in progress
270380593,3.836317,0.000229,1414.135825,465.01,KP,WASP-156
1129033,1.360025,7e-06,1410.984711,398.01,KP,WASP-77A b
219379012,1.54683,0.00029,1412.48913,397.01,EB,close companion star 219379014
178155732,5.96925,0.00093,1385.77863,396.01,PC,HR 858 c; follow-up in progress
38541473,6.06054,0.00116,1415.51522,395.01,EB,large; possible EB
29960110,2.491115,0.000323,1411.67237,1201.01,EB,
9858404,0.39149,2e-05,1411.26947,394.01,PC,v-shaped; some odd-even
29960109,2.49221,0.00061,1411.66942,393.01,EB,may be on 29960110
328350926,0.84907,1e-05,1411.599,392.01,PC,same pixel as 328350925 and 328350924
382391899,1.95512,2.7e-05,1411.092942,391.01,KP,WASP-50b
250386181,1.470258,7.9e-05,1412.374564,390.01,PC,follow-up in progress
271900960,13.45913,0.00113,1330.37074,389.01,PC,
422655579,2.903458,0.00019,1413.143411,388.01,KP,WASP-71b
92359850,4.15493,0.00034,1411.50406,387.01,EB,should check 92359852 with follow-up photometry
300599466,13.17741,0.00018,1331.86537,925.01,PC,TFOP NEB; giant star
209459275,6.98407,0.00042,1411.92481,559.01,PC,possible tropical Jupiter; third of four transits visible in raw data
260417932,19.31096,0.00054,1334.45019,932.01,PC,potentially long-period planet
301051430,3.27294,0.00054,1387.44487,923.01,PC,
198008005,3.27985,4e-05,1386.45269,858.01,PC,may also be on 198008002
382068562,12.12747,2e-05,1330.36181,924.01,PC,
271722899,19.2998,,1335.23411,920.01,PC,period is double; star is likely a giant; TFOP FP
150430484,5.15431,6e-05,1327.57523,859.01,PC,
207237016,26.41014,,1365.00939,917.01,PC,2xP
321011127,6.45361,0.00022,1390.83773,860.01,PC,
153027658,2.33751,0.00027,1384.9247,914.01,PC,v-shaped; likely offset to W
176796997,1.80001,0.00027,1412.28643,926.01,PC,
294869729,1.11398,4e-05,1326.52764,918.01,PC,may be real HJ around giant star.
175532955,5.82947,0.00117,1388.44272,929.01,PC,
279425357,9.013951,0.00093,1547.486231,739.01,PC,Stellar and companion radii are 50% larger in GAIA DR2 (R = 1.724 R_solar); period (9 days) is correct and confirmed in multiple sectors. Planet radius is likely closer to 14 Re.
278775625,5.12863,8e-05,1328.94013,921.01,PC,
278199349,9.46516,0.00275,1418.21857,922.01,PC,giant; TFOP EB
150167117,20.02717,5e-05,1344.87595,919.01,PC,
364395234,14.259059,0.000343,1544.008762,1232.01,PC,
348844154,29.17362,0.00233,1343.2066,916.01,PC,slightly off target; hint of an odd-even difference.
259389219,2.32485,0.00013,1386.11382,915.01,PC,
100921768,4.90038,0.00157,1386.39059,930.01,PC,may be on 100921770
206474443,3.24512,0.00024,1413.1587,931.01,PC,
33595516,0.76566,0.00015,1384.01956,849.01,PC,flat-bottomed
42015200,9.77742,0.00254,1391.66318,848.01,PC,possible hot jupiter; a bit V-shaped and there might be odd-even difference
231289421,3.20659,0.00015,1355.55382,847.01,PC,possible warm Jupiter
32283946,7.06181,0.00108,1389.0024,845.01,PC,warm Jupiter; might be too big; period might be double
404467699,3.90792,0.00021,1387.49063,857.01,PC,likely hot Jupiter
29918916,4.94421,0.00151,1387.1945,852.01,PC,
423670610,10.32103,0.00074,1384.40921,850.01,PC,possibly 2x period
281924357,15.042065,0.000965,1599.493498,830.01,PC,likely EB
160222069,5.85059,0.00282,1386.95004,854.01,PC,likely on 160222071 (dmag 4.2) to NE and still could be a planet; possible odd-even
269558487,1.8306,0.00046,1384.92578,855.01,PC,intermediate-size planet candidate
306338882,5.4014,0.00187,1387.38778,856.01,PC,hot Jupiter candidate
229141709,14.20489,0.00151,1363.76296,846.01,PC,likely warm Jupiter
380886535,8.89959,0.0045,1392.08947,844.01,PC,could instrumental noise
138727432,6.86512,0.00065,1384.72541,853.01,PC,candidate for warm Jupiter
40083958,0.63002,0.00011,1383.97183,851.01,PC,short period; nearby companion with dmag 5.6
143350972,1.0817,0.00014,1439.13519,440.01,EB,two stars in the same pixel;
38686737,2.24704,0.00014,1439.97961,432.01,EB,
31374837,12.45941,0.0008,1440.63138,431.01,PC,
117979850,0.63324,9e-05,1438.29579,428.01,PC,the signal also is seen on 17979455; need to check which star has the target.
44745077,1.8756,0.00017,1411.70271,436.01,EB,v-shaped due to short transit duration
94986319,16.068919,0.000422,1440.131101,421.01,PC,follow up in progress
70914192,0.60952,1e-05,1438.32766,427.01,EB,"V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5"""
139733308,4.76407,0.00049,1441.13252,452.01,KP,HATS-5b
189013224,1.3208,0.00061,1438.52905,426.01,PC,two stars in the same pixel; target could also be 189013222; need SG1
169532369,3.60364,0.00032,1440.31143,425.01,EB,
452808876,2.70582,8e-05,1438.96587,453.01,KP,WASP-82b
14091704,0.76502,3e-05,1438.41729,445.01,EB,V-shaped;
179034327,17.96347,0.001435,1417.604138,444.01,PC,
117979897,3.3106,0.00025,1439.87246,443.01,KP,WASP-141b
70899085,4.05203,0.00016,1438.38552,442.01,PC,
78055054,4.388721,7.8e-05,1439.249895,434.01,KP,
257605131,8.18554,0.00177,1416.62451,451.01,PC,may also be 2x period
77951245,10.714754,0.000131,1443.168542,450.01,PC,Star likely to be small based on parallax and temperature which could indicate a smaller planet radius
44647437,3.353062,0.000301,1411.843915,435.01,PC,
1449640,3.50175,0.0003,1440.4336,446.01,PC,likely EB; hint of secondary.
117979694,0.99114,0.00024,1438.72101,424.01,PC,
468880077,5.8076,0.00281,1441.05616,438.01,PC,need SG1 to check star 468880075
139528693,2.17542,0.00014,1440.37673,449.01,KP,WASP-78b
459942762,0.58644,6e-05,1438.83761,430.01,PC,need SG1 to check star to the north.
43647325,3.16164,6e-05,1440.12315,423.01,KP,WASP-35b
117979455,0.63322,7e-05,1438.29783,422.01,PC,needs SG1 to check if target is this star or 117979850
13021029,3.85605,0.00024,1439.12362,439.01,KP,WASP-61b
1528696,0.88202,7e-05,1438.40559,448.01,KP,depth is 8 ppt
14091633,5.52889,0.00015,1440.93567,447.01,EB,big;
408159788,2.30067,0.00139,1439.81321,420.01,PC,SG1 check if it is on target.
32499655,2.744062,9.3e-05,1440.25769,437.01,KP,
188989177,1.17409,4e-05,1438.29916,433.01,PC,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt
316916655,2.87436,0.00021,1440.19448,441.01,PC,SG1 check if the target is 316916663; possible odd-even
4646810,14.490034,0.002807,1416.345972,461.01,PC,may be two single transits
9804616,0.516835,1.6e-05,1411.065871,460.01,PC,faint target star
44737596,2.788503,8.9e-05,1413.062549,552.01,PC,
64071894,17.529885,0.003168,1414.163706,458.01,PC,two stars in same pixel
77156829,0.860233,3.3e-05,1411.473809,696.01,PC,
77228304,0.336826,1.7e-05,1410.95064,456.01,PC,
89256802,1.176044,0.000103,1411.56089,457.01,PC,hint of odd-even
176831592,1.266876,9.7e-05,1411.535068,463.01,PC,some odd-even
178155732,3.5873,0.00046,1384.08418,396.02,PC,HR 858 b; second candidate in system; follow-up in progress
237928815,8.672898,0.000512,1356.925163,703.01,PC,
398733009,0.818498,8.2e-05,1411.561846,464.01,PC,bright stars nearby
420049884,4.106842,0.001393,1414.821002,462.01,PC,
399871011,12.35611,0.00083,1444.27026,943.01,PC,Warm Jupiter candidate
167714792,0.92951,0.00027,1438.10347,945.01,PC,Possible EB
248434716,0.7395,0.00011,1438.30726,940.01,PC,"Crowded field. Closest is dmag~2.3 with ~2.5"""" separation. OOT modulation phased to 2x period. Possible blended EB."
363914762,13.86531,0.00032,1445.32918,812.01,PC,could be on 363914760
332660150,8.80874,0.00326,1445.17941,938.01,PC,"Co-moving M dwarf 7.7"" away. Borderline Level 1 (Rp~4)"
146467675,1.63715,0.00029,1438.25873,955.01,PC,possibly an EB. May be on 146467673.
44792534,3.6847,0.00013,1411.90855,954.01,PC,evolved star; possible spot crossing
146434840,17.95473,0.0025,1445.26599,956.01,PC,possibly an EB
449050247,2.96845,8e-05,1441.2993,951.01,PC,GAIA shows two stars on target
146438872,12.7009,0.00217,1442.13529,948.01,PC,marginal
92880568,0.5884,1e-05,1438.54071,958.01,PC,V shaped.
100757807,25.17652,8e-05,1438.25031,811.01,PC,2x period (25 days); could be on companion 100757804
245947683,1.14288,0.00059,1439.35452,950.01,PC,may be on 245947692
399870368,2.74436,0.00011,1439.57482,624.01,PC,Rstar = 2.11 Rsun in TIC. Rp = 23 Re. Likely hot Jupiter.
319312479,1.7898,0.00039,1439.62922,952.01,PC,some odd-even
146520535,4.32765,0.00173,1441.57167,942.01,PC,Probable young K dwarf. Transit is believable enough. Maybe also a signal at 10.15 days with Tc=1447?
249067445,0.8312,0.00016,1439.04096,957.01,PC,Rstar = 1.96 Rsun in TIC. Rp = 4 Re.
262330063,7.31523,0.00108,1444.9382,947.01,PC,needs follow-up to determine which star is source.
449050248,2.96844,8e-05,1441.29935,953.01,PC,large but QLP does inflate Rp by ~10%
408137826,8.51179,0.00397,1440.48083,941.01,PC,"Check star 17"""" away"
425163745,0.27664,1e-05,1438.55668,937.01,PC,V shaped; likely EB.
67772767,7.61177,0.0007,1445.9033,939.01,PC,Check 67772765 but otherwise a good giant planet candidate
189013222,1.32076,0.00059,1438.52942,949.01,PC,May also be on 189013224 in same pixel; v-shaped
434234955,6.04548,0.00581,1439.3488,944.01,PC,Hint of secondary may be driven by momentum dumps in second orbit.
100990000,4.040051,0.000633,1385.730697,411.02,PC,
52280468,0.56826,3e-06,1468.725188,472.01,EB,no GAIA radius with Teff 3869K; large planet around an M star if real
20178111,1.734422,0.000265,1468.622239,467.01,PC,could be on 20178112
306362738,2.781764,9.6e-05,1470.819699,479.01,KP,WASP-49
33521996,3.325285,0.000149,1469.31168,468.01,KP,HATS-6; GAIA Rstar=0.7Rsun
59843967,2.516825,0.000167,1468.52065,474.01,KP,HATS-4
4616072,4.18599,0.000656,1469.061662,466.01,KP,HATS-45
144700903,2.326811,0.000249,1470.576303,532.01,PC,
170102285,2.944405,9.9e-05,1470.661164,477.01,KP,WASP-23
156987351,3.062959,0.000493,1469.873622,476.01,PC,check timing of possible pulsations; giant planet or EB; GAIA Rstar=2.3Rsun
317548889,6.866196,0.001569,1469.565838,480.01,PC,centroid shift may be smaller than reported
52640302,1.573285,8.8e-05,1469.590346,473.01,KP,WASP-64
427348923,4.730624,0.001619,1468.427009,484.01,PC,could be on 427348561 which is 3x as large (2 Rsun) and 33% fainter; depth in 561 is 14.4 ppt so Rp=26 Re assuming Gaia lower percentile R* = 1.99.
47911178,3.585617,8.4e-05,1470.303946,471.01,KP,WASP-101
339672028,10.331108,3.8e-05,1470.317185,481.01,PC,possible hot Jupiter
365639282,10.8717,0.00594,1472.41279,482.01,PC,likely EB on 365639292; wrong period because triggering on spurious event at TJD 1469 instead of transit at TJD 1473. Transit is deeper than reported depth.
172464366,2.921685,0.000125,1470.046418,478.01,EB,centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter.
33692729,13.632935,0.00264,1474.567411,469.01,PC,
37770169,12.194398,0.002908,1474.492121,470.01,PC,bright star to N
393414358,4.378015,0.000271,1469.697416,483.01,KP,WASP-63
220459826,2.239596,0.000114,1411.714828,872.01,PC,SG1 to check neighbors in aperture
427352241,1.264563,0.00023,1468.825486,485.01,EB,2 stars in same pixel; dmag 0.4
71512186,14.821751,0.005283,1471.035468,525.01,PC,possibly marginal
255760319,7.21048,0.00045,1359.73394,814.01,PC,likely BEB; eclipse on a lower left neighbor
100608026,8.259618,0.001151,1442.49202,475.01,PC,
55488511,3.345431,0.000626,1439.541685,557.01,PC,Low SNR; no GAIA radius
59003115,2.294185,0.000938,1439.0759,556.01,PC,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).
77253676,8.607221,0.001586,1418.928996,697.01,PC,possible super-Earth
170849515,1.941285,0.00022,1438.148808,555.01,PC,possible hot Jupiter.
192826603,2.647186,8.7e-05,1438.081975,551.01,KP,
311183180,13.249837,0.000328,1439.585605,550.01,,TFOP EB primary
311183180,10.043245,0.00061,1447.398548,550.02,PC,Gaia DR2 R = 1 R_Sun; likely grazing eccentric binary with nearly equal brightness stars; TFOP EB secondary
407966340,7.048602,0.001508,1442.619254,554.01,PC,Gaia DR2 R = 1.4 R_Sun; period might be twice (14.1 day).
31374837,0.490058,1e-05,1438.379781,431.02,PC,
32830028,0.516278,2.1e-05,1468.344415,549.01,PC,marginal signal
36352297,1.509017,0.000109,1469.067593,547.01,KP,CoRoT-1 b
36440357,9.198554,0.004151,1475.332024,546.01,KP,CoRoT-4 b
37168957,1.899994,0.00032,1470.175133,545.01,KP,CoRoT-18 b
42821097,3.895456,0.001237,1468.686297,548.01,KP,CoRoT-19 b
49771092,1.63127,0.000422,1469.060024,542.01,PC,marginal signal
50618703,1.548214,0.000198,1469.758806,544.01,PC,
53593457,0.530893,0.000146,1468.332102,543.01,PC,possible secondary
93125144,9.91102,0.001685,1472.959693,523.01,PC,Transits could be the result of detrending residuals from stellar variability
143271144,1.352966,0.000533,1469.176584,541.01,PC,marginal signal
148228019,18.089162,0.000598,1470.738689,527.01,PC,GAIA Rstar=2.2Rsun; planet is likely larger than 16Re
200593988,7.699087,0.003345,1470.849292,526.01,PC,possibly marginal
234112540,4.037678,0.001046,1470.418354,537.01,KP,CoRoT-5b
234825296,9.246063,0.00685,1473.381836,536.01,KP,CoRoT-20b; two planets in system
237751146,1.669965,0.000425,1469.915423,538.01,PC,
280210963,2.827895,0.001353,1471.022094,535.01,KP,CoRoT-12b
281909674,4.034793,0.002576,1470.81495,534.01,KP,CoRoT-13b
302895996,0.567995,0.000108,1468.847149,531.01,PC,
365690646,12.983175,0.003306,1471.143375,524.01,PC,Potentially instrument noise
387690507,6.388488,0.001123,1470.200137,530.01,PC,Possible centroid
403693875,3.524465,0.000652,1469.705671,528.01,PC,
438490744,1.665878,0.000283,1468.4958,529.01,PC,
17746821,3.122001,0.000285,1493.168623,492.01,KP,HAT-P-50b
19025965,5.947773,0.001378,1493.31843,493.01,PC,SG1 to check 19025962
19519368,1.701876,0.000465,1493.296407,494.01,PC,Gaia DR2 R = 0.8 R_Sun; check 195193366; dmag=5.3
22529346,1.274931,1.2e-05,1491.99869,495.01,KP,WASP-121
88977253,2.767691,0.000112,1492.708311,496.01,PC,V-shaped; Large planet; but could be close to 2 R_Jup.
108645766,2.974175,0.001636,1492.914449,497.01,PC,Faint target; centroid analysis not reliable bc of crowded field; SG1 needed
121338379,0.275043,1.2e-05,1491.89175,498.01,PC,Very short period; ; GAIA dmag=3.2 for nearby star 121338375
123482865,13.113683,0.001803,1523.091209,569.01,PC,crowded field; possible warm Jupiter
123702439,8.521168,0.002075,1500.10736,499.01,PC,"d_rp=4.4 for neighbor 5"" away"
134200185,0.548213,0.000119,1491.96185,500.01,PC,
134537478,1.710026,3.4e-05,1493.272086,501.01,KP,KELT-14
172193428,2.941821,0.000381,1493.776367,502.01,PC,
186812530,3.677469,0.000158,1492.053368,503.01,PC,slightly V-shaped; hot star; 12 Re
268644785,3.329371,0.000118,1494.135246,505.01,KP,KELT-15
274138511,2.774207,0.000722,1492.500001,506.01,PC,"Possible centroid; SG1 to check nearby stars. Nearest neighbor is 12.2"" away; one of 11 neighbours within 1'. Gaia has nothing closer and has 18 neighbors within 1'"
348538431,0.899485,1.6e-05,1492.096537,507.01,PC,V-shaped; large planet
425206121,4.611884,0.000121,1494.135425,508.01,KP,KELT-19A
452866790,1.198126,0.000192,1492.202188,488.01,PC,
453211454,18.119809,0.002151,1494.445731,509.01,PC,Looks like a transit signal but there is a possible single secondary at 1506 need to check multi-sector data.
455096220,3.646774,0.000246,1492.341364,489.01,KP,HAT-P-35
455135327,2.810577,5.7e-05,1491.915755,490.01,KP,HAT-P-30
468987719,3.333395,0.000286,1493.547133,491.01,KP,HAT-P-43
19451711,0.397554,4.2e-05,1491.704967,522.01,PC,V-shaped and short period; GAIA Rp=1.6 Rsun
27649847,1.542131,0.000295,1492.722769,521.01,PC,Small star; marginal transit
119292328,7.187118,0.002616,1492.783555,512.01,PC,
133334108,2.854317,0.000995,1519.656609,637.01,PC,centroid is offset; v-shaped
218795833,1.265223,3.6e-05,1491.877254,519.01,PC,possible hot Jupiter around an M dwarf
238086647,1.352479,0.000156,1492.578165,510.01,PC,marginal signal; offset not consistent with nearby stars
264979636,17.87897,0.004585,1495.790236,518.01,PC,low MES; possible centroid offset; GAIA Rstar=1.06Rsun
318937509,1.04855,7.3e-05,1492.649974,516.01,PC,v-shaped
366576758,11.388472,0.004193,1495.846027,514.01,KP,K2-114b
366622912,3.115247,0.000286,1493.28254,515.01,PC,GAIA radius = 0.7 Rsun and Teff = 5000 K
431999925,1.445433,0.000968,1492.93007,513.01,PC,likely on TIC 431999916 which has lower end Gaia Rstar=2.8 Rsun and is 0.9 brighter than the target in T-band; still possibly planetary
440777904,3.355138,0.000152,1491.696318,511.01,KP,HAT-P-24 b
167031605,2.7809,0.00061,1468.69741,884.01,PC,TFOP FP; giant star; EB with variability
66561343,5.31165,0.00116,1470.38055,892.01,PC,2x period (real period is 10.626)
42755801,4.34358,0.00247,1470.15594,894.01,PC,V shaped
293853437,8.71668,0.00105,1471.94189,629.01,PC,
33690636,4.99915,0.00244,1468.9545,891.01,PC,Centroid page weirdness; check all neighbors
35582553,0.93556,8e-05,1468.83597,649.01,PC,GAIA DR2 Rad =  2.44 Rsun and teff = 6555 K
437984134,5.77114,0.00059,1472.07754,887.01,PC,Period is probably 3 times longer (~ 15 or 17 days); do reanalysis with longer period; Only two events visible; the latest is partial and might not be real
281408474,3.4076,0.00014,1469.2352,628.01,PC,hot Jupiter; may be on 281408443 (R=1.06 Rsun)
438295981,3.96643,0.00167,1472.15837,888.01,PC,A clear centroid shift; signal comes from a blended star. Check neighbors
123958679,5.59071,0.00463,1469.07319,893.01,PC,
333607525,3.20103,0.00038,1470.99861,890.01,PC,Two stars within the same pixel (333607506); from the dv-reports it seems that TICs 333607515 + 333607481 + 333607471 were probably contaminated by the signal.
120269103,,,1477.4912,886.01,PC,The detected ephemeris is junk; but there might be a single event at 1488
37084932,6.58454,0.00012,1470.64431,879.01,PC,Clear centroid shift; Need SG1 to check the low parallax target 37161310.
365781372,1.13889,6e-05,1469.22408,627.01,PC,check nearby bright stars; might be synchronized
49079670,1.89253,0.00016,1470.20305,641.01,PC,
250484865,0.76189,0.00043,1468.75811,895.01,PC,crowded field; might be variability
63303499,1.92699,0.00048,1469.8553,644.01,PC,possible NEB to E; TIC 63303496
78672342,2.97638,0.00175,1471.30172,648.01,PC,possible odd-even; GAIA DR2 Teff = 4060 K and Rad = 10.8 Rsun
237808867,0.56708,0.0001,1468.86467,881.01,PC,2 stars in the same pixel; check 237808865; TFOP NEB
25334160,2.56876,0.00214,1471.20029,885.01,PC,Large planet;  might be noise or a blended signal
255704097,6.01524,0.00035,1470.97649,877.01,PC,check 255704091 and 255704074; This target lies on the blooming spike and there is some centroid funkyness. It could be that the bright neighbour is an EB; blooming into the aperture of this target.
284288080,1.83485,0.00022,1469.90719,889.01,PC,blended with something faint; and the matches 284288094 or 284288093 is an EB but with the period 7.3 days
147977348,5.00353,0.00011,1469.74738,640.01,PC,slightly large
79292541,2.27728,0.00032,1470.7369,642.01,PC,crowded field; could be on 79292540
123898871,4.90746,0.00055,1470.34946,630.01,PC,"Fifth transit event is on the edge with bad detrending; has 3"" dT=4.2 mag neighbor TIC 123898872"
123846039,10.04925,0.00192,1476.5316,883.01,PC,
72090501,1.07083,0.00017,1469.47343,651.01,PC,maybe odd-even; two stars on the same TESS pixel
92992033,4.90765,0.00501,1470.60184,647.01,PC,v-shaped; evolved star
92013169,2.35538,0.00095,1468.95747,882.01,PC,might be synchronized; 2 stars in the same pixel; SG1 need to check 92013174
157568289,1.84051,6e-05,1468.73679,645.01,PC,Either diluted or blended PC: matches 17000 ppm deep eclipse on 157568287 of dT=1.8 mag; need SG1 to check on which target
219380235,3.97244,0.00066,1413.16027,878.01,PC,noisy
34077285,6.38514,0.00087,1471.1351,880.01,PC,Need SG1 to Check 34077287 (R = 2.5 Rsun); Period might be twice
102283403,3.52985,0.0027,1471.13285,896.01,PC,marginal signal
229384040,1.29277,0.00099,1469.29528,897.01,PC,
7561203,2.48454,0.00042,1491.8825,991.01,PC,may also be on 7561200
54390047,0.94083,0.00043,1492.59241,998.01,PC,marginal
178367144,3.4093,0.00011,1492.88976,966.01,PC,could be on TIC 178367145
341420329,5.23416,6e-05,1494.43614,1019.01,PC,large
124709665,1.86722,0.00016,1492.60156,1002.01,PC,FP; TICv8 parameters suggest a giant star; ExoFOP Rs = 2.1 Rsun
144956678,1.51472,0.00029,1492.98571,596.01,PC,
155044736,1.37259,0.00036,1493.08067,1015.01,PC,
142918609,14.5378,,1494.77797,996.01,PC,
409459226,1.27997,0.00041,1491.82839,973.01,PC,BEB or diluted planet; multiple stars in the aperture; blended; centroid shift; giant star; TFOP FP
179159972,1.37101,0.00035,1491.95227,965.01,PC,check TIC 179159990
347098457,3.14948,0.00059,1492.97337,976.01,PC,star is a giant; could be on 347098484
177126182,6.30607,0.0029,1497.37581,982.01,PC,Potentially Jupiter-sized planet around 2.31 Rsun star (stellar radius from Exo-FOP); centroid shift in X direction; potential blend (BEB or diluted planet); needs SG1 follow-up
5772442,1.10578,0.00022,1492.50181,979.01,PC,Saturn-sized; Slight centroid shift; potentially blended (BEB or diluted planet); need SG1 to check
108835813,4.76516,0.00348,1494.06581,992.01,PC,3 stars in central pixel
179155220,0.60274,2e-05,1491.88882,964.01,PC,short period and V-shaped
88684250,4.58776,0.0006,1494.73416,990.01,PC,ephemerides match to M dwarf 88684237 where Rp=7.9
372913430,13.47794,0.00014,1333.39912,861.01,PC,TFOP NEB; crowded field
154459165,3.14905,0.00096,1491.88848,611.01,PC,PC if on 154459165; could be on 154459164; faint GAIA star nearby
341186896,1.50795,3e-05,1493.16735,999.01,PC,
114018671,2.46992,0.00137,1492.44438,1011.01,PC,
279999655,1.54104,4e-05,1492.69541,959.01,PC,
52548453,5.21517,0.00061,1495.94244,987.01,PC,
265077027,4.79586,0.00067,1496.16829,961.01,PC,
425220920,8.76905,0.00107,1494.52201,985.01,PC,period might be twice
177722855,2.38933,0.00116,1492.2665,971.01,PC,shoulders on ingress and egress
50365310,2.17153,0.00068,1493.38398,1000.01,PC,
280437559,1.82401,0.00026,1493.34229,969.01,PC,
133654092,1.97353,0.00065,1493.1271,975.01,PC,Diluted Planet or BEB; matches with 133654087; neighbor has a 5000ppm deep eclipse; but no centroid shift or difference image offset; target's Gaia parallax 0.17 +/- 0.05 mas; no radius estimate but likely evolved; will not be reobserved; needs followup to confirm host
317951248,3.4438,0.00066,1493.5283,995.01,PC,TFOP NEB; impact param >1 with not a great fit to transit shape
173640199,7.7647,0.00078,1497.91582,618.01,PC,likely large planet
73038411,13.1,,1502.77986,978.01,PC,BEB or diluted planet; could be on 73038410 (deep eclipse on that neighbour)
268371979,2.78102,0.00103,1492.39581,977.01,PC,TFOP EB; Gaia suggests the star is evolved based on parallax and Teff
107782586,1.96022,0.00026,1492.25285,1009.01,PC,
146406806,13.952,,1498.63373,594.01,PC,V shaped; period is likely double (14 days); two stars in the same pixel
97700520,5.4298,0.0005,1494.36798,1013.01,PC,hot star; transiting object might be too big; Gaia DR2 delta r mag for 97700562 = 8 mag
156115721,2.50443,0.0005,1493.67736,1006.01,PC,Two stars within a TESS pixel
440801822,2.04936,0.00105,1492.52135,1008.01,PC,
238597883,3.57491,0.00146,1493.51196,1004.01,PC,
139853601,0.68088,6e-05,1492.25806,1010.01,PC,
134404603,4.97019,9e-05,1496.71767,609.01,PC,V-shaped; some odd-even and eccentricity
125894957,2.67425,0.00073,1493.15026,972.01,PC,BEB or diluted planet; almost exactly same aperture for 125894951; TFOP FP
267527924,1.80819,0.00022,1492.8517,619.01,PC,
96246348,1.4094,5e-05,1469.02999,1014.01,PC,Might be diluted; SG1 to check
88863718,1.93217,0.00054,1492.83893,1001.01,PC,V-shaped
65412605,4.40107,0.00018,1493.31513,626.01,PC,
291555748,4.95912,0.00016,1492.78078,1018.01,PC,
25799609,11.10934,0.00111,1501.3115,963.01,PC,two stars on same TESS pixel
106997505,2.74323,0.00108,1493.3957,1003.01,PC,No Gaia DR2 radius but might be evolved so transiting object might be too big;
259353953,1.46027,0.00028,1493.0556,993.01,PC,
65212867,6.99823,0.00058,1492.04102,1007.01,PC,
93594834,1.33476,0.00055,1491.8681,980.01,PC,Low priority; questionable transit shape; might be stellar variability / noise
341729521,8.41457,0.00034,1498.13368,997.01,PC,check 341729509
127476180,1.60374,0.0005,1492.61686,981.01,PC,Low priority as it might be stellar variability; might be hard to follow-up for SG1 and SG2
141776043,4.06269,0.00071,1493.35787,962.01,PC,V shaped and maybe odd even difference
453209605,2.80944,0.0006,1493.61746,968.01,PC,no planet radius estimate because no stellar radius estimate but star is likely to be evolved so planet likely to be large.
175310067,12.70907,0.00065,1502.26383,1016.01,PC,
207277638,3.12154,0.00216,1494.67675,989.01,PC,variability; marginal signal; there might be other transit events
427508467,0.88425,4e-05,1492.10434,1012.01,PC,
379929661,4.78677,0.00014,1495.78621,625.01,PC,likely hot Jupiter
113553629,4.30438,0.00248,1491.91542,988.01,PC,marginal signal; crowded field
97158538,2.59565,0.00039,1492.69815,631.01,PC,might be synchronized
145027461,1.07242,0.00013,1492.72655,604.01,PC,TFOP NEB; possible offset to north
169904935,4.55072,0.00033,1492.5552,1005.01,PC,
131743355,6.56028,0.00019,1493.97709,583.01,PC,
320536216,0.54771,3e-05,1491.94042,986.01,PC,V shaped
333821572,2.82537,0.00063,1492.92248,974.01,PC,PC; V-shaped planet; possible jupiter-size; exofop: teff 8102 K; R=2.1 Rsolar
134396419,4.36539,0.00099,1491.92094,600.01,PC,R=9 Re using the TIC Rstar
93963408,2.40057,0.00103,1493.11507,994.01,PC,low priority; no radius
33091633,7.52118,0.00097,1495.71336,984.01,PC,planet radius mass and Teff are inconsistent.
174599051,4.99682,0.00406,1496.14662,970.01,PC,v-shaped; star is evolved
445586472,1.73838,0.0001,1492.91351,967.01,PC,need to check 445581470
5109298,1.6221,0.00071,1491.79665,960.01,PC,
148659924,7.3846,0.00162,1497.22031,983.01,PC,Jupiter sized planet around large star (2.35 Rsun from Exo-FOP); period could be wrong; potentially 2x period
146208651,6.5224,0.00248,1519.22343,597.01,EB,two stars on the same pixel
81429971,3.04375,0.00052,1494.82278,598.01,PC,possible offset to North
287474726,3.74237,0.00128,1519.09756,582.01,PC,
153651591,2.14542,0.00029,1492.55774,607.01,PC,need an Rs estimate; there also seems to be a deeper ~14d signal visible in the raw light curve
186547153,1.1905,0.00014,1518.54956,608.01,PC,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re
196286587,10.4,,1496.1748,592.01,PC,twice the period; likely a giant planet; Need to check 196286578
80275202,3.66465,0.00066,1495.34181,610.01,PC,need to check 80275180
