rowid,TIC_ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments,Full TOI ID,Group Disposition,Orbital Epoch Value,Orbital Period Error,Orbital Period Value,Public Comment
1010,233720539,PC,APC,158.0,22,5.5 sigma odd-even; 100 ppm secondary transit; 21 R_E; too large unless inflated Jupiter,1815.01,PC,1684.2911399999994,1e-05,2.55532,5.5 sigma odd-even; 100 ppm secondary transit; 21 R_E; too large unless inflated Jupiter 
1011,233735068,EB,FP,55.0,"14,15,16,17",TFOP FP,1306.01,FP,1683.635,0.00047000000000000004,7.6866600000000025,TFOP FP
1012,233951353,PC,PC,9.042681,"14,15,16",,1441.01,PC,1695.4144199999994,0.002594,22.095791000000002,
1013,233953967,PC,PC,14.0,"14,15,16",Too large to be a planet; likely EB,1350.01,PC,1687.8352,0.00135,5.54019,Too large to be a planet; likely EB
1014,233964642,EB,FP,141.0,2,v-shaped; source is possibly 233964643,334.01,FP,1325.44586,0.0009699999999999999,17.91563,v-shaped; source is possibly 233964643
1015,234112540,KP,KP,14.612229999999998,6,CoRoT-5b,537.01,KP,1470.418354,0.001046,4.037678,CoRoT-5b
1016,234345288,PC,PC,16.089216,"1,2,13",one of the transits is cut off,213.01,PC,1343.336546,0.00020099999999999998,23.519835,one of the transits is cut off
1017,234519192,PC,PC,14.799333,2,v-shaped,196.01,PC,1354.3075099999999,0.000126,1.163088,v-shaped
1018,234523599,KP,CP,58.1628,"1,2",HATS-71 b,127.01,CP,1325.6501970000004,6.9e-05,3.795609,
1019,234825296,KP,KP,7.7569789999999985,6,CoRoT-20b; two planets in system,536.01,KP,1473.381836,0.00685,9.246063000000001,CoRoT-20b; two planets in system
1020,234994474,PC,PC,0.8231930000000001,1,Level 1 candidate,134.01,PC,1326.033176,0.00013700000000000002,1.401461,Level 1 candidate
1021,235037761,,FP,0.815768,1,V shaped,131.01,FP,1326.0689519999999,0.00017900000000000001,6.240662,V shaped
1022,235683377,PC,PC,11.387332,"14,15,16",ExoFOP follow-up in progress,1442.01,PC,1683.4530100000006,1.1e-05,0.409056,Level 1 candidate
1023,235905185,PC,PC,32.671734,23,check neighbors; inflated hot Jupiter candidate,1829.01,PC,1933.0771309999998,0.000604,6.29082,check neighbors; inflated hot Jupiter candidate
1024,235937532,PC,APC,91.0,24,,2038.01,PC,1793.7975600000002,2.9999999999999997e-05,3.73213,
1025,236312126,KP,KP,135.95987,24,XO-1 b,2021.01,KP,1956.522959,6.2e-05,3.941418,XO-1 b
1026,236445129,KP,KP,80.377251,15,KELT 16b,1282.01,KP,1711.396433,2.4e-05,0.968995,KELT 16b
1027,236714379,PC,PC,50.59328,"14,15,16,17,18",TOI 1254 under investigation; V-shaped; could be grazing; 2 stars in pixel; possible large-amplitude phase modulation,1254.01,PC,1683.7481100000002,6e-06,1.018003,TOI 1254 under investigation; V-shaped; could be grazing; 2 stars in pixel; possible large-amplitude phase modulation
1028,236815160,PC,PC,88.0,"14,15,16,17,18,19",No radius,1307.01,PC,1684.3884600000001,4e-05,2.53463,No radius
1029,236887394,KP,KP,136.635345,17,Qatar-1 b,1465.01,KP,1766.00669,2.5e-05,1.420035,Qatar-1 b
1030,237071229,PC,PC,16.0,24,crowded; check neighbors,2039.01,PC,1717.6014100000002,0.00026000000000000003,11.24886,crowded; check neighbors
1031,237086564,PC,PC,10.3312,17,,1466.01,PC,1766.2552739999999,0.000393,1.871529,potential L1 candidate
1032,237099296,PC,PC,7.858006,"14,16,17,18,19",,1750.01,PC,1688.8265030000002,0.000607,11.337809,Level 1 candidate
1033,237104103,PC,PC,41.0,"14,15,16,17,18,19",TOI 1298 under investigation,1298.01,PC,1684.57978,9e-05,4.53715,TOI 1298 under investigation
1034,237108272,PC,PC,9.0,22,V-shaped; low SNR,1816.01,PC,1688.28857,0.00345,22.7873,V-shaped; low SNR
1035,237184773,PC,FA,39.0,"14,26",TIC 2317184773 is a phantom TIC star; target is on either 1715469662 or 1715469667,1152.01,FA,1684.08567,0.00057,6.5054300000000005,
1036,237185205,PC,PC,36.0,"14,26",Likely EB; large for 15 d period,1191.01,PC,1686.19588,0.00216,5.25554,Likely 3 x period
1037,237200747,EB,FP,145.881805,15,FP by ExoFOP,1270.01,FP,1715.659357,8e-05,14.304154999999998,FP by ExoFOP
1038,237222864,PC,PC,20.220675,"14,15,16,17,19",Level 1 candidate; small centroid offset from difference images,1255.01,PC,1691.6542539999994,0.000147,10.288882000000001,Level 1 candidate; small centroid offset from difference images
1039,237232044,PC,PC,12.0,"14,16,17,18",Possible secondary,1443.01,PC,1693.243011,0.0009460000000000001,23.540657,TFOP Observing notes indicate a star 0.4” not seen in Gaia
1040,237751146,PC,PC,13.053421,6,,538.01,PC,1469.9154230000001,0.000425,1.6699650000000001,
1041,237808867,PC,FP,29.0,6,2 stars in the same pixel; check 237808865; more likely to be an EB or BEB,881.01,FP,1468.86467,0.0001,0.56708,2 stars in the same pixel; check 237808865; more likely to be an EB or BEB
1042,237914496,PC,PC,9.196624,"1,2,3,4",,702.01,PC,1326.8179089999999,0.00015900000000000002,3.568089,
1043,237920046,PC,PC,7.571828999999997,"1,2,3,4",needs SG1 to check neighbors,873.01,PC,1326.217236,0.00042300000000000004,5.9313480000000025,needs SG1 to check neighbors
1044,237924601,,,13.430404,"2,3",known TOI,252.01,PC,1354.720066,2.8000000000000013e-05,1.002192,known TOI
1045,237928815,PC,PC,9.732352,"2,4",,703.01,PC,1356.925163,0.000512,8.672898,
1046,238004786,,,7.751638000000002,6,marginal signal. GAIA Rstar=0.81Rsun; short period,539.01,PC,1468.352187,6.2e-05,0.30954299999999996,marginal signal. GAIA Rstar=0.81Rsun; short period
1047,238059180,,,21.0,"2,6,7,8,9,12",v-shaped; two stars about 1as separation in same pixel,386.01,PC,1356.2173400000001,8e-05,5.1121,v-shaped; two stars about 1as separation in same pixel
1048,238061845,PC,PC,13.0,"6,7,8",TIC star 5,579.01,PC,1470.0614699999999,0.00011,1.68418,"TIC star 5"" to east"
1049,238086647,PC,PC,7.217847,7,marginal signal; offset not consistent with nearby stars,510.01,PC,1492.5781650000001,0.000156,1.352479,marginal signal; offset not consistent with nearby stars
1050,238176110,KP,KP,0.808503,1,WASP-91,116.01,KP,1326.689274,4.9e-05,2.798594,WASP-91
1051,238197638,PC,PC,14.982664000000002,12,Only two events,903.01,PC,1632.404803,0.004424,14.543071,Only two events
1052,238197709,PC,PC,134.0,"2,3,5,6,9,10,12,13",,646.01,PC,1361.2229,4e-05,13.72546,
1053,238374636,PC,FP,192.0,9,,1023.01,FP,1493.2055,2e-05,1.3238,
1054,238597883,PC,PC,17.0,"7,9",,1004.01,PC,1493.51196,0.00146,3.57491,
1055,238898571,PC,PC,7.365399000000001,"5,6",Centroid offset; check brighter neighbor star 238898583; both stars show energy in the difference image but it is inconsistent between the sectors; low SNR,863.01,PC,1438.459483,4.4e-05,0.5251020000000001,Centroid offset; check brighter neighbor star 238898583; both stars show energy in the difference image but it is inconsistent between the sectors; low SNR
1056,238932509,PC,PC,27.26339500000001,11,,841.01,PC,1599.3917800000006,0.000246,3.492911,
1057,239154970,KP,KP,141.85887,20,HAT-P-33 b,1714.01,KP,1845.989739,9.9e-05,3.474469,HAT-P-33 b
1058,240148934,PC,PC,15.0,20,slight depth/aperture correlation; missing transit,1707.01,PC,1843.26677,0.00075,2.02365,slight depth/aperture correlation; missing transit
1059,240450679,EB,FP,33.0,15,TFOP FP,1322.01,FP,1711.44969,0.00031,3.37644,TFOP FP
1060,240613164,PC,FP,65.0,16,no Rs; could be off target,1377.01,FP,1712.05324,8e-05,1.99143,no Rs; could be off target
1061,240681314,KP,KP,45.440987,17,WASP-93 b,1477.01,KP,1765.648866,0.00011599999999999999,2.732681,WASP-93 b
1062,240968774,PC,PC,8.569228,17,centroid offset towards a 20 mag star,1467.01,PC,1766.9837280000006,0.001413,5.973383999999999,
1063,241040309,PC,PC,14.0,"17,18",Rs = 2.5 RSun - large planet,1559.01,PC,1764.93926,0.00043,3.4647900000000003,Rs = 2.5 RSun - large planet
1064,241065596,PC,FP,30.0,"17,18",,1550.01,FP,1765.1267699999999,8e-05,1.62315,
1065,241076290,PC,PC,23.0,18,a/Rs nearly 1; likely EB,1560.01,PC,1790.84795,2.9999999999999997e-05,0.25792,a/Rs nearly 1; likely EB
1066,241173474,PC,PC,47.0,20,,1708.01,PC,1853.1211,0.00099,11.44192,
1067,241196395,PC,PC,15.662501,21,V-shaped,1784.01,PC,1871.71008,0.0001,2.093578,V-shaped
1068,241225337,PC,PC,7.616198,20,,1727.01,PC,1842.6396670000001,0.000359,1.8327919999999998,
1069,242083025,PC,PC,12.0,11,may have phase variation,1964.01,PC,1600.64502,0.0001,0.64651,may have phase variation
1070,242120884,PC,PC,13.0,11,possible NEB or stellar variability,1966.01,PC,1600.28334,0.0001,0.62264,possible NEB or stellar variability
1071,242536549,PC,PC,12.0,11,likely NEB,1953.01,PC,1600.30078,,0.69234,likely NEB
1072,243185500,PC,PC,12.679347,17,possible multi,1468.01,PC,1766.9281469999999,0.002694,15.531925,possible multi
1073,243187830,PC,PC,9.661496,17,Single transit; ~2 Re; bright star; wide binary,2009.01,PC,1783.772719,,,Single transit; ~2 Re; bright star; wide binary
1074,243200602,,KP,77.74211899999997,11,WASP-130b,826.01,KP,1607.585174,0.000852,11.551821,WASP-130b
1075,243335710,PC,PC,49.0,20,CTOI from Ethan Kruse,1879.01,PC,1689.14235,0.00026000000000000003,13.70535,CTOI from Ethan Kruse
1076,244161191,O,O,13.262328,3,possible dipper; not a planet candidate; Rstar may be larger than stated,278.01,O,1386.106592,2.3e-05,0.298746,possible dipper; not a planet candidate; Rstar may be larger than stated
1077,245462406,PC,PC,16.0,18,Slightly V-shaped,1561.01,PC,1791.81704,0.00108,2.2745599999999997,Slightly V-shaped
1078,245947683,PC,FA,9.0,5,may be on 245947692,950.01,FA,1439.3545199999999,0.00059,1.14288,may be on 245947692
1079,248075138,KP,KP,79.894234,10,WASP-42 b,769.01,KP,1569.8334630000006,0.000193,4.981511,WASP-42 b
1080,248092710,PC,PC,8.903542999999997,"10,11",,1217.01,PC,1574.9493730000006,0.005171,41.464934,
1081,248111245,KP,KP,19.722195000000006,10,HATS-27 b,770.01,KP,1573.47886,0.0008730000000000001,4.636234,HATS-27 b
1082,248434716,PC,FP,15.0,5,Crowded field. Closest is dmag~2.3 with ~2.5,940.01,FP,1438.30726,0.00011,0.7395,"Crowded field. Closest is dmag~2.3 with ~2.5"""" separation. OOT modulation phased to 2x period. Possible blended EB."
1083,249067445,PC,PC,19.0,5,Rstar = 1.96 Rsun in TIC. Rp = 4 Re.,957.01,PC,1439.04096,0.00016,0.8312,Rstar = 1.96 Rsun in TIC. Rp = 4 Re.
1084,249812036,PC,PC,51.0,"16,17",2 stars in pixel,1378.01,PC,1741.14755,0.00028,5.77804,2 stars in pixel
1085,249862365,PC,PC,13.0,18,Significant odd-even; likely EB,1562.01,PC,1791.5299,0.00047000000000000004,0.9899899999999999,Significant odd-even; likely EB
1086,249945230,PC,PC,58.0,18,single transit,1563.01,PC,1805.45128,,,single transit
1087,250386181,PC,FP,26.752861,4,follow-up in progress,390.01,FP,1412.374564,7.900000000000001e-05,1.470258,follow-up in progress
1088,250484865,PC,PC,10.0,6,crowded field; might be variability,895.01,PC,1468.75811,0.00043,0.76189,crowded field; might be variability
1089,250724252,PC,FP,52.0,18,Planet radius likely smaller than 14 Earth radius. V-shaped; possible depth aperture correlation.,1564.01,FP,1791.2015399999998,5.9999999999999995e-05,0.5597300000000001,Planet radius likely smaller than 14 Earth radius. V-shaped; possible depth aperture correlation.
1090,251384275,PC,PC,36.0,18,single transit; close in epoch to TIC 259151170 but with no underlying systematic linking the two,1565.01,PC,1808.47423,,,single transit; close in epoch to TIC 259151170 but with no underlying systematic linking the two
1091,251848941,PC,PC,11.100334,2,,178.01,PC,1360.242325,0.0012900000000000001,6.558053999999999,
1092,251852984,PC,PC,12.0,2,,323.01,PC,1355.57459,0.0008,2.77422,
1093,251855940,PC,PC,52.0,2,,370.01,PC,1354.28979,0.00037999999999999997,4.04655,
1094,251878904,,,13.0,2,too faint,366.01,PC,1354.48285,0.00049,1.70429,too faint
1095,252479260,KP,KP,256.56942999999995,21,HAT-P-22 b,1771.01,KP,1871.630084,2.8999999999999997e-05,3.212214,HAT-P-22 b
1096,252490659,PC,FP,33.0,16,Single transit,1379.01,FP,1739.41415,,,Single transit
1097,252616865,PC,PC,138.0,"16,17",,1482.01,PC,1741.28555,0.00011999999999999999,5.71204,
1098,252636888,PC,PC,9.0,"16,17",Crowded field; some centroid offset,1539.01,PC,1740.5719800000006,0.00086,2.58929,Crowded field; some centroid offset
1099,253132689,PC,PC,13.0,11,Need SG1 to check star to the South East,1971.01,PC,1601.48729,0.00101,3.21833,Need SG1 to check star to the South East 
1100,253728991,PC,PC,23.102131,13,,1081.01,PC,1654.0261189999999,0.000442,2.98278,
1101,253917293,,FP,25.0,1,Source is star to the WSW (253917292).,160.01,FP,1327.37627,0.001,4.6080000000000005,Source is star to the WSW (253917292).
1102,253990973,PC,FP,8.619074000000001,13,Likely stellar variability but it is a potential level one candidate,1061.01,FP,1654.253249,0.00010700000000000001,0.540933,Likely stellar variability but it is a potential level one candidate
1103,254113311,PC,CP,78.0,13,Possible multi,1130.01,CP,1657.89786,0.0004,8.3504,Possible multi
1104,255685030,PC,PC,8.782867999999999,"5,6,7,8",low MES,799.01,PC,1439.500538,0.000164,5.545132,low MES
1105,255704097,PC,FP,30.0,"6,7,8",check 255704091 and 255704074; This target lies on the blooming spike and there is some centroid funkyness. It could be that the bright neighbour is an EB; blooming into the aperture of this target.,877.01,FP,1470.97649,0.00035,6.01524,check 255704091 and 255704074; This target lies on the blooming spike and there is some centroid funkyness. It could be that the bright neighbour is an EB; blooming into the aperture of this target.
1106,255760319,PC,FP,14.0,"6,8",likely BEB; eclipse on a lower left neighbor,814.01,FP,1359.73394,0.00045,7.2104800000000004,likely BEB; eclipse on a lower left neighbor
1107,255930614,KP,KP,162.0,25,HD 149026 b,2024.01,KP,1957.553566,6.500000000000001e-05,2.875929,HD 149026 b
1108,256414077,PC,FP,18.0,18,,1566.01,FP,1793.3820699999999,0.0008,3.01106,
1109,256621916,EB,FP,72.0,"15,16",No parallax from Gaia; V-shaped,1342.01,FP,1684.47562,5.9999999999999995e-05,1.41354,TFOP FP
1110,256783784,PC,PC,9.0,"15,16",TOI 1432 TFOP work in progress,1432.01,PC,1715.30418,0.00173,6.11219,TOI 1432 TFOP work in progress
1111,256886630,PC,PC,11.0,"15,16",,1323.01,PC,1713.20059,0.00116,2.03905,
1112,257241363,PC,PC,31.366165,20,,1718.01,PC,1848.0271329999998,0.00037200000000000004,5.586947,
1113,257567854,KP,KP,88.358276,4,WASP-22b,403.01,KP,1411.901592,0.000138,3.532822,WASP-22b
1114,257605131,PC,PC,15.0,"4,5",may also be 2x period,451.01,PC,1416.6245099999999,0.0017699999999999999,8.18554,may also be 2x period
1115,258510872,PC,PC,66.0,20,Large odd-even (8.5sigma); but initial transits were contaminated; making the odd-even test unreliable; possibly EB; CTOI from Ethan Kruse,1885.01,PC,1716.12365,5.9999999999999995e-05,6.544169999999999,Large odd-even (8.5sigma); but initial transits were contaminated; making the odd-even test unreliable; possibly EB; CTOI from Ethan Kruse
1116,258514800,PC,PC,7.636794,"15,16",Could be stellar variability,1444.01,PC,1711.374878,1.2e-05,0.47021199999999996,level-one candidate; TOI 1444 under investigation
1117,258777134,EB,FP,168.0,"14,15,16,17,18",2 stars in the pixel; TFOP FP,1299.01,FP,1686.00248,0.00011,5.9292300000000004,2 stars in the pixel; TFOP FP
1118,258777137,EB,FP,78.919197,"14,15,16,17",Possible EB; possible secondary; may also be on 1718201850; TFOP FP,1183.01,FP,1686.00278,0.00022,5.92932,may also be on 1718201850; TFOPWG FP Retired as NEB
1119,258801269,PC,FP,19.0,"14,15,16,17,18,19",,1400.01,FP,1689.02568,0.00073,5.48923,
1120,258829450,PC,PC,9.0,"18,19",potential L1 candidate; low SNR; check nearby stars,1654.01,PC,1685.40653,0.00011999999999999999,1.8351099999999998,potential L1 candidate; low SNR; check nearby stars; slight depth aperture correlation
1121,258871793,PC,PC,51.0,20,check nearby stars; ephemeris match to tic258871779; CTOI from Ethan Kruse,1843.01,PC,1684.1580600000002,0.00014,9.14692,check nearby stars; ephemeris match to tic258871779; CTOI from Ethan Kruse
1122,259126549,PC,FP,184.0,16,Retired as TFOP FP. TICv8 Rs = 1.43 Rsun; Rp ~ 24 Re,1401.01,FP,1684.19335,0.00011999999999999999,7.38448,Retired as TFOP FP. TICv8 Rs = 1.43 Rsun; Rp ~ 24 Re
1123,259129875,PC,FP,27.0,"14,15,16,17,18,19",Likely EB,1402.01,FP,1684.09715,1e-05,0.43888999999999995,Likely EB
1124,259151170,PC,PC,295.0,18,single transit; close in epoch to TIC 251384275 but with no underlying systematic linking the two,1567.01,PC,1808.52242,,,single transit; close in epoch to TIC 251384275 but with no underlying systematic linking the two
1125,259168516,PC,PC,7.279317999999999,"14,15,16",low SNR; flare-like event in spoc s19,1680.01,PC,1687.2644870000001,0.000307,4.802445,level-one candidate
1126,259172391,PC,PC,7.995208,"14,15,16",Likely stellar variability due to bad even transit shape,1445.01,PC,1687.57755,0.00033,9.81327,Some transits affected by scattered light and momentum dumps; TOI 1445 under investigation
1127,259353953,PC,PC,15.0,7,,993.01,PC,1493.0556,0.00028,1.4602700000000002,
1128,259377017,PC,CP,41.599045,"3,4,5",,270.01,CP,1383.842444,6.8e-05,5.660182,
1129,259389219,PC,PC,33.0,"3,4,5",,915.01,PC,1386.11382,0.00013000000000000002,2.32485,
1130,259511357,PC,PC,16.439299,"3,4,5",follow up in progress,271.01,PC,1382.228163,5.600000000000001e-05,2.476082,follow up in progress
1131,259592689,,,15.0,"3,4,5,6",single transit; use Tc of 1395.229 from table,429.01,PC,1395.2295800000006,0.00643,14.8042,single transit; use Tc of 1395.229 from table
1132,259701242,PC,FP,10.0,4,may be on 259701232,401.01,FP,1384.17554,0.0005,2.4861,may be on 259701232
1133,259863352,PC,PC,8.58716,13,Potential level one target around bright star,1051.01,PC,1657.736625,0.009531999999999999,21.701669,Potential level one target around bright star
1134,259962054,,,8.938508,"1,2",M dwarf; first transit is on/near momentum dump; the transit duration is a bit long for the reported period;,203.01,PC,1327.729066,0.010389,51.953234,M dwarf; first transit is on/near momentum dump; the transit duration is a bit long for the reported period;
1135,260004324,PC,PC,10.778132,"1,2,3,4,5",,704.01,PC,1327.418439,9.9e-05,3.81426,
1136,260043723,EB,FP,17.360364999999998,"1,2",possible centroid shift,217.01,FP,1327.066685,0.00045,3.13879,possible centroid shift
1137,260128333,PC,CP,9.207911,"4,5,6,7,8,9,10,11,12",some transits may be spurious so period could be at longer interval,1338.01,CP,1436.209357,0.013343,71.41687399999998,some transits may be spurious so period could be at longer interval
1138,260130483,PC,PC,36.0,"3,4,5,6,7,8,9,10,11,12,13",Period is twice as long (89 days) and planet is ~2x smaller,933.01,PC,1344.94005,,88.93384,Period is twice as long (89 days) and planet is ~2x smaller
1139,260271203,EB,FP,71.43821,4,follow-up in progress,207.01,FP,1414.835781,0.000499,5.649621,follow-up in progress
1140,260304296,EB,FP,148.46315,"1,2",v-shaped; very likely EB,187.01,FP,1325.778915,3e-06,0.5125890000000001,v-shaped; very likely EB
1141,260304800,PC,PC,19.319811,9,,738.01,PC,1544.2559,0.000425,3.440847,
1142,260417932,PC,PC,25.0,"1,2,4,5,6,7,8,9,11,12",potentially long-period planet,932.01,PC,1334.45019,0.00054,19.31096,potentially long-period planet
1143,260476837,PC,FP,30.391724,12,Low priority,935.01,PC,1627.063627,0.000212,2.232659,Low priority
1144,260609205,,FP,52.699402,"1,2",,219.01,FP,1328.754344,0.000134,4.461939,
1145,260640693,PC,PC,11.651428999999998,"1,4,5,6,7,8,9",,798.01,PC,1358.4512730000001,0.003475,95.24477900000001,
1146,260647166,PC,PC,15.330164000000002,"10,11",,1233.01,PC,1571.3355179999999,0.000956,14.175671,
1147,260708537,PC,PC,12.587951,"1,2,3,4,5,6,8,9,10,11,12,13",follow-up in progress,486.01,PC,1326.98505,1.6e-05,1.7447380000000001,follow-up in progress
1148,260985861,PC,PC,151.0,"1,8,11,12,13",Source is apparently 260985864- which may be a planet depending on host star size.,149.01,PC,1327.4022300000001,2e-05,3.33996,Source is apparently 260985864- which may be a planet depending on host star size.
1149,261108236,PC,PC,8.406233,13,,1082.01,PC,1658.778595,0.006145,16.347876,
1150,261136679,KP,CP,13.214754,"1,4",Pi Men c,144.01,CP,1325.505054,9.9e-05,6.2677260000000015,Pi Men c
1151,261257684,PC,PC,9.734655,12,High priority; small (2.62 Re); potential secondary or second planet between the two marked transits,904.01,PC,1630.350649,0.005414,18.351895000000006,High priority; small (2.62 Re); potential secondary or second planet between the two marked transits
1152,261258875,PC,PC,19.0,"1,4,7,8,11,12,13",minor centroid offset,927.01,PC,1327.45003,5e-05,2.58523,minor centroid offset
1153,261369656,,FP,30.0,13,,1119.01,FP,1666.52199,0.00203,10.95663,
1154,261867566,,,100.661186,12,Large planet,905.01,PC,1628.3512210000001,0.000102,3.739489,Large planet
1155,262330063,PC,FP,43.0,5,needs follow-up to determine which star is source.,947.01,FP,1444.9382,0.00108,7.3152300000000015,needs follow-up to determine which star is source.
1156,262530407,PC,PC,25.673399,"2,3",known TOI,177.01,PC,1356.1529999999998,6.6e-05,2.853133,known TOI
1157,262530780,PC,PC,38.0,"2,3",,363.01,PC,1361.87743,0.00156,8.223930000000001,
1158,262530873,,,16.0,"2,3",Likely EB; Big but flat bottomed.,304.01,PC,1356.28606,0.00091,2.24172,Likely EB; Big but flat bottomed.
1159,262531275,,,12.0,"2,3",possible centroid offset; the fainter star to the north has a smaller radius than the target.,331.01,PC,1356.0081300000004,0.00074,2.48421,possible centroid offset; the fainter star to the north has a smaller radius than the target.
1160,262746281,PC,PC,31.0,8,Period might be double,603.01,PC,1523.78917,0.0019199999999999998,8.0885,Period might be double
1161,263003176,PC,PC,22.53896,"1,12,13",Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.,130.01,PC,1336.559583,0.003271,14.339928,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.
1162,264544388,PC,PC,8.327036,"17,18,19",Single transit; noisy LC; high Gaia RV scatter; possibly seeing secondary eclipse; CTOI from Planet Hunters,1893.01,PC,1824.861486,,,Single transit; noisy LC; high Gaia RV scatter; possibly seeing secondary eclipse; CTOI from Planet Hunters
1163,264678534,PC,PC,24.0,"18,19",check neighbors; potential L1 candidate,1611.01,PC,1796.49652,0.004370000000000001,16.190579999999994,check neighbors; potential L1 candidate
1164,264979636,PC,PC,7.363369,7,low MES; possible centroid offset; GAIA Rstar=1.06Rsun,518.01,PC,1495.790236,0.0045850000000000005,17.878970000000006,low MES; possible centroid offset; GAIA Rstar=1.06Rsun
1165,265077027,PC,FP,84.0,7,,961.01,FP,1496.16829,0.00067,4.79586,
1166,265612438,,,22.0,1,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.,145.01,PC,1327.04953,0.00132,5.12944,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
1167,266500992,PC,PC,13.0,"18,19",Potential L1 candidate,1655.01,PC,1819.70953,0.00135,3.2776699999999996,Potential L1 candidate
1168,266593143,KP,KP,181.238998,15,HAT-P-17 b,1283.01,KP,1719.47577,0.000413,10.337891,HAT-P-17 b
1169,266688542,PC,PC,22.0,"15,16",,1324.01,PC,1712.0403,0.00186,2.9452700000000003,
1170,266980320,PC,CP,0.830483,1,HD 219666 b,118.01,CP,1329.199631,0.000637,6.036061,
1171,267263253,KP,CP,0.7776569999999999,1,,135.01,CP,1325.783759,5.6999999999999996e-05,4.126904,
1172,267414551,PC,PC,9.0,"10,11",crowded field. A hint of aperture dependent depth.,1972.01,PC,1571.4615800000001,0.00115,4.7631,crowded field. A hint of aperture dependent depth. 
1173,267489265,EB,FP,15.0,14,TFOP FP,1132.01,FP,1683.6794,0.00112,1.5505799999999998,TFOP FP
1174,267527924,PC,FP,32.0,"7,8",,619.01,FP,1492.8517,0.00022,1.8081900000000002,
1175,267561446,PC,FP,11.733728,"15,16",Potential L1 candidate; check 267561450,1284.01,FP,1711.815604,0.000306,1.283251,Potential L1 candidate; check 267561450
1176,267574918,PC,PC,10.228746,19,Host star is a white dwarf; interesting small planet,1690.01,PC,1817.388972,5.400000000000001e-05,1.407977,Host star is a white dwarf; interesting small planet
1177,267694283,PC,FP,111.0,"18,19",single transit; second transit is spurious,1656.01,FP,1822.55712,,,single transit; second transit is spurious
1178,268301217,PC,PC,80.0,"7,9",V-shaped; check neighbors; CTOI from Luke Bouma,1937.01,PC,1492.34107,1e-05,0.9466700000000001,V-shaped; check neighbors; CTOI from Luke Bouma
1179,268334473,PC,PC,8.376357,"19,20",,1691.01,PC,1818.092952,0.004534000000000001,16.731638,
1180,268371979,PC,FP,10.0,7,TFOP EB; Gaia suggests the star is evolved based on parallax and Teff,977.01,FP,1492.39581,0.00103,2.7810200000000003,PC; but potentially larger companion; Gaia thinks the star is evolved based on parallax and Teff;
1181,268403451,KP,KP,134.38255,26,XO-7b (arXiv:1912.02821),1612.01,KP,1793.90055,8e-05,2.86415,XO-7b (arXiv:1912.02821)
1182,268644785,KP,KP,115.306717,7,KELT-15,505.01,KP,1494.135246,0.000118,3.329371,KELT-15
1183,268766053,KP,KP,69.823929,3,WASP-53,272.01,KP,1386.231709,0.000124,3.30968,WASP-53
1184,269238073,PC,PC,13.0,"17,18",Slight depth-aperture correlation,1520.01,PC,1766.00953,0.00268,6.15501,Slight depth-aperture correlation
1185,269424395,PC,FP,13.0,24,potential centroid offset,2042.01,FP,1768.14945,9e-05,2.41872,potential centroid offset
1186,269450900,,FP,88.0,13,Possible centroid shift,1127.01,FP,1657.63073,0.00021,2.32439,Possible centroid shift
1187,269509393,PC,PC,14.0,17,Slight depth-aperture correlation,1513.01,PC,1764.8441699999994,0.0008699999999999999,1.7658900000000002,Slight depth-aperture correlation
1188,269558487,PC,PC,14.0,3,intermediate-size planet candidate,855.01,PC,1384.92578,0.00045999999999999996,1.8306,intermediate-size planet candidate
1189,269701147,PC,PC,44.262444,"15,16,17,18,19",multi-planet system; candidate .01,1339.02,PC,1726.054253,0.002426,28.579356,HD 191939 b;part of possible multi-planet system
1190,269892793,PC,PC,87.85303499999998,18,Large; even-odd at 2.46 sigma; v-shaped,1636.01,PC,1792.1354579999993,4.2e-05,1.772988,Large; even-odd at 2.46 sigma; v-shaped
1191,270238522,PC,FP,20.0,"17,18",looks like stellar variability,1514.01,FP,1765.47636,0.00028,1.36991,looks like stellar variability
1192,270333769,PC,FP,11.0,24,Minor depth aperture correlation,2044.01,FP,1770.06672,0.00021,4.12066,Minor depth aperture correlation 
1193,270341214,PC,PC,137.0,"1,13",single transit in sector 1; additional transit in s13; period could be 29.7 days or a multiple thereof,173.01,PC,1333.41089,0.00172,14.192110000000001,single transit
1194,270380593,KP,KP,34.84919,4,WASP-156,465.01,KP,1414.135825,0.000229,3.8363169999999998,WASP-156
1195,270468559,KP,KP,29.595682,8,HAT-P-42,571.01,KP,1519.463677,0.000453,4.641547,HAT-P-42
1196,270507305,PC,APC,32.573071,11,,827.01,PC,1597.466299,5.9999999999999995e-05,1.2280870000000002,
