rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition,Group Comment
512,440777904,1491.7006689928749,0.989408752335666,3.354107394825589,0.020700495595835863,3.565532552990533,11.2489996,6373.0,1.41886,8.0,0.3383,0.2164,4.27283001,0.09494691659181112,0.990907023697264,0.990359997372264,1.6504199732835223,112.21307366282484,16.643707215848,1.25,415.344,2.91015887,0.4376100000000001,KP,HAT-P-24 b
513,70513361,1389.8445142313074,0.9996224950057522,5.57063502471779,0.01845040381827889,1.4447747465906953,8.08300018,5302.58007813,0.848675,3.0,0.4036,0.2028,4.53515005,0.01771886904449905,0.9994930804819188,1.000026451361994,5.036936238028639,8.86078129777632,6.60721824149766,0.91,43.931999999999995,0.513010144,1.48874,PC,ambiguous period
514,144440290,1357.9823228240116,0.9986759517666196,9.28117215333658,0.053958564206837416,0.9076762881708458,8.72299957,5709.0,1.07077,2.0,0.371,0.2094,4.0,0.033378111368189814,0.998565381498265,,,18.98062737329544,5.190106225935299,1.02,84.0311,1.09729671,0.830838,FP,single transit (no period)
515,391949880,1328.137014005402,0.9996601503814048,4.937069554324029,0.019019939996186785,2.0363536073941444,7.900000099999999,6086.0,1.1277700000000002,6.0,0.3276,0.2297,4.26269007,0.017021382552916985,0.999681785313312,0.9997187537655052,0.6503818039707677,15.33484377038097,16.337971092084192,1.13,68.4727,1.5443399,0.7877930000000001,PC,"There is a nearby (2"") comoving dMag~2.5 star. If the signal originates from either the target star or nearby star it could still be a small planet."
516,16920150,1768.1893295471393,0.9986879647328536,7.8422685897521225,0.025533270269188613,1.5086181311229814,10.1583004,5219.0,0.82204,2.0,0.4136,0.1999,4.55717993,0.03297630507903202,0.998850629162177,,,9.201339420136467,5.1861810522516585,0.889,101.35799999999999,0.45167872299999995,1.60038,PC,
517,281459670,1328.0384303011974,0.9840875227451148,3.174952004144126,0.0168744882361358,2.468842621622777,11.63199997,5943.0,1.15706,8.0,0.3495,0.2247,4.42524004,0.11602909713298525,0.9857515605313344,0.9862971713016778,1.0341329686669525,89.38085109235483,17.400471542365697,1.03,342.14,1.3188585,0.664921,KP,HATS-30
518,112395568,1658.0112536097938,0.9990604214308488,5.7376520014748165,0.02502625823823301,2.7696580109916247,8.83699989,5664.0,3.4873199999999995,5.0,0.3783,0.294,3.26573992,0.027839870001364758,0.999129645440376,0.9992822145526428,1.5258282291249767,24.372556330417442,11.834456085822273,,263.72900000000004,,,FP,Crowded field
519,120602501,1745.7892813164858,0.9955090685802016,7.429652138619442,0.0315692665534586,2.4965639381797184,8.48215961,5717.0,1.73364,3.0,0.3726,0.2129,3.96875,0.06143129919604165,0.994105057420155,1.0000550309218628,27.757885096585998,84.99295743679812,13.693619154518275,1.02,118.59,2.89258766,0.195759,FP,2x period
520,147660201,1545.0796058515284,0.9989891704726432,1.1590745378455216,0.0038031787372890813,1.2097078652221065,11.07199955,5688.0,1.0409899999999999,20.0,0.4136,0.1999,4.48774004,0.02894464301787245,0.9990934547347714,0.9990886518665494,0.02044303331830764,10.555891200956603,12.299559891981492,0.88,191.49400000000003,0.7029241999999999,0.780083,FP,Need Sg1 to check 147660207 (half a pixel away) of T mag =  12.666
521,111991770,1603.196156784736,0.9903398213820996,3.752198534375884,0.01841750828446553,2.7951867106756763,10.41100025,6300.0,1.50321,5.0,0.3451,0.21600000000000003,4.16978979,0.09056030941115087,0.990892349707848,0.9910653004811696,0.8768889825708072,106.42043562682066,18.92963852252824,1.176,282.091,2.94845176,0.34621599999999997,KP,WASP-15b
522,220396259,1386.8028691146744,0.9995751090981768,0.9159751186714072,0.004432762793763034,0.9966216196602384,9.89400005,5895.20019531,1.67282,21.0,0.3599,0.215,4.03999996,0.01893918951061874,0.9996409426166724,0.9995800010327548,0.6302727998915634,11.21941147089102,13.684875272414935,1.07,231.803,3.04498434,0.228581,FP,needs follow-up to confirm whether is on target
523,73649615,1570.7257700424564,0.9935290422097228,6.8208804424623635,0.0326402974753095,1.8169582356369869,12.39599991,3614.0,0.507628,4.0,0.1959,0.4178,4.812570099999999,0.07481851298826835,0.9885246160016606,0.99853305331629,5.473000486627245,13.086137320473092,7.622697517696992,0.505544,86.1759,0.03617099,3.86476,PC,
524,308994098,1338.7486691446466,0.999082190680274,13.759615830770805,0.16419154870799524,4.595432049471588,8.97799969,6988.0,1.4608,1.0,0.2847,0.231,4.25649023,0.028202367923183563,,0.999117117926332,,16.925860456873693,13.928503336013724,1.52,167.218,4.50365925,0.48760600000000004,PC,Period might be Px2 P/2 P/3; 2nd transit event close to MD
525,141768070,1572.3980549968287,0.9889968873438169,2.787134983983643,0.009770604915585237,1.3171387542892714,12.53999996,5376.0,1.00073,8.0,0.4136,0.1999,4.42496014,0.09549640388336944,0.9898199574275258,0.9898670497150486,0.06350171756911134,38.662901083156044,18.66751903618652,0.9,368.8,0.681268,0.898028,PC,
526,125405602,1606.7793802592057,0.9980305745317172,6.9143693198754965,0.02766527713983491,0.9129495688678184,11.17099953,3669.0,0.44852,2.0,0.1671,0.4201,4.78895998,0.0414950100995502,0.9977627354169059,,,7.245597055117312,6.231606815118785,0.44496899999999995,39.5907,0.02911108,4.93156,FA,low SNR (7.3)
527,176984236,1412.5964841471427,0.9989759847429538,1.7563559050128104,0.006176793251942647,1.5547265859779769,10.53899956,6138.0,1.29372,13.0,0.3381,0.3177,4.28022003,0.02922990129501813,0.9988365154090684,0.9992161862272086,2.1303697542841813,15.711912699409769,7.78063382286421,,266.9,,,FP,possible EB on 176984248; small possible secondary eclipse
528,294395926,1492.9938320372944,0.9993500563773288,11.34325579677334,0.05253923890610057,2.749298298387323,10.87100029,5624.0,1.057,2.0,0.3785,0.2075,4.39124012,0.023355196109789787,0.9994643730573274,,,4.230533378663696,6.046294165131023,0.99,205.847,0.9814588,0.838316,PC,Low priority lv 1; centroid offset on 294395913; T mag = 10.143 (an evolved star GAIA DR2 R = 10.77 Rsolar)
529,43647325,1440.1226303990302,0.9820807183973824,3.161570269134036,0.008999516060257841,2.7773525973744384,10.40999985,5990.0,1.09774,8.0,0.3276,0.2297,4.39296007,0.12359808340312065,0.984342657170583,0.984237445992572,0.3341620085731134,205.01058547372352,30.96611691209321,1.135,202.218,1.47578752,0.8580110000000001,KP,WASP-35b
530,230982885,1355.4885319587277,0.9870606635174392,2.0730386493074517,0.004862349398024214,2.277189665240216,9.95600033,5640.0,1.12805,12.0,0.371,0.2094,4.43702984,0.10434361038244164,0.9879448234453766,0.9878504018468308,0.4507832846707805,360.29384294367424,34.40601031713512,1.01,151.06799999999996,1.20678043,0.703624,KP,WASP-97
531,126733133,1517.452474682641,0.9989200643741,1.4683806885359192,0.003415391993051409,0.5262172102645349,9.9829998,5973.0,1.30575,13.0,0.3115,0.2298,4.27298021,0.030437489640335564,0.9990545384658308,0.998710830377536,1.5697000298230392,13.685479933040913,16.762759484703835,1.27,193.468,2.54025626,0.5704640000000001,PC,very crowded field; centroid pulling to fainter objects but significance is low
532,69679391,1684.3113990917984,0.9861026041436592,3.476178993320762,0.007407936530147818,1.5377047541858022,7.55215979,9032.0,1.61744,4.0,0.1796,0.2326,4.37872982,0.11192251506456202,0.9857869085557696,0.9857881346185124,0.012104937585824543,120.20833249526865,35.19455396552053,2.282,136.42600000000002,15.685086300000002,0.539301,KP,KELT 20b
533,453211454,1494.448711749871,0.9992878281580431,9.055560649769149,0.0389097225250703,2.4938421527380337,7.90500021,5560.25976563,0.962324,2.0,0.3785,0.2075,4.0,0.024447703744164783,0.9992995334617876,,,22.971233783758425,17.25583036428313,0.98,48.9739,0.7974756,1.0996700000000001,PC,Looks like a transit signal but there is a possible single secondary at 1506 need to check multi-sector data.
534,430677414,1738.932938275593,0.9984264677606433,0.9348671203946816,0.005016073654704467,1.9608543278988344,8.41718006,8217.0,1.80929,21.0,0.2147,0.2467,4.22710991,0.03736604583734625,0.9984921464572188,0.9984242405394508,0.934016021962249,54.44820864106597,13.104896061514307,2.0140000000000002,195.542,13.4450426,0.340046,FP,high frequency variability in the star; TFOP FP
535,355703913,1326.1036161780498,0.9894996014595476,2.1061818237885856,0.0060970447918433646,0.8565067993161379,13.12899971,5380.0,0.9406969999999999,11.0,0.3947,0.2049,4.43370008,0.09359651433497493,0.9898744064400044,0.989861569806688,0.010694934981111858,23.689619043681553,20.044663669595867,0.95,508.842,0.6959386470000001,1.14123,KP,HATS-34
536,398733009,1411.5649446595614,0.9524571731959228,0.8182058382684705,0.001860835625176416,0.7713805128368945,15.72200012,31000.0,0.18,27.0,0.1258,0.235,5.59997988,0.2090146012848543,0.9525658481424354,0.9587177799873142,0.6183191497356931,12.724498140716145,14.477853042733765,0.47,2220.36,26.9579277,80.5899,PC,bright stars nearby
537,161477033,1416.3974593178145,0.99932257321799,7.4444511904932735,0.04238115904006445,2.5489321671775165,10.01799965,5465.0,0.8794770000000001,2.0,0.4036,0.2028,4.57025003,0.023735906843954487,0.9993593610172076,,,7.844503037037518,6.995433752380907,0.91,108.15899999999999,0.544067144,1.3377299999999999,FA,event is different from the original 14.50 day;Period could be half because of a data gap
538,335630746,1574.0858013486636,0.9930176529876802,4.63205624238548,0.01565216025385885,2.8131731832426543,8.66499996,6780.0,1.67723,4.0,0.3158,0.2206,4.08246994,0.07739910200816279,0.9932925490650196,0.99329906296597,0.06456709468979258,130.91872400965246,26.142802789305968,1.4280000000000002,161.743,5.153053,0.302656,PC,SIMBAD notes star has high proper motion
539,413376180,1572.1228049350188,0.9795597247456266,1.3546836034937917,0.0053765769105426076,1.6341274974827842,12.66899967,5227.0,0.9314709999999999,16.0,0.4508,0.1887,4.47443008,0.12932879249958046,0.9812271772960428,0.9812846815550602,0.0899219662615091,94.05213820488865,18.602901937800684,0.825,341.925,0.48271897399999997,1.02081,KP,HATS-2 b
540,453260209,1572.7352759674536,0.9994729069988182,4.761713025614211,0.02393290784380442,1.1119607349250384,9.59399986,3751.0,,4.0,0.5624,0.2059,4.75718021,0.020253211064002626,0.9996097604619364,0.9994411654919232,0.7399926766073632,6.2838620161788885,8.181431419301845,0.5589999999999999,,0.04785667,4.02182,PC,Could be high proper motion star
541,437333618,1602.726472801426,0.9855232807679448,4.296816314721067,0.02942101535783115,2.2904790174251914,12.39900017,5715.0,1.1185200000000002,4.0,0.3495,0.2247,4.34342003,0.11067081054316122,0.9865948059822692,0.9853041358781349,1.5330938010318311,46.414293791253776,15.290421261505024,1.03,471.158,1.25021291,0.736054,KP,HATS-25b
542,86396382,1843.0100736733648,0.9848332188373752,1.090971705414816,0.0026908384185970746,2.4545466040809707,11.09669971,6154.0,1.74942,21.0,0.3451,0.21600000000000003,4.02046013,0.11347286745163485,0.9856436458254524,0.9854085309913312,1.2759824966965148,283.33500154196577,26.517366483423228,1.17,427.246,3.954701,0.21852600000000005,KP,WASP-12b
543,423275733,1518.6944887586285,0.9905898566348396,2.0525122477709603,0.009346399806941186,1.9390558871515695,12.27600002,6010.0,1.7094799999999999,10.0,0.354,0.2157,4.13258982,0.089226967863387,0.9908205061124838,0.990897277932601,0.14878346707442253,48.068483705390996,15.246250392759721,1.1,730.933,3.36687946,0.220191,KP,WASP-142
544,1449640,1440.4270610845474,0.9832184680496584,3.5033040701008202,0.022941581210381926,2.8937177797749842,11.88300037,6226.5,1.6688900000000002,6.0,0.3332,0.2167,4.03000021,0.11963097483281865,0.9845019665821142,0.984386082953933,0.29295505487094514,95.55119314304905,16.145318287543517,1.29,674.155,4.23888874,0.27752899999999997,FP,likely EB; hint of secondary.
545,1003831,1518.2087270278955,0.9973408699689128,1.650307732045641,0.003989715900545532,0.5426439308528701,10.63199997,5752.0,1.12196,11.0,0.3862,0.2061,4.47122002,0.04717488995059477,0.9975195313898442,0.997134394996866,1.2698987391884902,24.973403721402196,21.8751520934998,0.977,199.581,1.07602763,0.691766,PC,some odd-even
546,317507345,1790.825739980871,0.9865270067354128,3.938903566404031,0.013271047331835815,1.3041352626408873,9.68708038,7403.0,1.5106700000000002,5.0,0.2438,0.2464,4.30762005,0.10874188286282647,0.9868660246402184,0.9868022813091446,0.1092586603923194,138.30050415058028,27.58071824089365,1.69,260.494,6.1753919999999995,0.49020600000000003,FP,ExoFOP FP; Retired as SB1	
547,384159646,1630.396126918842,0.9975386575047144,8.69994260403202,0.06474020007835257,3.229333782051798,9.7489996,6762.0,1.3738700000000001,2.0,0.2969,0.2312,4.39030981,0.04607502471170091,0.9976798982113464,,,33.13150210676213,4.849938482776391,1.41,206.229,3.39007473,0.543734,PC,Single transit; Rp from 1st event is ~10 Re (DD); CTOI from Planet Hunters
548,29344935,1326.1246837813699,0.9861538233375742,2.7675573162423284,0.014058435154874704,2.165608617584998,13.18000031,5346.0,0.984866,10.0,0.3947,0.2049,4.48823023,0.1074785300413576,0.9871404176701859,0.9868704334181922,0.2696869477060978,37.89050180020088,15.723883211749305,0.93,513.011,0.7218256,0.973535,KP,HATS-14
549,70914192,1438.3211840068989,0.9952499186077742,0.6097695602176971,0.001239203318230131,0.9188347830367782,10.32800007,5409.0,1.01694,41.0,0.3862,0.2061,4.3355999,0.06305094991494538,0.9957629858516548,0.995753257433786,0.05917239527224395,113.00474150702436,23.469048372547576,0.9520000000000001,151.054,0.823204339,0.905217,FP,"V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5"""
550,131419878,1494.097804088398,0.999769303040275,3.1602891552696355,0.019120520217929204,1.8934356700972048,8.76299953,6768.0,1.55798,6.0,0.3158,0.2206,4.20824003,0.014068770434739114,0.9998343107779182,0.999710691491534,1.3703390653009746,6.8785303522240335,10.303103061844993,1.41,151.634,4.35699558,0.372846,FP,neighboring star could be source of signal; needs SG1 to confirm host; TFOP FP
551,274762761,1683.9490050526572,0.9818174620470542,1.0327601343655772,0.0048998376466568025,1.6495973600238212,13.5607996,2972.0,0.156193,20.0,0.1933,0.5347,5.15741014,0.12405889428118788,0.9827782222158836,0.980547700236987,0.8098971188437897,18.754702234135067,14.341211732422082,0.12784,,0.0017147983899999998,33.5492,FP,TFOP FP
552,308307606,1412.7393846097962,0.9914150425112722,9.876262583413448,0.041175625388347285,1.3066963798742781,13.15100002,5522.0,0.819196,3.0,0.3947,0.2049,4.39492989,0.08463029569971252,0.9929807144364672,0.9919058768168371,0.4210971687910055,9.344416195847419,9.423305740854488,0.94,416.217,0.5213713,1.70987,FP,9.9 day eccentric system with separations between events of ~4.72; 5.16; 4.72; 5.16 days
553,184952758,1521.1611022522818,0.999177061602482,6.9638932824753885,0.0755035253624925,2.464912459018545,9.00699997,6215.0,0.970418,3.0,0.371,0.2094,4.54441023,0.02631440288039361,0.9989927116093292,0.9995171758533395,2.7675547914159107,17.150996252158613,5.404704071261368,1.0,84.7306,0.8664202,1.09427,FP,Potential Hot Jupiter on the target; or BEB on 184952876; potentially the period is 2.055d with deep primary eclipse and potential secondary eclipse
554,406672232,1683.5621151784617,0.9997685596967184,1.0211008561090142,0.0033804527425574933,1.0624806285813089,8.53250027,5098.0,0.818229,20.0,0.4244,0.1961,4.54682016,0.01382515730344882,0.9998044980845914,0.9997926172793544,0.1970303480822238,9.476843359918863,16.187377368201698,0.86,46.5539,0.40742167799999995,1.5699,PC,"Shallow transit, possibly stellar variability"
555,9033144,1354.2878676584269,0.995781417552816,4.715568327775718,0.02909283925074302,1.9008918805473416,9.713000300000001,5954.5,1.19908,5.0,0.3345,0.2282,3.9000001,0.05989794447153484,0.9964983130221016,0.9951308989465076,3.9247724242590154,69.87497731070405,16.87738628186067,1.09,157.667,1.62844062,0.6322409999999999,FP,likely EB
556,178155732,1415.6325206517774,0.9996835161501524,5.965676007961365,0.04196830062142132,2.7944727376282668,5.90999985,6308.31005859,1.2845,4.0,0.3174,0.2305,4.0,0.016457265993133803,0.9997971490921891,0.9996398634553268,4.679891667050653,26.878677184964854,8.635865822207942,1.24,31.964000000000002,2.354064,0.585079,CP,second candidate in system; follow-up in progress
557,320417762,1493.8538506163056,0.9998099952253215,3.103532303277273,0.011676807092040777,1.3688764029191702,9.00500011,9372.0,2.74287,7.0,0.1687,0.2447,4.07554007,0.013098516892701985,0.9998757006770224,0.9997593318414296,1.2000856388007728,4.814811112649432,4.533076777436575,2.45,481.966,58.098556499999994,0.118728,PC,low S/N transit
558,224225541,1355.1415014323968,0.9995643297434976,3.8836161093533472,0.0703955028200971,10.429648788218618,9.30700016,5862.0,0.9557559999999999,7.0,0.3495,0.2247,4.517829900000001,0.01919892758759805,0.9995957339289544,0.9996323125809536,0.743110173391284,20.94925708620833,4.625534349281745,1.04,99.523,0.9242786000000001,1.1912200000000002,PC,centroid shift not significant.
559,233390838,1711.6053158871066,0.9906567658089006,6.446555991275842,0.023222457057666013,1.4412292052638334,9.53590965,6666.0,1.6903400000000002,4.0,0.3158,0.2206,4.13041019,0.0895331418795497,0.9908235172287188,0.9906251411518052,0.4823183334867221,107.67528170902531,24.907324283460873,1.4069999999999998,236.56799999999998,5.08284044,0.291319,FP,TFOP FP; EB
560,158561566,1685.28966563217,0.9989809464570284,6.790315431157621,0.06021256498799365,5.658791089950896,11.63599968,6378.0,2.00068,4.0,0.3181,0.3235,4.0,0.02925843346410062,0.999081757801172,0.9991216679451947,0.1277348799550782,8.215376656555895,11.763322248709393,,,,,KP,Kepler-14 b
561,189013224,1450.960601751453,0.9976317561494494,13.080457754295793,inf,2.4147424389798893,9.56700039,6028.0,0.98926,1.0,0.371,0.2094,4.48893023,0.044639884826407565,,0.9977263510645192,,18.184912628763076,12.207590515435882,1.023,113.59,0.9511236999999999,1.0566799999999998,PC,two stars in the same pixel; target could also be 189013222; need SG1
562,9858404,1411.6592817726134,0.9995444733608528,0.7828584611203963,0.0031541011610030645,0.5415849182133748,7.95599985,6329.0,2.19112,28.0,0.3383,0.2164,3.72547007,0.019690837742992427,0.9995615265487962,0.9995109688638034,0.7807968586739985,23.27331100411189,6.626809755267212,1.254,142.401,6.97531462,0.11920499999999999,FP,v-shaped; some odd-even
563,44737596,1413.061514928089,0.9763022735607264,2.7887511125969047,0.011445956820664849,1.2422364063744675,13.7869997,3654.0,0.587106,7.0,0.2125,0.3984,4.0,0.14298814093340265,0.9755191550459926,0.9782751260468396,1.2510311663995135,26.287592881437767,18.197733452191624,0.577439,194.96400000000003,0.05451717,2.85336,PC,
564,220029715,1601.9367253176206,0.995447551985037,3.184738608180408,0.014800770803562013,1.796817813643051,12.33699989,4944.0,0.781959,6.0,0.4508,0.1887,4.50242996,0.06103435374041946,0.9959101121190028,0.9959419308456958,0.045760431174271435,16.291170183794105,15.069399513537595,0.8190000000000001,240.707,0.33473748,1.7129,KP,HATS-7b
565,59003115,1439.078496319581,0.9994044249128676,2.293499466583579,0.013187870268928979,2.4400366168824847,11.22500038,5062.0,0.751207,10.0,0.4244,0.1961,4.61999989,0.022177819678863328,0.999331464898552,0.9996156163595372,1.3081036353160451,7.219435973127247,8.793835199477188,0.8440000000000001,146.905,0.33220914,1.9909599999999998,FP,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).
566,176860064,1766.3516148887657,0.9978164973939933,6.380883127989451,0.03195753244427424,2.2851409044145483,7.11450005,6000.0,,4.0,0.3685,0.5069,4.0,0.041603198483668745,0.9981170893839724,0.998190724601783,0.5449177744717569,83.66249919692706,18.036514105145727,,41.2482,,,FP,No information on the star; V-shaped
567,159951311,1387.5649193148522,0.9889073382973432,5.929263005077322,0.03331898851999515,2.8172406206385023,11.66399956,5310.0,0.846671,4.0,0.4136,0.1999,4.59603977,0.09588421609867276,0.9903648171067444,0.9904230355346221,0.09215457248552532,62.930692635387146,14.849954331386137,0.87,212.472,0.45466342600000004,1.43343,KP,
568,229811538,1578.4132226155907,0.9755840059297743,11.518417009968926,0.10546441898885116,4.364982581164657,12.21399975,5956.0,1.1466,2.0,0.3174,0.2305,4.31259012,0.14455033999290529,0.9789513559592428,0.9784070273578744,0.5448311530189897,76.58206266085283,15.865796469437432,1.21,469.99699999999996,1.80965829,0.802687,FP,Likely EB
569,231081369,1551.1671707605633,0.9957592577844936,7.630756285914138,0.03141498190976577,1.5030558642735716,11.68599987,6142.91992188,1.48728,3.0,0.3381,0.3177,4.16163015,0.059483302426040316,0.9962301018012008,0.9966894771226656,0.5952312782937638,16.075921108793,17.74531060022618,,436.225,,,FP,
570,248092710,1574.9293531821631,0.9995643521711396,5.186846459293992,0.05430537167994709,6.0658627686532025,9.63000011,6354.0,3.4868699999999997,5.0,0.3374,0.2348,4.24471998,0.019225077841326838,0.9995069461716748,0.9997321771969307,2.4025931706322248,12.273277261796832,8.131826610367224,1.24,463.223,17.332345999999998,0.0292493,PC,
571,429358906,1570.9990461754342,0.9952674390753504,12.384577365556185,inf,2.011357365445266,12.19099998,3331.0,0.406516,1.0,0.1529,0.4604,4.9496398,0.06425117037511396,0.9969954210499962,,,4.654972671329514,7.9257365570947576,0.39881700000000003,52.5122,0.0180884916,5.9366400000000015,PC,Low SNR
572,178819686,1572.0832873096078,0.9994439361774884,5.606346869101138,0.02007899128784585,1.4514850705391922,9.47799969,5767.0,0.906761,4.0,0.3862,0.2061,4.34736013,0.021572646587529186,0.9994385629409024,0.9993532274845288,0.5118573127688214,9.749891490859584,9.608904192143509,0.97,95.1274,0.688258,1.30105,CP,
573,231912935,1329.1326312257734,0.9995151068161096,5.270736973039328,0.037434144756262284,0.6450587477545757,10.47500038,5821.0,0.96445,5.0,0.371,0.2094,4.4409399,0.02019914077458617,0.9993673353237044,0.9992397276678664,0.3970844495592346,5.328442395554799,5.120609855753831,1.02,166.485,0.8889668,1.137,PC,A weak detection.
574,257567854,1411.906916723674,0.9887100136270088,3.5318711635765685,0.015682938571920824,2.7346900398923637,11.16399956,6153.0,1.19109,7.0,0.3216,0.2301,4.34151983,0.09821776242819936,0.9895372844987904,0.9893893627763664,0.6138841152125071,111.1299493371311,19.034461642302414,1.17,317.652,1.83203042,0.692389,KP,WASP-22b
575,299799658,1325.4264149542587,0.9995491630783576,4.1149300269873175,0.011922664880379852,1.193487822893252,9.43799973,5394.0,0.887336,7.0,0.4136,0.1999,4.50941992,0.019330316981518787,0.999560531888542,0.9996691657233454,0.8165129262231802,8.581622433249063,13.785253914581153,0.89,82.1733,0.5315466999999999,1.27387,PC,Potential level one candidate
576,77156829,1411.4734448828306,0.9993857015247134,0.8602945124017444,0.0015901925994366573,0.4105308008741627,10.51000023,3450.0,0.33819,26.0,0.1671,0.4201,4.89043999,0.023174790584494044,0.99946934870091,0.9992878890517845,0.949541248811122,8.44629433482469,13.421999618833134,0.320556,19.8782,0.0166065544,8.287460000000001,PC,
577,140068425,1326.396529310759,0.9973051725756746,2.251614805609599,0.03332611162742416,6.0336611696621,9.80599976,6174.0,2.35511,12.0,0.3451,0.21600000000000003,4.27404022,0.04783114733802047,0.997791619388942,0.99742771872355,5.303759602993137,55.788553207124146,6.384095873315049,1.2,337.105,7.53264666,0.0918646,PC,
578,176778112,1411.5321183070205,0.999231951863985,1.339696064640969,0.0035861777424586187,1.0426926762797906,9.57199955,5600.0,0.982925,16.0,0.3785,0.2075,4.43747997,0.025388666726526503,0.9992045299944012,0.9993143132044692,1.0470458887819472,19.83973241737116,16.885019979573492,1.0,109.991,0.8738971999999999,1.05303,FP,follow-up in progress; likely EB
579,140760434,1602.3629883546203,0.9979619178629032,9.950215329686717,0.03148374754549188,1.1360355491995675,10.71700001,6028.83984375,1.9889299999999999,3.0,0.3484,0.3103,3.96199012,0.041182399764768125,0.9981891751939616,0.9979601936918808,0.35476673538215736,11.335309904495793,6.0057528467932215,,254.584,,,FP,possible EB
580,183979262,1326.0974847710522,0.991403824717396,3.4326792162832285,0.009362629923651332,2.469509609842488,8.27299976,6270.0,2.72192,8.0,0.3237,0.2388,3.61332011,0.08559509444683921,0.9925603591701541,0.9922720396789549,1.4109562034987313,212.45840015180931,30.370350608837892,1.34,213.024,12.0181036,0.06644760000000001,PC,700 ppm secondary; likely EB; possibly synchronized with rotation
581,312862941,1790.7753083919886,0.9971010413076996,1.830508755337468,0.027649693903674888,4.551318606658247,12.13119984,3810.0,0.701237,12.0,0.2581,0.3609,4.5687499,0.04975117332751433,0.9975323441732143,0.9974025853098925,0.3834865007329864,20.720564171509665,8.328029181449509,0.664367,126.28299999999999,0.09335214,1.9267,PC,
582,44647437,1423.073370272078,0.9915786329771538,12.308332065935732,0.2804397187219028,6.14124343889282,12.82900047,3978.0,0.672832,2.0,0.33899999999999997,0.2994,4.0,0.08396145743628194,0.9852098482585744,0.9989732565257888,7.550378275919742,18.632595846872693,6.6960987149401445,0.632,165.285,0.10865102,2.0749,PC,
583,169532369,1440.316105204628,0.9925450111890692,3.6018275077314947,0.02385331501863241,2.89204764044184,11.52299976,6945.0,1.80205,6.0,0.3096,0.2225,4.17347002,0.08005734276486316,0.992875767218677,0.9931646800178242,0.8119809259268853,53.747057676301644,14.579750602619647,1.47,631.385,6.33167458,0.251198,FP,
584,204317710,1355.9869669942564,0.9858691928824236,2.8112251994594613,0.012783566270188064,2.2201473249008323,13.68400002,5700.0,1.00957,9.0,0.371,0.2094,4.39703989,0.10904188248390026,0.9860859612864252,0.9872798384586569,0.8902339406154001,29.613152548966198,16.490076833912465,1.01,745.1160000000001,0.9470743,0.9815370000000001,KP,HATS-32
585,201248411,1326.1049519177072,0.993958407082606,0.9809393315944468,0.0017622535536527817,0.5299660499065278,9.82357025,4486.0,0.764401,26.0,0.5037,0.1581,4.49913979,0.06977115086617214,0.9945949516705092,0.9946108495921177,0.06610713758539084,112.0247787105178,31.72489091761117,0.7,61.7856,0.213193789,1.56723,PC,TOI 129.01
586,52204645,1325.8783596890887,0.999227770594078,4.38240411968392,0.0097155105636908,1.1949497261755069,10.77799988,4892.0,0.742779,6.0,0.4508,0.1887,4.50955009,0.025137669987013327,0.9991644094971008,0.9992696364865351,0.2869254089597198,7.215207800468807,11.145081872137109,0.81,113.387,0.2903097,1.9765400000000002,PC,The signal is likely on target; the centroid offset seen in SPOC report is likely caused by the nearby giant 9th mag star;which has a peak in periodogram at 8.60 days; and causes the second bright spot seen in difference image
587,348770361,1627.4620657559176,0.9978336846596698,2.7698101583423185,0.01754794597347087,4.453344535148447,11.41899967,5388.0,0.9849,10.0,0.3928,0.2878,4.42249012,0.042175366340378266,0.9982110862041372,0.9980522055010692,0.8941501531826473,29.184432870227944,14.270328274708517,,333.651,,,PC,Unknown stellar (and candidate) radius. Possible small centroid shift to NW.
588,248075138,1574.8100846460593,0.9829328742322724,4.9841203233248805,0.021430514812020632,2.5800504351129474,11.30099964,5315.0,0.7868069999999999,5.0,0.4036,0.2028,4.51737022,0.11913924457048865,0.9853832366947476,0.9848942605831109,0.7254222589144558,104.01450183152905,19.66847288778029,0.92,177.291,0.445086032,1.8887900000000002,KP,WASP-42 b
589,396740648,1817.2645976393515,0.9959833925852014,3.77050426508718,0.01796561181316192,2.2871499989263047,10.74240017,5058.0,0.81833,6.0,0.4244,0.1961,4.53907013,0.0575944027967251,0.9960484350371374,0.996304274267105,1.0680289395773768,48.58538521694461,16.669293720153867,0.845,124.68,0.3948814570000001,1.54195,PC,
590,51234631,1846.1247134928494,0.9913290230885488,4.127324666572811,0.022169578998805672,4.032361778892959,10.16530037,6304.0,1.6225,6.0,0.3383,0.2164,4.11042023,0.08590952516725713,0.99245294071448,0.9922130031999892,1.3140396778730443,132.7835488540332,18.991943140353282,1.238,272.655,3.74568319,0.28984299999999996,KP,XO-4 B
