rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition,Group Comment
141,236445129,1711.397877574182,0.9868633974226272,0.9689263741810229,0.003158076448110947,1.9385783892449573,11.43729973,6430.0,1.41398,20.0,0.3115,0.2298,4.2511301,0.10615768207895064,0.987222468490312,0.986912308153188,1.242236369450727,156.30012396180462,22.61856613555425,1.3,444.586,3.079104,0.459848,KP,KELT 16b
142,29054413,1790.6877341580964,0.9985184252876104,10.033395027411638,0.023235261295067918,0.8806437220321808,10.42889977,5473.0,0.9490219999999999,2.0,0.3862,0.2061,4.46487999,0.035212988650650624,0.9985186778496502,,,8.207992430722552,9.41681361105193,0.958,140.065,0.7280291,1.1208200000000001,PC,Potential level one; period could be double
143,410245915,1517.3669902654779,0.9992646224285956,4.741075004667144,0.01220632171064917,0.4755560061636367,10.21399975,6547.0,1.50132,5.0,0.31,0.3271,4.21690989,0.024885703159810854,0.9991269170528846,0.99965261232488,1.3079396583696894,4.552461303745662,6.031253770811827,,272.834,,,FP,PC; V-shape in short cadence SPOC data
144,387527558,1765.541111582846,0.9973720341851956,2.6112187295796154,0.005961283482575519,0.6562472776966893,13.03670025,3514.0,0.414101,8.0,0.1604,0.4325,4.81376982,0.04793771695393626,0.9978490584742372,0.997457702046699,0.2673830501893458,4.421706702187545,5.218731284988945,0.40730500000000003,82.1294,0.0235566925,5.73589,FA,Period should be 3.62 days which is P/3 of the period in DV report
145,263003176,1336.556785575025,0.9996652168013362,12.115571320735144,0.10062975874907387,2.5922711240488825,7.42600012,6295.70019531,1.13742,2.0,0.3174,0.2305,4.0,0.016926366464674745,0.9996555082955104,0.9996112708252446,0.3958866125807276,11.82222334916915,7.606346850963041,1.23,57.5846,1.83110273,0.8358770000000001,PC,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.
146,316937670,1325.3433657234752,0.998920832505502,0.624261241420426,0.001206432450295558,0.5830535669345985,11.77999973,3765.0,0.394818,44.0,0.1604,0.4325,4.75168991,0.030719342694202692,0.998738058319353,0.9991488053274408,0.9523272306561616,7.084947754491134,11.952845071806935,0.38561799999999996,50.1632,0.0201276466,6.26566,FP,"TFOP FP; event is on  event is on the dT= 0.24 fainter neighbor ~8"" W TIC 316937669; M dwarf; low MES USP."
147,309257814,1571.6390375376718,0.9859942138865921,1.2392103834966368,0.003982590050761736,1.539492116963436,11.54100037,5237.0,1.10723,18.0,0.4136,0.1999,4.2427000999999995,0.1077414913603904,0.9879727926805985,0.9861308331680156,2.1592825645410088,45.81622750938181,13.581441952264605,0.88,256.345,0.8051002620000001,0.6482829999999999,PC,Likely EB and possibly double the period
148,158324245,1683.5613523050124,0.9920554136653332,1.7625194720868222,0.0070004320707168785,3.0369817758485698,9.56700039,7986.06982422,,16.0,0.1929,0.3691,4.0,0.08333681637783717,0.9929104180558816,0.992773445573664,0.7478151845092751,151.47258496385712,19.783920266670467,,,,,KP, KOI-13 b
149,201186294,1791.5183410706916,0.9985303575658476,0.9890093347443536,0.0026916270659606,0.8400060123026775,11.01360035,3455.0,0.465258,20.0,0.1604,0.4325,4.7679801,0.03584869351238118,0.9985590300114164,0.998642726439426,0.3183899140868909,15.175450145692425,18.874114729536466,0.462696,35.2736,0.0277891085,4.59425,PC,Level one candidate
150,193641523,1599.2139690376168,0.9982507665837344,1.392183583472951,0.0037828900354967,0.88267874376815,10.01399994,4452.0,0.729635,16.0,0.5037,0.1581,4.49909019,0.03754257350203962,0.9985246672133564,0.9983218980824584,0.8304183509950069,19.176520423094047,18.437857729513464,0.7,63.9262,0.19458876600000002,1.8021099999999999,PC,Radius of the planet might be a bit smaller than 4 Re given the GAIA DR2 R = 0.7 R_solar
151,13499636,1711.8906488488974,0.9997093249883408,0.6638004446335769,0.0035777369947231352,0.18321112911163973,10.59539986,5518.0,0.824734,26.0,0.3862,0.2061,4.59176016,0.015597139540350068,0.999294193050052,0.9997051132561772,1.2407899994992853,3.984697193330903,5.925185223510053,0.9690000000000001,138.591,0.5681319,1.7273599999999998,PC,Possible single transit (first event).
152,127530399,1602.8511547594055,0.9805186023304496,7.141346806190298,0.036150438728761884,1.7814050849232783,11.05099964,4775.0,0.789877,2.0,0.4776,0.1729,4.60305023,0.12577189756743615,0.9813207202725492,,,73.87358061667261,17.447129817645376,0.76,122.91,0.2842237,1.5421799999999999,KP,WASP-132b; half the reported period at 7.133521days
153,117979897,1439.869171826546,0.991326252988995,3.311292065141524,0.018935340790632967,3.3690815356408192,12.02000046,5900.0,1.35143,8.0,0.354,0.2157,4.26189995,0.08566459979863775,0.9923944386489534,0.9924917259312528,0.28999366687232875,63.399517274690616,15.07481440413162,1.1179999999999999,516.543,2.17545247,0.45296400000000003,KP,WASP-141b
154,54962195,1544.3880810601188,0.9983851332380262,2.5994508728121763,0.007476263873234856,1.416791727627258,11.67199993,3719.0,0.512361,9.0,0.2315,0.3808,4.76941013,0.03725268669972917,0.998527757932083,0.9984414412694532,0.19955396245568247,10.062862264169436,12.821215279925251,0.510139,64.2308,0.042625423499999995,3.7928,PC,not a 2x period; so it could be a second plane...
155,251848941,1360.2335532927189,0.9987630509198132,6.563762816084031,0.02822599788185665,2.141324014080657,10.35099983,4111.0,0.660806,4.0,0.4834,0.1895,4.55528021,0.031600132541126966,0.9990138322882112,0.9988801962371844,0.599146521513441,13.659022330263033,13.13527637695653,0.68,62.699,0.139444456,2.35661,PC,similar period to candidate 3
156,277683130,1328.0650136230024,0.9968535605225686,6.195007852416532,0.025743859331695432,1.6717187300963277,9.5340004,5722.0,1.11119,5.0,0.3704,0.2985,4.35582018,0.05100415394144234,0.9973950930335111,0.9970970848809301,1.3789136061861094,51.57694296666375,20.337119853158384,,128.488,,,FP,
157,268766053,1386.2343258664544,0.98108507255254,3.308971475746088,0.012265568032346463,1.6105727855505347,11.69200039,4953.0,0.858619,6.0,0.4508,0.1887,4.55653,0.1244096856416962,0.982236243819517,0.9829380272861888,1.3311985612505697,100.353340401245,20.310154076394717,0.818,201.338,0.401996732,1.29227,KP,WASP-53
158,350332997,1598.3282277032174,0.9974579713534784,1.9173758676538235,0.01878748924790841,1.481674771214195,11.70400047,5623.0,2.0926400000000003,12.0,0.3861,0.2114,4.37482977,0.04610103488066758,0.997520992159888,0.9975491937538246,0.06757843413605291,17.159102519072615,10.536465752037094,0.97,586.7040000000002,3.7083480000000004,0.10585,PC,Gaia DR2 Rstar=2.171 R_solar gives Rp=11.8 Rearth
159,270468559,1519.458708704725,0.9927742423412206,4.644544552949774,0.03562969522522464,2.888071124732841,11.51200008,5743.0,1.41374,4.0,0.3599,0.215,4.14093018,0.07810239827010171,0.9930713441943944,0.9931739696086229,0.22243023891143646,47.75405296115529,13.603802673793455,1.0590000000000002,405.23800000000006,2.12192774,0.374786,KP,HAT-P-42
160,348673213,1791.4698244798108,0.997414896701054,0.9012878402804476,0.004197447861058079,2.1895941027176606,12.97399998,3896.0,0.611023,23.0,0.2946,0.3316,4.64192009,0.046780082435453854,0.9977287505740003,0.9974194357022191,0.6397386602989871,13.651342108112614,14.98924838014631,0.5969899999999999,153.986,0.07749713,2.61694,PC,Level one candidate; check neighbors; crowded field
161,279425357,1547.4870275093044,0.995674472667664,9.01309795919475,0.019623178310540727,0.8491931218517415,11.54399967,6083.60986328,1.1584,2.0,0.3381,0.3177,4.3203001,0.06007498422583634,0.9953759305136908,,,14.095938760125973,18.513497183402578,,340.416,,,PC,Stellar and companion radii are 50% larger in GAIA DR2 (R = 1.724 R_solar); period (9 days) is correct and confirmed in multiple sectors. Planet radius is likely closer to 14 Re.
162,62483237,1334.8989269805936,0.9987834122147196,11.050944412953275,0.0445056008503153,1.9491538557638608,9.29500008,4356.0,0.700727,2.0,0.5098,0.1592,4.5349102,0.03126609726842995,0.9991088282391191,0.9988505907568888,1.248417603980657,14.993656520410786,12.68544242961236,0.69,42.4061,0.166562289,2.0054,PC,Level 1 candidate
163,276128561,1601.3602994018795,0.9984516150413344,3.2856528551497703,0.015428903717420672,1.7937268293728292,10.5,5636.0,0.9488850000000001,6.0,0.4136,0.1999,4.37230015,0.03582355733533496,0.9986020371117044,0.9986771249207924,0.29542519599121336,15.980020164140306,15.702276428800685,0.9,142.461,0.616252959,1.05342,PC,Based on Gaia Rstar=0.964 Rsun the Rp=4.3+/-0.2 Re
164,219253008,1390.1950674771122,0.9989233094870804,5.06341759592013,0.048734483891481606,5.481013567834681,9.60000038,5868.0,,4.0,0.3622,0.3078,3.57327008,0.029857391966038392,0.9989733175364904,0.99912499920464,1.82270219252846,32.74049782609879,12.553285807992596,,305.304626,,,PC,
165,121966220,1820.0851421121872,0.990387296269885,6.72151682870531,0.06383515705308973,7.210665379899166,10.80010033,5843.0,2.3529,4.0,0.3704,0.2275,3.7177,0.08978515222353467,0.9914754756778741,0.9917679738317058,1.0960069391079368,100.67725905940641,15.410370165559016,1.054,472.704,5.813611,0.080915,FP,Likely an EB; too large to be a inflated planet
166,47384844,1547.5179427913197,0.9995666493173642,5.223720432192738,0.047398707289406435,5.47713172892709,8.69099998,6070.0,1.38126,5.0,0.3451,0.21600000000000003,4.1344099000000005,0.019180726903198168,0.9995962028462824,0.999570449246018,0.3494239898261975,17.9964764325184,4.904488394641867,1.192,120.666,2.54481244,0.45232,PC,low SNR; could be instrument noise
167,89020549,1326.9071575328924,0.99873314313214,2.1086330800288446,0.008562340501998333,1.6676172752853522,10.80300045,5673.0,0.9408059999999999,12.0,0.4036,0.2028,4.55383015,0.0324592456541567,0.9988561842933672,0.9988360752370764,0.1053210635209446,17.706368149142943,16.43279016326888,0.91,163.678,0.6311159000000001,1.0928,PC,Possible centroid shift toward faint star to the SE
168,240681314,1765.6437657116394,0.991829773497678,2.734056980997845,0.010648269292815371,1.2202136897750395,10.64960003,6695.0,1.61271,6.0,0.3158,0.2206,4.17494011,0.08372444086471392,0.991824813332859,0.9920288370471644,0.5739792255689437,72.58244461909072,18.19873224304432,1.419,370.284,4.70772362,0.338307,KP,WASP-93 b
169,44745077,1416.4331941561875,0.9945106709859196,6.742282122736057,0.018592938393760416,2.7957436553102206,13.04100037,3487.0,0.392552,4.0,0.1604,0.4325,4.87096977,0.06928306976717037,0.9998464620927352,0.9954845913483344,2.537050166938417,5.298406545853294,5.28522993194937,0.38304699999999997,77.5383,0.0209527574,6.33229,FP,v-shaped due to short transit duration
170,143526444,1494.4060012002308,0.999641902189378,3.338851771355852,0.018020909907674687,0.4129275310042956,9.26799965,5370.0,4.15574,6.0,0.3783,0.294,3.32339001,0.017187055710103236,0.999577997055582,0.99976198748604,0.6667376087724455,4.187149610538017,5.4098370247938,,403.772,,,FP,
171,451645081,1573.8800751325266,0.998802894706028,8.118518558908223,0.02450137020368537,1.2503475321230593,9.85900021,4498.93994141,0.668361,2.0,0.5037,0.1581,4.5,0.031057488478916317,0.9988191099190404,,,9.180394340337573,8.710099662313944,0.71,55.3043,0.164876133,2.37807,PC,low SNR
172,382391899,1411.0852616879242,0.9818030934604752,1.956222539030108,0.004756287275732629,1.2882060085656546,11.00800037,5400.0,0.873418,12.0,0.3862,0.2061,4.53925991,0.12340702720957195,0.9826395875492714,0.9825109145344354,0.2363995327624436,175.07888294865575,25.418636666639987,0.9690000000000001,184.84799999999998,0.637185454,1.45431,KP,WASP-50b
173,31858843,1658.5586883558794,0.9832262258665464,2.9764007670504653,0.01042892284066088,3.0805063896557527,10.39099979,5703.0,1.2202600000000001,8.0,0.371,0.2094,4.25824022,0.1188024102520332,0.9856947798293764,0.9856160286504873,0.14235166883410302,159.33111485885186,22.66303123919872,1.025,197.99599999999998,1.45323467,0.56412,KP,WASP-123b
174,323132914,1571.6756495750967,0.9998020892093706,1.6386668196601772,0.002892397305602201,0.18888775273824945,9.37199974,5599.0,0.943356,14.0,0.371,0.2094,4.46138,0.012904601360053723,0.9997192451429362,0.999790015353564,0.27722070832007983,2.8706685561754197,4.1001330530340825,1.01,98.2855,0.8269113000000001,1.20308,PC,Possible scattered light; small potentially level one candidate
175,410214986,1327.0962764828066,0.9974043099152192,5.735739619984901,0.09715690180907588,11.24961699528476,7.77099991,5414.0,0.9519850000000001,5.0,0.3947,0.2049,4.0,0.04653537338660879,0.9973800214125929,0.9980322605895686,3.9245448044953153,58.731223555805855,6.82972055260286,0.94,44.0622,0.7015011,1.08952,CP,The transit was detected with a bunch of false signals due to detrending; But the two transits near epoch 1332.3098 and 1340.4473 looks reasonable;
176,201604954,1653.9770515497705,0.9892057762224664,0.6314448990204715,0.006715942017342158,1.7398220638344062,11.90600014,5670.0,1.11375,43.0,0.3785,0.2075,4.39249992,0.09517905392099177,0.9900262425245744,0.9908891225642186,3.08372063725835,47.17168189781965,7.590922859761758,0.99,353.89099999999996,1.09906948,0.716585,KP,HATS-29b
177,138968089,1683.3755133663162,0.9987356430399827,0.6408984485938192,0.0010374351530176298,0.4857951169897813,11.64589977,5854.64990234,1.47292,29.0,0.3599,0.215,4.1262002,0.03267063124040416,0.9989286714504132,0.998663833422371,0.6076203883980377,7.720681148464326,14.451223924658072,1.058,435.255,2.29643631,0.331094,FP,KOI-272; Kepler PC
