TIC_ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments,Full TOI ID,Group Disposition,Orbital Epoch Value,Orbital Period Error,Orbital Period Value,Public Comment
149577217,PC,,39.0,23,Large odd-even; but only 3 transits available. Need SG1 confirmation.,1850.01,PC,1931.03559,0.00057,7.3914300000000015,Large odd-even; but only 3 transits available. Need SG1 confirmation.
149601557,PC,,30.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",the first two transit got de-trended badly; don't trust odd/even. The transit appears consistently,1033.01,PC,1338.07187,0.00062,29.01628,the first two transit got de-trended badly; don't trust odd/even. The transit appears consistently
149603524,KP,KP,474.380951,"1,2,3,4,6",WASP 62b,102.01,KP,1326.0786449999996,5e-06,4.411943,WASP 62b
149788158,PC,,9.0,8,SG1 to check if signal is real and if it is on the target or neighbor 149788157; period might be double,727.01,PC,1517.9451800000006,0.002,4.72609,SG1 to check if signal is real and if it is on the target or neighbor 149788157; period might be double
149833117,PC,,51.37735,20,star has pulsation pattern,1717.01,PC,1843.547331,0.000117,4.052173000000002,star has pulsation pattern
149990841,PC,,97.0,"1,2,4,5,7,8,9,10,11,12",,167.01,PC,1328.0358199999996,2e-05,4.45319,
150030205,PC,,10.884419,"1,2,3,4,5",follow up in progress,286.02,PC,1344.380542,0.000603,39.361081,part of multi-planet system
150098860,PC,,28.341545,"1,2,4,5,6,7,8,9,10,11,12",,220.01,PC,1335.902884,9.4e-05,10.695237,
150151262,PC,,12.299000000000001,"3,4,6,7,9",,712.02,PC,1429.402097,0.00388,51.705353,two events; but note that the second transit is near a moment dump
150167117,PC,FP,195.0,"1,2,3,4,5,6,7,8,9,11,12,13",,919.01,FP,1344.87595,5e-05,20.02717,
150247134,PC,,9.0,"1,2,3,4,5,6,8,9,10,11,12,13",SG1 to check which host; neighbor in the same pixel 150247131,718.01,PC,1334.32286,0.00231,12.86339,SG1 to check which host; neighbor in the same pixel 150247131
150271680,PC,FP,11.244808,9,,735.01,FP,1543.967327,0.00059,2.593694,
150428135,PC,,15.301817000000002,"1,3,4,5,6",GAIA plx = 32.098 indicating an M dwarf,700.01,PC,1340.0879630000004,0.000225,16.051165,GAIA plx = 32.098 indicating an M dwarf
150428703,PC,,8.853575,"4,5,6,7,9,10,11,12,13",Possibly stellar variability,1225.01,PC,1414.085895,0.000422,13.896181,Possibly stellar variability
150430484,PC,,15.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",,859.01,PC,1327.57523,6e-05,5.15431,
151681127,PC,FP,135.34671,9,Likely large planet based on temperature; need SG1 to check 151681126 (T mag = 15.914),671.01,FP,1552.917674,0.000495,10.197751,Likely large planet based on temperature; need SG1 to check 151681126 (T mag = 15.914)
151825527,PC,,31.974103999999997,9,no GAIA DR2 radius,672.01,PC,1546.479924,0.000191,3.633618,no GAIA DR2 radius
151959065,PC,FP,43.950787,9,GAIA DR2 R = 1.7 Rsolar; transiting object might be slightly bigger,673.01,FP,1551.637263,0.001645,10.541282,GAIA DR2 R = 1.7 Rsolar; transiting object might be slightly bigger
152147232,PC,FP,31.311703,10,,759.01,FP,1572.7222,0.000322,4.213316000000002,
152476657,KP,KP,54.304770999999995,"4,5",,415.01,KP,1411.728957,7.7e-05,3.611175,
153027658,PC,FP,26.0,4,v-shaped; likely offset to W,914.01,FP,1384.9247,0.00027,2.33751,v-shaped; likely offset to W
153065527,PC,,12.478295,"3,4",,406.01,PC,1388.5683800000006,0.001285,13.173838,
153077621,PC,,28.491219,"3,4",,454.01,PC,1396.13833,0.001591,18.082556,
153651591,PC,,17.0,"7,8",need an Rs estimate; there also seems to be a deeper ~14d signal visible in the raw light curve,607.01,PC,1492.55774,0.00029,2.14542,need an Rs estimate; there also seems to be a deeper ~14d signal visible in the raw light curve
153949511,PC,FA,9.520958,15,Single transit,1277.01,FA,1684.965,,,Single transit
153951307,PC,,13.436835999999998,"14,15",Check neighbors,1238.01,PC,1684.294646,0.0008880000000000002,3.293706,Check neighbors
153976959,PC,,7.899822,"14,15",Possibly stellar variability,1435.01,PC,1683.419192,5.400000000000001e-05,0.685999,Possibly stellar variability
154089169,PC,,13.966841,"14,15",Possible odd-even difference; possible L1 candidate,1174.01,PC,1690.0631899999994,0.00026000000000000003,8.95311,Possible odd-even difference; L1 candidate
154383539,PC,,7.581467,"15,16",,1436.01,PC,1711.901741,6.500000000000001e-05,0.867492,L1 critical candidate
154459165,PC,,19.0,"7,8",PC if on 154459165; could be on 154459164; faint GAIA star nearby,611.01,PC,1491.88848,0.00096,3.14905,PC if on 154459165; could be on 154459164; faint GAIA star nearby
154618248,PC,,12.474381,2,The target is two stars separated by <1,245.01,PC,1361.546719,0.000994,8.773772,"The target is two stars separated by <1""; TICOffset and OOTOffset not significant; no other star at the location of the centroid shift indicating signal likely on target"
154716798,PC,,20.427364,14,Small planet candidate,1239.01,PC,1694.0369489999994,0.002439,12.640098,Small planet candidate
154840461,PC,FP,20.553225,14,TFOPWG FP,1153.01,FP,1685.5794,0.0006,6.0361400000000005,TFOPWG FP
154867950,PC,,13.0,"18,19",possibly variability,1652.01,PC,1683.89687,1e-05,0.6664800000000001,possibly variability
154872375,PC,,85.16721,"14,19,20",5.5 sigma odd-even,1135.01,PC,1684.151629,0.00035,8.02802,5.5 sigma odd-even
154927364,PC,FP,126.0,19,large; possibly synchronized,1647.01,FP,1688.9920100000006,0.0003,6.9737800000000005,Radius too large; follow-up suggests a low-mass binary companion
155005217,PC,,42.0,16,Possibly twice the period,1369.01,PC,1741.68632,0.00112,7.60475,Possibly twice the period
155044736,PC,,13.0,"7,8",,1015.01,PC,1493.0806699999994,0.00036,1.37259,
155114483,PC,,54.0,"16,17",Possible secondary; two stars in pixel; >3 sigma centroid offset,1370.01,PC,1740.10211,0.0002,5.26491,Possible secondary; two stars in pixel; >3 sigma centroid offset
155986102,PC,FP,26.0,2,Likely FP; the period is twice as reported; there appear to be a second event in the data.,337.01,FP,1360.61731,0.00112,6.8716800000000005,Likely FP; the period is twice as reported; there appear to be a second event in the data.
155995204,PC,FP,26.0,2,big;,384.01,FP,1357.58381,0.00218,9.30734,big;
156002449,PC,,59.0,2,Big;,324.01,PC,1357.7274,0.00063,5.2852,Big;
156016136,PC,,14.0,2,,371.01,PC,1357.43733,0.00073,3.4805,
156075294,PC,,31.0,2,,299.01,PC,1354.69581,0.0012,5.72144,
156115721,PC,,36.0,"7,8",Two stars within a TESS pixel,1006.01,PC,1493.67736,0.0005,2.50443,Two stars within a TESS pixel
156724719,PC,,53.0,"18,19",Period could be double; need stellar radius; Gaia plx=1.3,1653.01,PC,1818.12763,0.00104,10.95475,Period could be double; need stellar radius; Gaia plx=1.3
156987351,PC,,9.201258000000001,6,check timing of possible pulsations; giant planet or EB; GAIA Rstar=2.3Rsun,476.01,PC,1469.873622,0.000493,3.062959,check timing of possible pulsations; giant planet or EB; GAIA Rstar=2.3Rsun
156991337,PC,,13.0,"6,7",,691.01,PC,1474.38669,0.00143,6.9074100000000005,
157225097,PC,,25.0,23,in-transit centroid offset of ~ 1 pixel but no ephemeris match,1854.01,PC,1931.88185,0.00029,2.52618,in-transit centroid offset of ~ 1 pixel but no ephemeris match
157266693,KP,KP,35.0,10,,1929.01,KP,1574.01906,0.00062,3.85306,
157568289,PC,FP,113.0,"6,7",Either diluted or blended PC: matches 17000 ppm deep eclipse on 157568287 of dT=1.8 mag; need SG1 to check on which target,645.01,FP,1468.73679,6e-05,1.84051,Either diluted or blended PC: matches 17000 ppm deep eclipse on 157568287 of dT=1.8 mag; need SG1 to check on which target
157586003,KP,KP,30.995977000000003,26,WASP-153 b,1626.01,KP,1684.67452,0.0,3.33069,WASP-153b
158002130,PC,,14.07206,14,followup in progress,1180.01,PC,1691.048241,0.00344,9.692137,follow-up in progress; level 1 candidate
158025009,PC,,8.87343,23,TOI 1416 under investigation; potential L1 candidate,1416.01,PC,1928.811754,0.000155,1.069606,TOI 1416 under investigation; potential L1 candidate
158170594,KP,KP,13.631075,26,Kepler-412 b,1240.01,KP,1684.8023039999994,0.000294,1.721151,Kepler-412 b
158276040,PC,,25.0,14,low priority; likely single transit,1192.01,PC,1687.28994,,,low priority; likely single transit
158297421,PC,CP,22.588066,13,,1073.01,CP,1655.9586,0.000458,3.92318,
158324245,KP,KP,145.54425,"14,15",KOI-13 b,1161.01,KP,1683.553818,6e-05,1.763594, KOI-13 b
158561566,KP,KP,12.086262,26,Kepler-14 b,1267.01,KP,1685.28463,0.002588,6.7905419999999985,Kepler-14 b
158588995,PC,,53.596183999999994,9,No GAIA DR2 Radius,674.01,PC,1544.5237960000006,4.4e-05,1.977238,No GAIA DR2 Radius
158623531,KP,KP,137.823349,"2,3",WASP-105,246.01,KP,1355.732521,0.000122,7.872846000000001,WASP-105
158978373,PC,,20.876177,11,,823.01,PC,1609.006746,0.003295,13.539445,
159107668,PC,,12.060833,"14,15",KOI 5.01,1241.01,PC,1685.074153,0.00092,4.779966,KOI 5.01
159418353,PC,,7.309042,"14,19",,1739.01,PC,1685.2278219999994,0.000208,8.303966,L1 candidate
159510109,PC,FP,137.581726,"14,15",False positive; TOI released on secondary of an EB with primary transit visible in multisector data,1141.01,FP,1687.5977329999994,0.00061,16.947643,False positive; TOI released on secondary of an EB with primary transit visible in multisector data 
159742538,KP,KP,71.93542,25,TrES-4 b,,KP,,,,TrES-4 b
159781361,PC,,15.711379999999998,24,,2019.01,PC,1958.287592,0.005577,15.347453,
159873822,PC,,14.0,24,variable star; potential L1 candidate; some odd-even differences in qlp,2048.01,PC,1739.11333,0.00046,13.79022,variable star; potential L1 candidate; some odd-even differences in qlp
159951311,KP,KP,89.092186,"3,4",,265.01,KP,1387.571092,0.000114,5.924426,
160045097,PC,,7.752319,21,multi; small shoulders on ingress and egress; v-shaped,1782.01,PC,1872.622029,0.001102,4.987638,multi; small shoulders on ingress and egress; v-shaped
160074939,PC,,7.757574000000001,2,The transit signal maybe caused by scattered light.,230.01,PC,1366.329788,0.004364,13.340145,The transit signal maybe caused by scattered light.
160148385,KP,KP,75.9552,2,WASP-96,247.01,KP,1354.319952,0.000133,3.425239,WASP-96
160222069,PC,,11.0,3,likely on 160222071 (dmag 4.2) to NE and still could be a planet; possible odd-even,854.01,PC,1386.95004,0.00282,5.85059,likely on 160222071 (dmag 4.2) to NE and still could be a planet; possible odd-even
160268701,PC,FP,40.0,14,,1143.01,FP,1694.07875,0.00096,11.19602,TFOPWG FP Retired as SB1
160440924,PC,,10.0,22,Slight depth aperture correlation,1814.01,PC,1685.50701,0.00088,6.36578,Slight depth aperture correlation
160487753,PC,,9.0,"15,16,19",Marginal,1345.01,PC,1715.45948,0.00488,8.47134,Marginal
160578764,KP,KP,35.0,11,,1930.01,KP,1601.27685,0.00031,2.87829,
160708862,PC,KP,61.0,11,,1337.01,KP,1602.83643,0.0005,3.34287,likely EB
161032923,PC,,8.048016,13,potential L1 candidate,1080.01,PC,1654.060034,0.000675,3.965347,potential L1 candidate
161156159,PC,,17.0,10,,1988.01,PC,1571.95965,0.00044,2.28265,
161450762,PC,FP,24.0,14,Gaia parameters suggest giant star,1155.01,FP,1683.92594,0.00037,1.32003,Gaia parameters suggest giant star
161477033,PC,FA,8.819479,5,Period could be half because of a data gap; based on multi-sector data there are likely transits from two separate planets combined to make this 14-day false target,553.03,FA,1416.393527,0.004790999999999999,40.902171,event is different from the original 14.50 day signal in TOI 553.01 although the second transit is the same as the second transit of TOI 553.01.
162130054,PC,FP,148.0,16,Possible secondary,1371.01,FP,1716.37251,9e-05,5.01036,Possible secondary
162246865,PC,,12.0,10,Minor centroid offset,1984.01,PC,1571.9434,0.00019,0.5643699999999999,Minor centroid offset
162362398,PC,FP,94.265549,10,Likely EB; large radius.,760.01,FP,1578.660716,0.001094,12.352053,Likely EB; large radius.
162689341,KP,KP,29.26405,23,WASP-92 b,1838.01,KP,1930.001458,0.000129,2.174693,WASP-92 b
162695785,PC,,116.0,11,possible Jupiter,1970.01,PC,1601.7704,0.00012,2.56035,possible Jupiter
162922904,KP,KP,19.0,10,,1931.01,KP,1575.34358,0.00145,3.81721,
163539739,PC,,14.212948,15,v-shaped,1278.01,PC,1711.959772,0.002193,14.476217000000002,v-shaped
164150539,PC,FP,13.0,16,Minor depth-aperture correlation,1372.01,FP,1741.7322399999994,0.00088,6.16027,Minor depth-aperture correlation
164173105,PC,,34.392918,16,Likely EB,1417.01,PC,1739.2866370000006,9.9e-05,3.072641,Likely EB
164767175,PC,,9.309046,3,period ambiguous for .01 and .02; unclear which transits are attributed to which candidates; will not be observed again in nominal mission,266.01,PC,1393.078739,0.004925,10.767807,period ambiguous for .01 and .02; unclear which transits are attributed to which candidates; will not be observed again in nominal mission
165317334,PC,,9.386586999999999,10,,761.01,PC,1576.382627,0.004518,10.563348,
165523947,PC,FP,11.0,15,,1317.01,FP,1711.85776,0.00173,2.99041,
165551882,PC,,7.327591,18,Marginal level one candidate; possible instrument noise,1633.01,PC,1798.1042170000005,0.005804999999999999,12.15828,Marginal level one candidate; possible instrument noise
165763244,PC,,8.914992,22,Possibly instrument noise,1805.01,PC,1901.50085,0.006084,24.073068,Possibly instrument noise
165987272,KP,KP,71.03987,23,KELT-6 b,1840.01,KP,1929.001787,0.000538,7.844963000000001,KELT-6 b
166184426,PC,,13.0,11,two stars in the same pixel,1955.01,PC,1600.45092,0.00125,16.3152,two stars in the same pixel
166648874,PC,,8.847484,22,The even transit has a ramp shape. Has a transit-like single transit st ~1905.,1806.01,PC,1909.546801,0.006087,15.145469,The even transit has a ramp shape. Has a transit-like single transit st ~1905.
166697854,PC,FP,17.0,2,two stars in the same pixel; Gaia radius of 166697854 is 1.6 Rsun; second star is 4 as away and dmag 4,300.01,FP,1354.42965,0.00046,2.75753,two stars in the same pixel; Gaia radius of 166697854 is 1.6 Rsun; second star is 4 as away and dmag 4
166739520,KP,KP,162.08876,"2,3",WASP-117,190.01,KP,1357.571578,0.000175,10.020817,WASP-117
166833457,KP,KP,78.312546,4,WASP-98b,404.01,KP,1413.166675,0.000103,2.962482,WASP-98b
166836920,KP,KP,137.024765,3,WASP-99,267.01,KP,1387.960271,0.000221,5.75244,WASP-99
167009792,PC,,10.0,"1,2,3,4,5,7,8,10,11",possibly NEB or stellar variability,1941.01,PC,1326.50565,4e-05,1.13311,possibly NEB or stellar variability
167031605,PC,FP,15.0,6,Large planet on top of variability,884.01,FP,1468.69741,0.00061,2.7809,Large planet on top of variability
167092385,PC,,9.0,15,,1318.01,PC,1712.03961,0.00217,4.99024,
167098530,PC,FP,19.0,15,Potential L1 candidate,1319.01,FP,1712.7966199999994,0.00041,1.78411,Potential L1 candidate
167303382,PC,,9.354317,"1,2,3,5,6,7,8,9,10,11,12,13",low S/N transit; Gaia DR2 shows two stars with the TESS PSF (the 4,802.01,PC,1327.400023,6.6e-05,3.693839,"low S/N transit; Gaia DR2 shows two stars with the TESS PSF (the 4"" DR2 companion is too faint to cause the signal)."
167342439,PC,,8.542225,"1,2,3,4,5,6",only two transits,707.01,PC,1345.517315,0.008226,52.80913,only two transits
167403519,PC,,35.0,15,,1320.01,PC,1713.0154100000002,0.0007700000000000001,3.97122,
167415965,PC,,25.924818,"1,2,3,4,5,6,7,9,10,11,12,13",follow up in progress,214.02,PC,1332.494505,0.000146,9.695722,possibly has TTVs
167418898,PC,FP,46.0,"1,2,3,4,5,6,7,8,9,11,12,13",likely large planet on 167418903; this TIC ID is for a NPC (nearby Planet Candidate),383.01,FP,1335.77147,6e-05,10.98036,likely large planet on 167418903; this TIC ID is for a NPC (nearby Planet Candidate)
167418903,PC,,37.0,"1,2,3,4,5,6,7,8,9,11,12,13",matches with 167418898 but this is likely the source,746.01,PC,1335.77268,0.00011,10.98016,matches with 167418898 but this is likely the source
167600516,PC,,10.927932,"1,2,3,4,5,6,7,8",single transit (i.e. the first transit),713.01,PC,1346.70682,0.001307,36.000166,single transit (i.e. the first transit)
167714792,PC,,17.0,"5,6",Possible EB,945.01,PC,1438.10347,0.00027,0.92951,Possible EB
167754523,PC,FP,10.0,4,centroid offset on 167754526,409.01,FP,1326.31473,0.00019,1.69992,centroid offset on 167754526
168699373,KP,KP,62.931309999999996,23,HAT-P-44 b,1841.01,KP,1931.432466,0.000224,4.30138,HAT-P-44 b
169177766,PC,FP,13.0,14,Could be on neighbor,1177.01,FP,1684.33812,0.0011,1.69127,Could be on neighbor
169226822,KP,KP,160.821152,9,WASP-127 b,675.01,KP,1543.941968,0.000113,4.178161,WASP-127 b
169532369,PC,FP,68.0,5,,425.01,FP,1440.31143,0.00032,3.60364,
169765334,PC,,9.0,2,,329.01,PC,1354.94883,0.00449,5.7018,
169904935,PC,FP,73.0,7,,1005.01,FP,1492.5552,0.00033,4.55072,
170102285,KP,KP,123.08949299999999,6,WASP-23,477.01,KP,1470.661164,9.9e-05,2.944405,WASP-23
170634116,KP,KP,246.08461,"4,5",WASP-79b,413.01,KP,1412.892344,2.8000000000000013e-05,3.662355,WASP-79b
170849515,PC,,16.086195,5,possible hot Jupiter.,555.01,PC,1438.148808,0.00022,1.941285,possible hot Jupiter.
172193428,PC,,18.126085,7,,502.01,PC,1493.776367,0.000381,2.941821,
172370679,PC,CP,29.524157000000002,"14,15",single transit; size (~11 R_J) consistent with planetary nature; crowded field; CTOI from Planet Hunters,1899.01,CP,1711.9593100000006,,,single transit; size (~11 R_J) consistent with planetary nature; crowded field; CTOI from Planet Hunters
172464366,PC,FP,79.508011,6,centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter.,478.01,FP,1470.046418,0.000125,2.921685,centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter.
172518755,PC,,42.0,21,v-shaped; large; some centroid offset,1789.01,PC,1873.65344,0.00027,3.20875,v-shaped; large; some centroid offset
172598832,KP,KP,21.0,"6,7",,1933.01,KP,1470.76421,0.00059,3.26445,
173612049,PC,,11.0,"16,17",,1537.01,PC,1739.07393,0.00139,6.49052,
173640199,PC,,40.0,"7,8",likely large planet,618.01,PC,1497.91582,0.00078,7.7647,likely large planet
174041208,PC,,8.218374,"16,17",period could be 2x,1740.01,PC,1741.058614,0.003716,19.428419,period could be 2x
174143743,PC,FP,10.0,"7,8",Could be EB; V-shape in SPOC data,726.01,FP,1492.31313,9e-05,0.46132,Could be EB; V-shape in SPOC data
174302697,PC,,35.010220000000004,"16,17",Single transit; Rp based on first event is ~14 Re (DD); CTOI from Planet Hunters,1896.01,PC,1743.727014,,,Single transit; Rp based on first event is ~14 Re (DD); CTOI from Planet Hunters
174599051,PC,,16.0,"7,8",v-shaped; star is evolved,970.01,PC,1496.14662,0.00406,4.99682,v-shaped; star is evolved
175176327,PC,FP,39.0,"7,8",,602.01,FP,1502.78755,0.0009,11.09743,
175180796,PC,FP,29.0,"7,8",likely BEB on 175180784 (evolved star according to Gaia),816.01,FP,1493.44312,0.00022,1.55747,likely BEB on 175180784 (evolved star according to Gaia)
175310067,PC,,38.0,"7,8",,1016.01,PC,1502.26383,0.00065,12.70907,
175476629,PC,FP,16.0,2,There is some centroid offset but there is no star there.,321.01,FP,1354.27156,0.00053,1.14057,There is some centroid offset but there is no star there.
175477257,PC,,50.0,2,,310.01,PC,1356.58788,0.00043,4.26938,
175482273,PC,,73.0,2,PC (star radius 1.70); Simbad says it's a known double. Gaia did not have a second star at the same coordinate.,369.01,PC,1354.34549,0.00032,5.46349,PC (star radius 1.70); Simbad says it's a known double. Gaia did not have a second star at the same coordinate.
175532955,PC,,11.0,"3,4",,929.01,PC,1388.44272,0.00117,5.82947,
176685457,KP,KP,22.0,8,,1935.01,KP,1518.94088,0.00096,4.43526,
176778112,PC,FP,15.566831,4,follow-up in progress; likely EB,408.01,FP,1411.537711,0.000168,1.339129,follow-up in progress; likely EB
176796997,PC,,16.0,4,,926.01,PC,1412.28643,0.00027,1.80001,
176831592,PC,,26.012814000000002,4,some odd-even,463.01,PC,1411.535068,9.7e-05,1.266876,some odd-even
176860064,PC,FP,35.813244,17,No information on the star; V-shaped,1457.01,FP,1766.3593649999998,0.0007,6.375556,No information on the star; V-shaped
176899385,KP,KP,176.0,"16,17",HAT-P-6 b,1373.01,KP,1740.18871,5e-05,3.85288,HAT-P-6 b
176957796,PC,FA,8.547472,1,,137.01,FA,1327.369003,0.001436,4.819018,
176984236,PC,FP,76.0,4,possible EB on 176984248; small possible secondary eclipse,405.01,FP,1326.54565,2e-05,1.75617,possible EB on 176984248; small possible secondary eclipse
177077336,PC,,8.927436,"2,3,4,5,6",needs SG1 to check if on target or neighbors,723.01,PC,1355.35125,4.2e-05,1.418067,needs SG1 to check if on target or neighbors
177115354,PC,,7.925505,"5,6,7,8,10,13",Low SNR,1226.01,PC,1438.45498,8.9e-05,3.928681,Low SNR
177126182,PC,,19.0,7,Potentially Jupiter-sized planet around 2.31 Rsun star (stellar radius from Exo-FOP); centroid shift in X direction; potential blend (BEB or diluted planet); needs SG1 follow-up,982.01,PC,1497.37581,0.0029,6.30607,Potentially Jupiter-sized planet around 2.31 Rsun star (stellar radius from Exo-FOP); centroid shift in X direction; potential blend (BEB or diluted planet); needs SG1 follow-up
177162886,PC,,33.229832,12,Large; only two transits,899.01,PC,1326.48307,0.001867,12.84577,Large; only two transits
177244357,PC,,10.0,17,Low priority; other very long transit-like features in the raw light curve; period could be double,1538.01,PC,1768.84707,0.00492,6.54692,Low priority; other very long transit-like features in the raw light curve; period could be double
177258735,PC,,10.466955,"1,2,3,4,6,7,8,9,10,11,12,13",low S/N; possible odd even in the modshift tests and a crowded field point to a possible NEB.,801.01,PC,1325.629589,1e-05,0.7756970000000001,low S/N; possible odd even in the modshift tests and a crowded field point to a possible NEB.
177722855,PC,,16.0,7,shoulders on ingress and egress,971.01,PC,1492.2665,0.00116,2.38933,shoulders on ingress and egress
178155732,PC,CP,13.0,4,HR 858 c; follow-up in progress,396.01,CP,1415.634283,0.000771,5.9718800000000005,follow-up in progress
178284730,KP,KP,231.78099100000003,"4,5",WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02,418.01,KP,1412.697299,1e-05,2.235982,WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02
178289267,KP,KP,173.0,"4,5",,1936.01,KP,1413.1629300000006,8e-05,2.35069,
178367144,PC,KP,173.0,7,could be on TIC 178367145,966.01,KP,1492.88976,0.00011,3.4093,could be on TIC 178367145
178709444,PC,,26.442852000000002,10,Likely EB,762.01,PC,1572.678818,0.00024700000000000004,3.471635,Likely EB
178819686,PC,CP,9.511419,10,,763.01,CP,1572.102845,0.001087,5.604813,
178879588,KP,KP,30.0,5,,1900.01,KP,1439.38832,0.00053,3.05548,
179034327,PC,,12.197445,"4,5",,444.01,PC,1417.604138,0.001435,17.96347,
179155220,PC,FP,129.0,7,short period and V-shaped,964.01,FP,1491.88882,2e-05,0.6027399999999999,short period and V-shaped
179159972,PC,FP,21.0,7,check TIC 179159990,965.01,FP,1491.95227,0.00035,1.37101,check TIC 179159990
179308757,PC,,10.889663,"2,3,4,5,6,7,8,9",very crowded field; possible odd-even,800.01,PC,1354.965577,2e-05,0.965923,very crowded field; possible odd-even
179317684,PC,CP,198.0,"1,2,3,4,5,6,8,9,10,11,12,13",,163.01,CP,1328.8822,1e-05,4.23115,
179319057,PC,,10.0,11,,1961.01,PC,1601.46973,0.00231,6.700360000000001,
179985715,PC,,8.842849000000003,2,centroid offset not significant.,249.01,PC,1359.540377,0.002144,6.6131470000000006,centroid offset not significant.
180145006,PC,,26.0,"2,3",,312.01,PC,1357.54604,0.00035,3.54112,
180285396,PC,,24.0,"2,3",V-shaped3,292.01,PC,1363.14559,0.00105,10.36652,V-shaped3
180652891,PC,FP,34.0,23,V-shaped; grazing,1857.01,FP,1929.13045,4e-05,0.77612,V-shaped; grazing
180695581,PC,,10.166403,22,active star,1807.01,PC,1899.346311,4.3e-05,0.549343,active star
180987952,PC,,21.0,"8,9",,581.01,PC,1518.60799,0.0003,1.38846,
181159386,PC,FP,75.774712,10,Possible EB,764.01,FP,1574.583311,0.00039,5.631942,Possible EB
181304295,PC,,26.0,8,likely large planet radius,605.01,PC,1521.08379,0.00059,3.3838699999999995,likely large planet radius
181804752,PC,,17.659561,9,,736.01,PC,1546.508996,0.0004440000000000001,4.9900699999999985,
182943944,PC,FP,56.0,8,possibly off target to N,1017.01,FP,1518.96536,0.00013000000000000002,1.10422,possibly off target to N
183120439,PC,,53.0,"1,13",,169.01,PC,1327.43797,0.00014,2.25596,
183532609,KP,KP,86.546089,2,WASP-8,191.01,KP,1358.920239,0.0005009999999999999,8.159165,WASP-8
183537452,KP,KP,171.82695,2,WASP-29,192.01,KP,1356.414736,7.4e-05,3.922743,WASP-29
183593642,PC,,21.0,"2,3",potential odd/even difference,355.01,PC,1355.08121,0.00014,1.03742,potential odd/even difference
183675732,PC,,22.0,2,,374.01,PC,1356.62212,0.0015,5.4823,
183979262,PC,,296.10778799999997,"1,2",700 ppm secondary; likely EB; possibly synchronized with rotation,183.01,PC,1326.104287,1.5e-05,3.4307760000000003,700 ppm secondary; likely EB; possibly synchronized with rotation
183985250,PC,,35.477856,2,Tdur is short for Rstar,193.01,PC,1354.2148630000004,1.5e-05,0.792072,Tdur is short for Rstar
184240683,KP,KP,121.838249,2,WASP-5,250.01,KP,1355.508203,3.4e-05,1.628393,WASP-5
184679932,PC,FP,219.955109,18,possibly inflated hot Jupiter; synchronized; possible secondary,1645.01,FP,1791.4255460000006,1.9e-05,2.172142,possibly inflated hot Jupiter; synchronized; possible secondary
184952758,PC,FP,9.0,8,Potential Hot Jupiter on the target; or BEB on 184952876; potentially the period is 2.055d with deep primary eclipse and potential secondary eclipse,719.01,FP,1519.89245,0.00372,4.10553,Potential Hot Jupiter on the target; or BEB on 184952876; potentially the period is 2.055d with deep primary eclipse and potential secondary eclipse
185405474,PC,FP,43.0,"14,15",1-sigma centroid offset; possible secondary,1303.01,FP,1684.13635,0.00012,1.56029,1-sigma centroid offset; possible secondary
186000935,PC,,24.0,"14,15",,1304.01,PC,1689.3485899999994,0.0016300000000000002,8.876339999999997,
186547153,PC,FP,52.0,8,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re,608.01,FP,1518.54956,0.00014,1.1905,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re
186599508,PC,,11.390572,18,check neighbors,1592.01,PC,1794.89641,0.001207,5.631807,check neighbors
186812530,PC,PC,52.764706000000004,7,slightly V-shaped; hot star; 12 Re,503.01,PC,1492.053368,0.00015800000000000002,3.677469,slightly V-shaped; hot star; 12 Re
187029841,PC,FP,31.0,18,a/Rs only slightly bigger than 1; short period,1600.01,FP,1791.8009600000007,5e-05,0.36113,a/Rs only slightly bigger than 1; short period
188570092,PC,,72.0,2,,294.01,PC,1358.78126,0.00054,7.328289999999999,
188589164,PC,,11.047005,25,low SNR; potential L1,2013.01,PC,1956.405771,0.000392,2.614418,low SNR; potential L1
188593930,PC,FP,15.0,2,,320.01,FP,1354.27607,0.00029,1.4650299999999998,
188768068,PC,,11.0,25,Small planet candidate in a system with RV planets,1462.01,PC,1766.0490309999998,0.000674,2.178256,Small planet candidate in a system with RV planets
188989177,PC,,101.0,5,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt,433.01,PC,1438.29916,4e-05,1.17409,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt
189013222,PC,FP,17.0,5,May also be on 189013224 in same pixel; v-shaped,949.01,FP,1438.5294199999994,0.00059,1.32076,May also be on 189013224 in same pixel; v-shaped
189013224,PC,,12.0,5,two stars in the same pixel; target could also be 189013222; need SG1,426.01,PC,1438.52905,0.00061,1.3208,two stars in the same pixel; target could also be 189013222; need SG1
