rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
5013,260640910,1386.0157238004715,0.9998317512741959,4.279581709565158,0.06932680699133131,7.057055024747305,5.72200012,10568.0,4.6654,5.0,0.146,0.3026,4.0,0.012311591167547457,0.9998456092898302,0.9998308945072972,1.0886078754515072,26.86641492259007,5.067889862180988,2.73,193.093,244.592728,0.0268841,J
5014,179050471,1411.846564635833,0.9961658377754248,2.78876048269787,0.032461315303403904,6.906733540181541,10.70600033,5133.0,0.784894,8.0,0.4136,0.1999,4.51027012,0.056372134556282275,0.9964597357189412,0.9966194700930144,0.9647339992835724,49.811723424373675,8.830540248264654,0.8809999999999999,128.015,0.4023935,1.82198,J
5015,219338557,1327.2892323961337,0.9991501791394723,8.196939913233185,0.02988270485109368,2.090355530267144,9.88300037,4028.0,0.650533,4.0,0.4834,0.1895,4.55902004,0.026192483979625973,0.9993410146615664,0.9992007799626488,0.8360767466293368,11.669023946062653,14.674456085987124,0.67,48.6326,0.12806043,2.4336900000000004,PC
5016,141412532,1438.0789479837824,0.9996289908896182,5.207709036204041,0.056216225431507734,5.963891021719282,9.69099998,6847.0,1.7705099999999998,6.0,0.2961,0.2276,4.06148005,0.017897399222604762,0.999633742537046,0.9996655930425354,0.361927694350857,12.457181494259903,4.459720872948414,1.57,287.279,7.136359,0.282881,J
5017,237922333,1415.7065383810943,0.9996441651526828,5.51684188999179,0.04258761249881848,0.5516204865694672,8.588000300000001,4112.0,21.3002,4.0,0.4951,0.2532,4.0,0.01679565437223436,0.9998978003838206,0.9991342945533211,2.510513098073578,6.2184673565837505,3.7609492375477767,,932.068,,,J
5018,219176881,1411.5764195855784,0.8743470911592364,0.6955996541399428,0.002395933689134655,1.6875939371730249,10.73400021,6556.0,1.9453799999999999,32.0,0.3158,0.2206,4.0,0.3283382514345237,0.8706977782815556,0.8884208310982747,10.014830045638641,54.108330317092026,11.922508472484148,1.43,447.962,6.94486046,0.194233,J
5019,220523550,1391.7432389289254,0.9728251642446636,6.743967897187893,0.04754383322788058,5.502431626716846,11.06400013,6352.79980469,1.42566,3.0,0.3332,0.2167,4.36000013,0.1522338754879483,0.9644007593097054,0.9990928768861416,52.83779713510325,111.95581280821388,15.001618283503804,1.26,389.304,2.98254418,0.434834,EB
5020,306470000,1386.1250405295486,0.9994414275799118,1.5489747704953212,0.010002299172623408,0.20703554432588167,10.35200024,5573.0,0.7759,12.0,0.3947,0.2049,4.66369009,0.02158721057800711,0.9989899429121408,0.9996238808801344,1.2241838210925575,4.604601797315048,5.233315850913802,0.95,114.071,0.4704849720000001,2.03379,J
5021,389865251,1412.1896694990241,0.999709356749652,1.6987783809852977,0.028525769420761907,4.191996338697498,5.26800013,13213.0,,12.0,0.0697,0.5636,4.0,0.016018412827601268,0.9997500779592642,0.9996594027473358,3.6930632729273793,50.915861446805074,5.5684099548246095,,173.09099999999995,,,IS
5022,167344196,1386.589525429407,0.9994351250465384,0.7586417215667735,0.001291839717448784,0.4757675742543485,8.58899975,7062.0,2.21727,24.0,0.2653,0.3476,3.94045997,0.021958963760613126,0.9995172873890558,0.9993834448587456,1.1414069768845847,12.916713261478627,6.2120815098759286,,207.292343,,,J
5023,300871545,1390.0056980855786,0.978378231149548,4.812374470366047,0.020210895525687,2.328104434735471,10.02499962,6380.0,1.44956,4.0,0.2969,0.2312,4.2485199,0.13656052003970556,0.9804242196849954,0.9807814611861788,0.4256751338234077,145.65909602997363,24.355355899057738,1.41,247.441,3.75588346,0.462925,EB
5024,350716058,1411.0984579619226,0.9995427285440156,0.7866667954109471,0.0024686937407179532,1.886875418808972,11.02600002,5216.87011719,0.878373,28.0,0.4136,0.1999,4.55365992,0.01946777347080837,0.9995664079440878,0.9996110319945006,0.3438423859620872,8.649453076802475,8.075666577829601,0.89,159.734,0.5148646,1.3132700000000002,J
5025,47526465,1355.0001120311742,0.999901339053563,1.33518860753362,0.0033784538907911665,0.5681775196550279,7.39099979,5394.87011719,0.961694,19.0,0.3947,0.2049,0.0453278,0.00907255108904028,0.9999061850720976,0.9999143891793788,0.17575123648351595,5.419016867178984,5.289138995888603,0.94,36.6625,0.705817044,1.05686,J
5026,9056201,1354.3008829550188,0.9988721776985302,0.6470601516438587,0.0010295129954499551,0.5689704762973977,7.375,7212.0,2.0036,40.0,0.2683,0.2357,4.08581018,0.03134729293307915,0.99892885216297,0.9989613546299252,0.6956278353813098,30.484222626897946,15.143844130497644,1.694,124.096,10.9217672,0.210611,V
5027,167555039,1438.8940269872626,0.9980818589276684,1.6399427824914072,0.003707378256726068,0.7861826067590989,9.77400017,7409.0,4.95595,15.0,0.2217,0.2718,4.13767004,0.04110351148636506,0.9981756777686912,0.9982778624544012,0.4744785525717694,19.648186270410406,8.624122019129606,1.86,921.35,82.49785,0.0152803,J
5028,55404385,1326.7912675914047,0.9179899551022538,2.9537631085805103,0.00957016068460992,1.9955709545283529,6.61499977,6562.0,1.6876200000000001,8.0,0.3215,0.2192,4.0,0.2650003800864069,0.9203256634281172,0.9208112787127845,0.2135263040626525,207.45352172364724,21.004722861525316,1.36,61.8944,4.75763035,0.282952,EB
5029,306740183,1386.0751140533441,0.9992034812647425,0.6394811683386982,0.004111518305977835,1.677734682852292,10.86800003,5428.0,0.802914,30.0,0.4136,0.1999,4.55895996,0.025693734705056013,0.9992860672379926,0.9993098982752108,0.1854801937638688,15.449915785800359,8.818249730539655,0.89,137.645,0.426955968,1.7194200000000002,J
