rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
5084,391891749,1387.1089251517237,0.9970398622423736,5.3088624148459145,0.1497886983142691,12.94408026589976,8.49300003,6568.0,3.68985,4.0,0.3309,0.2359,4.21414995,0.05017222153200095,0.9975863627563264,0.9971961238704828,8.623707419712732,53.53603518948871,7.0466916914743924,1.29,294.507,20.6566353,0.0256782,IS
5085,389570172,1386.4057423727525,0.9997056768486698,0.823180953137835,0.0072023871162995015,2.147515874664544,9.40799999,7151.0,1.34565,24.0,0.2448,0.2339,4.25107002,0.016088277865128838,0.9996843387986936,0.9997851737887627,1.7041419552713302,12.488902421239965,5.816816157214505,1.85,208.416,6.00767231,0.7592399999999999,J
5086,41227922,1412.6196853168574,0.9997705816653104,4.426473190833612,0.04247729679160228,4.824738941912791,8.71500015,7957.0,1.6911200000000002,6.0,0.2093,0.2355,4.19203997,0.014297129522026884,0.9998301557700472,0.9997439125205944,1.538285072524049,10.72597264004176,6.214963994923294,2.06,217.768,12.45947,0.4259350000000001,J
5087,41259805,1387.4438719813513,0.9914873949235936,1.7212084754063424,0.03453740334398025,4.888330275464152,8.85200024,8034.0,1.7984,10.0,0.2042,0.2456,4.2226099999999995,0.08709036182654306,0.992806490965652,0.9913161372202268,7.814440385889455,57.31828965879838,6.152953357658262,2.07,242.979,14.2260857,0.355885,J
5088,153742549,1439.2265753632682,0.9099375104847148,3.0348144118513813,0.008427762367198222,3.630673863176919,9.61800003,5651.0,2.54468,8.0,0.3741,0.2255,4.36940002,0.2746758972105969,0.9244845122007694,0.909051759705068,8.358623898712375,313.3362259580915,31.686341878515567,1.02,300.485,6.27141666,0.0619016,EB
5089,410487677,1410.9580229651099,0.999735308752698,0.8982416161110585,0.0033682714150203297,0.1350462817422728,8.45800018,6090.0,1.96819,24.0,0.3332,0.2167,3.87227011,0.01502441703427576,0.9995341389408721,0.9996591253192149,0.8025542790402939,7.375934823137988,7.775189468465861,1.29,157.651,5.928852,0.169194,V
5090,167602316,1386.141605879045,0.9987645417804608,0.696078149321861,0.0030690724023444416,1.4760862602040383,3.04299998,7510.54003906,,27.0,0.2188,0.3618,4.0,0.03272390567698049,0.9988293747822564,0.998870112398155,0.6318836667339515,34.621872787691586,8.757607477072654,,30.339805600000005,,,J
5091,150032882,1328.7575123012869,0.9995978598957768,4.021063979744832,0.02312285680473125,2.1123558759367382,8.63000011,5038.0,11.6337,7.0,0.4152,0.2817,2.0994699,0.018099818670510737,0.9997298642552032,0.999461470123006,3.2082958517287863,13.351739484880287,8.067803072942963,,676.945,,,J
5092,177313167,1411.3111872245447,0.9932225866238568,0.8983168039084233,0.004636625846296928,2.1626082861663503,12.85599995,3141.0,0.243917,26.0,0.1533,0.4776,4.0,0.07675679414801932,0.9937753527176391,0.9931005286176134,1.1807579773251111,27.70142283525593,9.593479324793536,0.214306,34.3937,0.005599501999999999,14.7675,J
5093,300740141,1388.9416514218674,0.9955780532477844,5.88925550149354,0.03311932376732018,2.322821061926983,13.23900032,3422.0,0.393735,3.0,0.1555,0.4459,4.90184021,0.06216203157413399,0.9984103815193806,0.9908849142784122,2.3365429839319707,5.663639659045183,5.003845724601996,0.38439,81.8135,0.0194450784,6.29738,J
5094,349907707,1354.642457961998,0.952580868138809,5.1311939142886285,0.02037199009369539,4.4853628816585775,8.13300037,7449.0,5.17935,6.0,0.1692,0.4017,4.0,0.20388717945499432,0.95857902983827,0.9561898743487242,2.0443718309545664,189.99921597990746,24.866819478954035,,556.842,,,EB
5095,260540380,1438.5566704659284,0.999604645855516,0.6425421689947192,0.0005314540323040906,0.4485112325073132,9.69900036,8561.0,2.15599,39.0,0.2147,0.2467,4.24566984,0.018729770997972413,0.9996143740475256,0.9996362563459268,0.20192461503282247,9.304725522066681,13.492047102881386,2.02,410.422,19.2313766,0.201563,J
5096,300243913,1389.780576083528,0.9993561204424882,5.297374712927474,0.028672766039758987,3.0860354542257715,10.8739996,4342.79980469,,4.0,0.512,0.2422,4.60602999,0.022538844429670118,0.9997313738272858,0.9991445437176694,2.022881218738073,6.35288990469512,3.993492681587533,,87.9825,,,J
5097,141808675,1390.3100588113625,0.9998332953322432,5.0095722450460585,0.015969310974639498,0.8133159818303697,7.52699995,8307.0,2.00904,4.0,0.2042,0.2456,4.25488997,0.01218744677819027,0.9998594343582208,0.9998319311140256,0.3254230566939152,5.195142728737057,6.295509270246898,2.1,153.43200000000004,18.6450729,0.258972,J
5098,391902612,1440.607475168557,0.4053938923744106,4.550522816451892,0.03982256034156429,7.9727550399357865,11.7159996,6067.0,3.18328,6.0,0.3176,0.2406,4.29265022,0.7126102975089827,0.47889373692087606,0.47701490385390294,0.1521164505348982,190.33555627753555,16.714585759669387,1.37,1073.69,17.176403,0.0424712,EB
5099,279673377,1386.6824423666974,0.9988361122764692,7.888669157287233,0.029346485583123364,0.8979552638586926,10.93400002,5455.0,0.818892,3.0,0.3785,0.2075,4.62032986,0.031253684134409314,0.9990725650545108,0.9988505151802124,0.31045446060237675,5.387803199968905,5.120811763654457,0.98,169.513,0.582778633,1.78462,J
5100,149449795,1386.415355142812,0.9995420048094006,0.7725982089459918,0.0022060290540489857,0.13795728481918434,10.81099987,5226.0,3.44334,24.0,0.3928,0.2878,4.4552002,0.019392262658111326,0.9993723333704356,0.9995438614143248,0.3486069918660526,3.527908865519724,4.02746227726422,,611.2719999999998,,,J
5101,38937499,1356.8886065336492,0.9955930304912044,4.056983829921894,0.011902847085953459,1.1131497797877423,8.72000027,5199.29980469,1.0731899999999999,7.0,0.4136,0.1999,4.01000023,0.060436493763135486,0.9961917536925622,0.9962060264328674,0.05898604609689258,83.66327645654236,16.54141712383094,0.88,67.5548,0.758271,0.711963,EB
5102,55298910,1387.694645071193,0.999902048510502,2.4854743352112494,0.04178486193208775,3.9923351387143216,3.10599995,3395.0,92.8257,8.0,0.5324,0.2372,4.0,0.008757626178185133,0.9999381599094166,0.9998920141089254,3.0734272637999918,28.34212797595502,6.62200700363168,,181.664,,,IS
5103,349570838,1386.8675619649796,0.9979834965460804,1.192366807626521,0.016469781574849796,3.1602651130984607,10.30900002,6335.04980469,1.37897,16.0,0.3174,0.2305,4.39487982,0.041541425679357286,0.998344872076656,0.9980555563740836,2.971149130775545,49.917336656273385,5.7504909866356595,1.25,243.512,2.75935054,0.476697,J
5104,30631031,1385.9867930898142,0.999215108600664,0.6735312053605418,0.001834469924721416,0.7792200651309078,7.28700018,7128.0,2.19236,30.0,0.2683,0.2357,3.90899992,0.02615077044215238,0.999275707034426,0.9992877782282302,0.205600404831948,23.973999880784486,9.087278581820769,1.67,122.471,12.6170826,0.15848199999999998,J
5105,167169234,1385.9589771271826,0.9979116061007132,9.021582642099686,0.02335865319985775,0.8163260742528244,11.7670002,4881.79003906,0.654884,3.0,0.4508,0.1887,4.66465998,0.0413388185755413,0.9982449350501068,0.9981057467499198,0.10218362006352943,5.118671607417474,5.46458712277033,0.8,157.429,0.219451874,2.84838,J
5106,150361737,1410.9761758280636,0.9997393450791946,1.5019938788077205,0.00917169113128824,0.3180842007061463,9.82600021,5490.85986328,1.0408600000000001,16.0,0.3862,0.2061,4.42843008,0.014769781564759919,0.9996086735323731,0.9996287074416722,0.0841607934403687,4.822301501851826,7.297994576664036,0.96,123.132,0.8872373,0.851326,J
5107,197846861,1360.2218283940656,0.9995814144530016,9.899530183540225,0.0293642166406034,1.0998572661990422,9.67000008,6069.0,1.11384,3.0,0.3216,0.2301,4.33896017,0.01891191213581656,0.999616802244704,0.9996401894849978,0.1064983564655924,4.670311344044928,4.9635530798406124,1.21,153.60399999999996,1.687061,0.875617,J
5108,197880238,1386.7420009905727,0.9991703607403692,0.977196409314609,0.01024371199147911,2.6866103766512426,10.17800045,5829.0,1.15321,18.0,0.3622,0.3078,4.33583021,0.026209037607901,0.9992745850273006,0.9992590067145128,0.19144482514667574,23.21481034345157,7.155086298617742,,234.386,,,V
5109,260004324,1386.9439783322393,0.9997525857087508,1.0613580217002134,0.0047248173619619535,0.15595052013216482,10.08899975,3625.0,0.5040680000000001,18.0,0.2125,0.3984,4.78329992,0.014610297852770356,0.9994997176910184,0.9996761129253228,0.5577670818015513,3.6143972546403793,5.132355982166564,0.502062,29.8424,0.03827822,3.92004,PC
5110,201878287,1355.0283443229293,0.9951129388171952,0.9380066458349532,0.004222651345970664,2.5118766102976617,11.06900024,3051.0,0.185289,27.0,0.1933,0.5347,5.08194017,0.06431681691583636,0.9955153010934517,0.995561817111708,0.3249615377741344,57.8913909494317,12.294289858181449,0.154712,10.0646,0.002482109,24.3206,V
5111,234518605,1354.9240524083937,0.936926637854357,5.6801000299442,0.018643086537108996,3.341695832256055,11.88000011,5549.0,1.0458399999999999,5.0,0.3859,0.2899,4.38948011,0.2278432152028483,0.9458603916460496,0.9457449835699476,0.07115271609204679,167.56743955942497,33.650469790979066,,278.215,,,EB
5112,201353934,1326.2495337670346,0.9997840917532912,1.016128922509502,0.003234284137348053,2.520768818398003,9.60499954,5641.0,0.926867,26.0,0.3495,0.2247,4.4485302,0.01351551597712393,0.9999439476126186,0.9999029319677241,0.7520091169379699,3.922396789311285,4.993088072973351,1.03,109.628,0.8608693000000001,1.29356,J
5113,53894861,1327.133312431977,0.9991052032508508,11.715003895979882,0.03605054119341222,1.070972954299571,10.02299976,5342.0,0.903832,2.0,0.4036,0.2028,4.43195009,0.02727952766652973,0.999090746708787,,,6.567460968880036,5.10155948693432,0.924,113.283,0.602054536,1.25144,IS
5114,300560234,1386.0099819861816,0.9991398509301812,0.8426743021040497,0.001979925157301776,0.29054793550402336,11.58300018,5566.27978516,0.840324,22.0,0.3785,0.2075,4.68426991,0.02686782661186665,0.9994276664183084,0.9987241079455752,1.2195938076240156,4.549623964259526,4.268736342086666,0.98,220.419,0.6107286999999999,1.65153,J
5115,260351540,1410.9075796691027,0.9986259211683208,2.096099914904305,0.026012120107325117,1.1257807559865949,8.26500034,5027.0,1.01873,12.0,0.4244,0.1961,4.0,0.033686540385473716,0.9979102733057541,0.99892378158174,2.8066424852876506,23.698362882578092,4.593607859679115,0.84,50.0475,0.59709686,0.794525,V
5116,146760791,1387.1913333529944,0.9997577676737112,2.62895477182122,0.0180515166423163,1.1618934919111985,6.42999983,4952.0,9.74952,8.0,0.4152,0.2817,2.29775,0.014047582162461679,0.9996972976886492,0.9997838800010204,1.9317379590942805,14.970813372298355,4.672209112890671,,206.349,,,J
5117,144193715,1333.4125613931974,0.999358094603708,9.162860719165037,0.04328067410612668,2.7879091052012797,10.29599953,5015.0,0.793449,3.0,0.4136,0.1999,4.47652006,0.023065599729253195,0.9994087520572218,0.9994735810402241,0.2886855425993269,7.679100180198616,10.469313845582356,0.9,108.932,0.4285999,1.80171,J
5118,232070689,1354.5434328013448,0.9995057332639348,0.6968157468759048,0.0011364030575836126,0.5695137211268976,8.77900028,7445.0,1.79085,37.0,0.2353,0.2551,4.19840002,0.020844307960161276,0.999676188860406,0.999388643274352,3.344398284304919,13.52647712068948,6.470427399131527,1.73,215.035,9.166716,0.301212,J
5119,146724455,1413.6360421810705,0.9990551545610064,7.763769254153745,0.052361594558715474,4.104255125827863,8.5,4739.0,10.4142,3.0,0.4307,0.2796,2.24811006,0.027661658145256254,0.9992388798536651,0.9992449017207716,0.06221840583152843,22.76344999106636,5.374564177950324,,546.955,,,J
5120,141770047,1438.1226923831528,0.9988784055297592,0.6733842070719551,0.0008486844225426005,0.4288247430999935,10.23700047,7675.0,1.67356,37.0,0.2448,0.2339,4.39824009,0.03140619159291642,0.998602023554461,0.9992632619490794,3.0356529298464503,12.387024178923928,9.977317467624069,1.88,404.765,9.670181,0.401083,V
5121,350742475,1386.638737859713,0.9998746719589736,1.2243835800997882,0.022770324401086284,3.2259313349230756,8.16300011,6996.0,1.8336299999999999,15.0,0.3096,0.2225,4.11160994,0.010380106245658669,0.9998917199608682,0.9998793015698278,0.40345091646110665,10.491337893077915,5.543441960337139,1.48,143.382,6.62269258,0.240064,J
5122,259701242,1386.175540490962,0.9999171367492304,0.6464168515785079,0.001390308672632734,0.21822149897480175,8.20600033,5970.0,0.963393,30.0,0.3345,0.2282,4.47566986,0.008394786040825967,0.9998425221175076,0.9999212442102009,0.9785215044074151,4.0246673278283565,5.2827199329117045,1.1,64.4827,1.08008623,1.23022,PC
5123,100918213,1386.6392821278964,0.9946930834329198,1.0257752531978177,0.0038600887025921353,0.9981045638277154,11.03600025,5318.0,0.822462,19.0,0.4244,0.1961,4.58051014,0.06620209246634992,0.9951100201635196,0.9953644265560908,0.9091845315209708,47.25116792906576,13.280137776342428,0.85,149.751,0.410035044,1.5278200000000002,EB
5124,150249384,1391.5947851151502,0.9985413521198556,6.542283373421197,0.15958214916925018,8.049596762497389,9.13300037,7217.0,1.8859,3.0,0.2961,0.2276,4.26336002,0.035487292910569526,0.9989866144778764,0.9980817734985588,9.406741336235743,35.57906487903964,5.7122348711239255,1.55,240.462,7.795124,0.231087,J
5125,47507668,1360.4493019726106,0.9998625356912052,10.198330258291467,0.1435434713658843,15.825394017000535,7.48799992,6256.08007813,2.5000400000000003,3.0,0.3374,0.2348,4.0,0.01079929255004296,0.9998882334603868,0.9999514761563256,2.3716568471810806,10.290439977374936,5.036963445535399,1.216,125.229,8.625753999999999,0.0778205,J
5126,300034670,1416.8443504179113,0.9989483129197816,6.635433396353324,0.018194409501123054,0.8084380379374774,10.67199993,6191.0,1.14193,4.0,0.3276,0.2297,4.39364004,0.02994295850453165,0.9994673583338196,0.9984947156069636,1.4845572911061675,6.018557582290819,5.649215636015446,1.16,231.759,1.65997851,0.778994,J
5127,308451529,1327.1443363960746,0.9927948966014256,6.890967711004149,0.0118550334390628,0.8869982095350379,13.45499992,3316.0,0.34608,4.0,0.1529,0.4604,4.0,0.07927806565864445,0.992188453458254,0.9930704088095014,0.24546003357321464,4.977495739507087,5.029094389896226,0.329677,,0.0129997041,7.95352,EB
5128,339891905,1386.4746488684211,0.999859076905807,0.9724060560237002,0.002396401153319627,0.27510293469004776,9.23900032,5489.58007813,0.896785,20.0,0.3862,0.2061,4.59445,0.01086005921937628,0.999758312088612,0.9998913673588102,0.8340233872200981,3.3923686050728965,5.856687553056724,0.96,82.49700000000001,0.6580037,1.3310799999999998,J
5129,300871526,1451.0706313036478,0.997450454858748,13.148046010540488,inf,1.127854222946648,10.54300022,6368.0,1.35408,1.0,0.3115,0.2298,4.22923994,0.04676718712775014,,0.9976259125565541,,9.361079752024317,13.779580481192202,1.29,276.361,2.79575038,0.519587,J
5130,350443417,1386.3309528430689,0.8191140782734262,1.2162814605225651,0.004040508761390949,1.8922588053044131,9.0010004,8005.0,1.52368,16.0,0.2559,0.2329,4.41859007,0.39803889769084616,0.8296763562812655,0.8324882992090671,0.6347836400357787,369.1681695474074,21.995033461815645,1.78,199.929,7.111233,0.5032,EB
5131,101962639,1354.855335652957,0.9966266136537124,0.8240662156982416,0.004974193466930399,2.219904292984628,8.5539999,6550.0,1.5983100000000001,31.0,0.2961,0.2276,3.99311996,0.053967298664775364,0.9970332996093024,0.9969188499036802,0.8338569710263571,42.49053768931418,7.090893195554504,1.55,161.924,5.627713,0.37962,J
5132,350954272,1396.0496806385256,0.7689033645847345,10.042548873596157,inf,1.6095139171562258,10.70100021,4606.0,3.4851,1.0,0.3987,0.2865,4.0,0.43514253782812107,,0.7498415469057708,,85.61198598791616,25.044943912415107,,571.715,,,EB
5133,166835568,1354.21331074062,0.9945316911347544,1.7224110375946344,0.010452097133933023,4.578071786211368,7.375,6286.0,1.2232299999999998,15.0,0.3216,0.2301,4.28986979,0.0683549303994162,0.9950885013609164,0.9949499337384958,1.394205887320632,47.181274025767486,16.734255844077264,1.18,57.7788,1.96890628,0.6447039999999999,V
5134,304102181,1354.5763199826972,0.9998066183163796,0.6664690499044751,0.0016063577729534815,0.5946666701188824,8.68500042,6074.0,1.09838,38.0,0.3276,0.2297,4.37847996,0.012839825088938116,0.999826707423687,0.9998123186666816,0.2648870221447141,9.23895846574063,11.899756336012464,1.14,94.1,1.49312186,0.8603040000000001,J
5135,358253198,1387.488353268758,0.9993441369563462,3.9672347439517264,0.011701531051445445,0.8678319432080732,10.17199993,6053.0,1.0795299999999999,5.0,0.3276,0.2297,4.38999987,0.02364601817993092,0.9992424907652246,0.9997183606962396,1.7940443465033178,5.967087551190388,6.54748255843001,1.13,179.583,1.40942872,0.898214,J
5136,370324073,1330.028593731755,0.8639679912473424,11.698006478954273,0.096030479935723,4.189032259905298,10.51299953,5011.0,0.921585,2.0,0.4244,0.1961,4.34612989,0.3351746327340157,1.000025694663437,0.7639692849736504,47.12281919142042,105.34060630078642,11.411635627533816,0.83,128.70600000000002,0.480539352,1.06041,EB
5137,166836920,1387.9691735658646,0.9945184900918308,5.746115696359464,0.03204999398218389,4.993481955597678,8.92300034,6180.0,1.70927,4.0,0.3507,0.2158,4.11766005,0.06814374336802367,0.9951907393105384,0.9951774085443624,0.10672360118324244,126.75689563672115,18.283809649299982,1.14,158.66,3.59455085,0.228283,PC
5138,149902366,1386.1058119629654,0.9989029484549216,1.5737847626330241,0.023885530369337937,4.1311142598925805,9.73499966,6276.24023438,1.5501,12.0,0.3383,0.2164,4.18391991,0.030557711085517088,0.9989905764666864,0.9990240814255248,0.5349374365825894,38.94747344001604,6.710296224208528,1.23,212.615,3.3590370000000003,0.330234,J
5139,102071750,1354.8418706508276,0.9966658896581896,1.467820079952788,0.013789594482709666,3.802777345904975,12.01099968,3148.0,0.400067,18.0,0.1529,0.4604,4.0,0.053929068702890916,0.9969961808708088,0.9969443981693832,0.2308192468533771,37.14995576631169,10.053841587688169,0.391556,43.3419,0.0164470635,6.11499,J
5140,206670069,1355.116408429984,0.9996510130265308,1.2435874304419607,0.001843837627263145,0.5177416734313212,10.52900028,6040.0,0.778616,21.0,0.3276,0.2297,4.56342983,0.017248687235034497,0.9995915636868544,0.999718884957112,0.6598578935966906,4.8776817312196785,5.562159371507446,1.16,156.60299999999995,0.7702232,2.4574700000000003,J
5141,306736789,1386.1954811457572,0.999664930216876,0.7904922614664708,0.0009090785850687232,0.32512525167510925,8.30099964,8146.0,1.55469,24.0,0.221,0.2358,4.39677,0.01724001353317001,0.9993551443059436,0.9996367886045244,2.668340875380538,11.769309616556349,9.61291125206352,1.97,156.928,9.383187,0.524247,J
5142,219244444,1386.4421316523417,0.8724811229059245,0.6077214359225582,0.0009596700871144503,0.4133800516065173,12.52999973,3268.0,0.193119,31.0,0.1991,0.3902,4.0,0.33281060176009114,0.8790455107066899,0.8803859489463949,0.08601839719485745,77.07812293776188,21.532296811403214,0.16225699999999998,21.1916,0.00780519843,22.5283,EB
5143,350655963,1386.9382225601578,0.998795492393758,1.6178703718791048,0.00472447499682349,0.9374039987800796,5.43900013,5609.25,8.07403,12.0,0.3783,0.294,2.5999999,0.031521394708817124,0.9992546683432064,0.9986174950359616,3.8771727730178025,18.85046404553102,6.538416850822741,,116.763,,,J
5144,41590169,1411.1630572956774,0.9990513648508575,5.916770684446809,0.05186841983058122,4.357386437843319,11.49199963,4710.0,0.703504,5.0,0.4913,0.1645,4.53148985,0.027699673630067086,0.9991300710781988,0.9990637170689924,0.21499043167331905,9.212648079280417,8.002706317821506,0.73,128.558,0.202086851,2.0966400000000003,J
5145,358253192,1386.7578166836315,0.99941704215774,4.331778213525028,0.017517955100064153,1.2707819909909306,10.24300003,6162.0,1.39458,5.0,0.3451,0.21600000000000003,4.19005013,0.02224661268936676,0.9994957696195838,0.9994292525066928,0.2748486454256518,6.419395407117008,7.006573139529613,1.18,246.389,2.55748916,0.435067,J
5146,301022235,1412.4592832360565,0.7682260218661411,1.871348372557236,0.010093730516203324,3.6859615496215272,9.14500046,8027.0,2.98948,12.0,0.1791,0.2436,3.66462994,0.4566476192065747,0.7696959207604278,0.7753684638270659,1.5863192237176391,358.63137517855836,18.219872354951967,2.24,526.8,50.6087952,0.0838421,EB
5147,308307808,1412.0368245581076,0.9996060542950522,4.6633634141404725,0.07215317662042775,5.320799843456483,10.11900043,7976.0,1.76243,6.0,0.1983,0.235,4.49163008,0.01877435361710946,0.99951818782846,0.9997634662448488,2.3489998058849224,9.582118715287104,5.6589060351689895,2.12,426.067,14.8293133,0.387259,EB
5148,176876294,1388.133255899507,0.9995324108228624,2.435851250650764,0.014251617742836009,0.7925208227856709,5.39799976,6000.0,11.1631,8.0,0.4416,0.2763,4.0,0.019422347145895937,0.9995268458477174,0.9993955022452292,2.105016332991319,20.427651843564245,4.395268454200972,,140.65200000000002,,,J
5149,393491365,1387.6494038527426,0.9989015629718104,2.37577212537566,0.003942831832567162,0.7221435490226839,11.4829998,5521.97998047,0.8692840000000001,8.0,0.3862,0.2061,4.45452976,0.030319964646673993,0.9991189072593456,0.9989047611369368,0.3718441053785202,4.901222057843898,6.5441859012513826,0.97,227.143,0.6329902,1.47668,J
5150,150098860,1442.868639117062,0.9989859196597588,10.683460026793052,0.04510760232225142,1.772249533825768,9.65600014,5272.70996094,0.881545,3.0,0.4036,0.2028,3.98846006,0.029040950678318075,0.9991331759721654,0.9991179352996412,0.0643794857221947,12.65244349037842,17.783268352084235,0.9,90.7402,0.541152239,1.31374,PC
5151,177282921,1388.6278225747915,0.9993179011091886,3.131486821979838,0.019920023565825676,0.9607740845689392,10.95199966,5257.0,0.80207,6.0,0.4036,0.2028,4.37020016,0.023817617657065082,0.9989737126315632,0.999631354138568,1.4077719766942136,4.813944078934821,4.561823993115956,0.9,144.51,0.44266057,1.7442400000000002,J
5152,177242696,1386.6909946734152,0.9949806833278692,0.952271415476978,0.0023305249929923555,0.7853037072063536,9.52499962,6645.52001953,1.65756,20.0,0.3022,0.3279,4.13022995,0.0651106636163354,0.996088357072412,0.9946345682300546,4.70384021030513,25.97086305365039,9.870150977131356,,200.35,,,J
5153,150272656,1387.1855892812075,0.9997098568503552,1.2508173374955234,0.014261107503165229,3.354280279036033,9.50800037,6425.81982422,1.19613,15.0,0.3181,0.3235,4.34916019,0.015612006689055975,0.999719250004474,0.9997777309153244,1.0964781536322772,13.254853269348477,7.2239496732873585,,210.366,,,J
5154,177165274,1416.2375745071397,0.9990912075800812,6.845734967390264,0.08239931392451272,3.708836781186972,11.11200047,5454.70019531,0.911233,4.0,0.3862,0.2061,4.92106009,0.0275786787712953,0.9998479266943197,0.9980301225835904,3.873785370171397,9.565571287991173,5.6339694346006475,0.95,187.136,0.6622725,1.25556,J
5155,179635081,1386.0290006916448,0.9993335014483188,1.678326955415543,0.012428246728717784,3.2896100251722245,11.71399975,4903.25976563,1.04369,12.0,0.4508,0.1887,4.79742002,0.023353472044465574,0.9992512138618392,0.99952449496847,1.0588092165410143,6.337878445245769,6.137693700014927,0.8,162.167,0.567250669,0.7036859999999999,J
5156,406276109,1326.9611161784144,0.9124078852932364,7.54609398514835,0.026762346427617437,1.2997324497643767,13.81099987,3215.0,0.406188,4.0,0.1533,0.4776,5.01067019,0.27594170637036664,0.9218911633431748,0.9228761657791008,0.1618430393989178,60.44248807667221,22.860536107641106,0.398449,99.7234,0.0155865075,5.94554,EB
