rowid,TIC_ID,Probability,Unnamed: 0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
115,55848818,0.0001273314701393247,5087,2036.377637874954,0.9989248928693104,0.634414336291245,0.0020349892020548608,1.200268881221414,10.97049999,5803.12988281,1.12886,35.0,0.3495,0.2247,4.34982014,0.030159482553916962,0.9990566377324781,0.9989990301305022,0.4235969282804575,18.813298405437425,11.054095146240494,1.04,244.423,1.30204642,0.722952,4,4,75.8311216730793,-62.198095394339894,-3.71389,-13.674000000000001,14.16937737,-0.102145,,
116,126700850,0.20954039692878726,5117,2039.8899322313807,0.9887283480575872,11.404256320623526,0.11932772321017635,5.654753283702055,9.89019966,6039.79980469,2.95528007,2.0,0.354,0.2321,3.54608989,0.09749652272723616,0.9977691254412312,0.9826779387395864,32.15713283126822,95.66148572865136,16.55532007677781,1.12,407.779,10.47083,0.043393400000000006,1,2,315.259365263767,-45.115972446582795,6.581989999999999,9.21012,11.32028722,-0.50999999,,
117,382432832,0.00011305142106721179,5146,2044.1519655147254,0.9912867854496016,11.246332062772119,inf,23.312612829046373,10.94239998,3778.0,0.56002098,2.0,0.2581,0.3609,4.68530989,0.08625246549155903,0.9961360435533064,0.9893998537306914,19.374858152264032,42.45820340275785,9.689721272456156,0.554179,51.5866,0.0575640239,3.15527,2,1,290.222097012353,-68.1665904050097,43.956,42.5827,61.19980617,,,
118,381856446,0.951111614704132,5194,2037.7724184101176,0.96484360723574,1.7692282941104946,0.004500780929356685,0.7145674361857856,12.29889965,3689.0,0.55319798,12.0,0.2315,0.3808,4.69118023,0.17381666221006006,0.96815475415747,0.9670086843126342,0.5860906654054112,67.82336193348952,23.459925864588126,0.548122,92.6148,0.0510611422,3.23769,2,3,322.252625968292,-58.834753410824604,106.345,8.342839999999999,106.67174886,,,
119,319570269,8.62058368511498e-05,5318,2042.1180926216416,0.981063089169828,12.156044130394768,inf,25.962957241150303,9.29660034,5394.0,0.918975,2.0,0.3947,0.2049,4.48459005,0.12569307495018175,0.9798496565715178,0.9875173134334378,22.643532407310104,52.86353495594975,10.77781674265874,0.94,83.0036,0.644089,1.2112,2,4,291.041457340131,-55.5343432731328,-5.770230000000001,-77.5808,77.79509035,,,
120,139756908,4.1622707372599723e-19,5356,2047.8495029323417,0.9995398662953509,11.76478490616488,inf,9.886904514644204,10.35760021,5794.5,1.20124996,2.0,0.3495,0.2247,4.29583979,0.01973058845595868,0.9996874559398776,0.9994998720890859,1.1722156838336708,7.851974042935144,9.647148096761617,1.04,194.982,1.4656296999999998,0.5999770000000001,2,3,323.655965847893,-50.4457596856469,76.5049,-73.9155,106.37904335,-0.43000001,,
121,260820871,0.03719471022486687,5366,2036.778449396241,0.9996406598846904,0.6734037098425207,0.002442641300059778,1.443518648274051,9.05580044,10942.0,2.40762997,34.0,0.1426,0.2695,4.12973022,0.018058768552958168,0.9995736584235824,0.9997474725350184,3.8503566589296776,21.185386725688602,13.957476507657272,2.85,475.66,74.86171999999998,0.20421,3,1,348.054595469913,-70.1131990097929,18.1441,-0.500895,18.15101266,,,
122,176955379,1.5565714420517907e-05,5384,2036.665958860774,0.9979895876826808,0.6679957573529517,0.002770537776497273,1.7939848174610602,8.94120026,11550.0,2.51629996,34.0,0.1311,0.265,4.12084007,0.04282247176857837,0.9981265840700172,0.9980959007652492,0.6266589057428412,65.87760493045968,13.608139207405234,3.05,484.24,101.518951,0.191431,4,2,100.777687611124,-69.2977783227571,-3.99888,12.059000000000001,12.70474408,,,
123,167123841,0.0003280839300714433,5391,2036.597827434892,0.9430817224201936,0.8119575279306974,0.003853625223078194,1.9948488922079977,10.08530045,5626.18994141,0.97752202,25.0,0.3785,0.2075,4.45780993,0.21856043662761204,0.9480645419468072,0.9481227590453946,0.08500702983955444,51.548975755672636,11.199653660254528,1.0,135.727,0.8625914000000001,1.07058,4,3,96.30178309272449,-66.4862008404045,-13.4997,21.3957,25.29857464,-1.01387,,
124,100796064,1.1230111340410076e-05,5407,2037.1307211347614,0.7821717925541481,0.877887347471995,0.003545375763640446,1.910998802551916,11.91390038,6755.0,1.46827996,26.0,0.293,0.2308,4.26281023,0.4337908798859461,0.8030094414985027,0.8033267918186191,0.07286783120934252,91.81517875466758,16.561943024521828,1.44,626.96,4.04404259,0.454918,2,3,311.801663808935,-53.648724065632294,0.158126,-0.107731,0.19133688,,,
125,317087106,1.5017883924883789e-05,5424,2037.0591476582706,0.7568059334995921,0.9543176570324668,0.0029161863641939396,2.684800569586688,8.78960037,6501.0,2.31079006,24.0,0.3276,0.218,3.83439994,0.4558521946373794,0.7835476090603962,0.782945317982478,0.2321951289776477,2607.6301055711906,23.5148180507488,1.33,207.613,8.592837,0.107788,3,2,346.862687090046,-78.3051425819074,-14.8038,10.9287,18.40078743,,,
126,279251651,0.6469895839691162,5429,2036.9590529586785,0.9993306899286576,0.8081732564699302,0.0025605771487730022,1.1242820607357356,10.58860016,3726.0,0.55523902,22.0,0.2315,0.3808,4.68943024,0.02398296822697017,0.9993233506847454,0.9994253690067848,0.6072779270501693,10.567616213198074,12.452927429698267,0.5499430000000001,42.76,0.05353355,3.21276,4,3,104.15522601785901,-59.1832644919638,-150.879,454.289,478.68880096,,FP,Rstar 0.55; may be on 279251647
127,149060456,0.0006700049852952361,5512,2036.499429044856,0.8598663245978192,0.6495517474796708,0.004965842579080948,1.7311732984058663,11.88469982,6397.0,4.63355017,36.0,0.3257,0.2667,3.21344995,0.3445154387025212,0.8770484752977185,0.8765411287888644,1.1198807825685906,82.05603272429164,9.391285897487304,1.28,1780.13,32.39133,0.0128667,4,4,80.3392892229002,-62.356889701770896,10.0446,10.1602,14.28718493,,,
128,90953428,1.805360284379276e-06,5543,2036.3147103653484,0.9951297750302968,1.1682278136126525,0.007637672873657353,2.760407451265781,10.34160042,3971.0,0.59917098,19.0,0.33899999999999997,0.2994,4.65190983,0.0638503353330152,0.9953536427009716,0.9957214202662156,2.872804638610877,41.86045770868088,12.521362952826006,0.5874119999999999,45.3854,0.08042588,2.7308,1,2,308.43995061563703,-46.20526467964721,-15.0142,44.6053,47.064413200000004,,,
129,98493877,0.020175062119960785,5570,2047.8706245258045,0.9995890677357148,11.811756348456926,0.19422482834514201,7.526415815242811,7.96850014,6509.89990234,2.38016009,2.0,0.3276,0.218,3.81195998,0.018738407672200717,0.999564421252281,0.9997107658571984,2.5272042317854466,18.509520778032687,10.057724711852607,1.34,142.855,9.166547,0.0993766,1,4,290.93689898335,-37.0772569530312,2.84287,-33.9175,34.03643219,,,
130,80018447,1.3749513527727688e-08,5588,2036.4112814998605,0.9986935234566215,0.6616324248979455,0.0006806835612955253,0.36207681741604697,10.60669994,8147.0,1.66927004,26.0,0.221,0.2358,4.29187012,0.034042447667503334,0.9981203142620094,0.9984310408264182,0.7002905351814335,10.338769105379312,10.263819213603087,1.99,495.017,11.0595884,0.427832,1,1,297.75141524838904,-44.9775567650484,4.216,-5.12683,6.63769854,,,
131,260351380,2.791975717286732e-08,5592,2036.744721513589,0.9985227721335324,0.6093806901107106,0.0013386128375628696,0.40129704910344016,11.43889999,7695.0,1.62330997,36.0,0.2559,0.2329,4.27494001,0.03597053332624593,0.998586167038068,0.9985150415710662,0.16932094349122362,8.942201498901252,9.044465931223536,1.81,663.115,8.324050999999999,0.423127,4,4,94.80519416148691,-58.4204469007255,0.0689,10.2435,10.24373172,,,
132,91255803,0.04598342254757881,5594,2036.8612981109675,0.9994628854411328,0.6997119962121506,0.003536904744064817,1.830449407436068,9.44839954,5988.39990234,1.19740999,32.0,0.3345,0.2282,4.32296991,0.021372833890193718,0.9995699498664602,0.9994574235267848,2.1316972251225508,25.29735345392559,12.318203765138376,1.1,137.137,1.66121566,0.640709,1,2,311.089804176375,-45.900440607484704,-10.8031,-28.3543,30.34259874,0.05,,
133,31929204,6.051012143257492e-36,5600,2047.7265881560281,0.9955666665348952,11.474185823656835,inf,20.24245339592796,11.27530003,4388.0,0.71734899,2.0,0.5098,0.1592,4.56545019,0.05968526800638373,0.9984438776994126,0.9946543267544541,9.018917715110833,32.365402406983826,10.020499276495995,0.69,102.298,0.171878964,1.8692,4,1,54.17274626918329,-69.1985158391757,6.667560000000001,17.2821,18.52369663,,,
134,260891473,0.3999403417110443,5615,2037.5015162964871,0.9960168480258202,2.28432136480426,0.008127426273261573,1.614234047606026,13.55529976,5440.0,0.85088098,9.0,0.3947,0.2049,4.55604982,0.05764613869282083,0.9966742120555904,0.9955020280775244,1.0399340862696882,9.430048077331108,13.233955640204387,0.95,516.08,0.5712524999999999,1.5421200000000002,3,3,72.4040912164629,-78.5176006958779,34.1452,59.9331,68.97732351,,,
135,270428455,4.415000078880068e-25,5625,2047.590376041563,0.9995998893321384,11.576266808933134,inf,20.65947442571573,10.73110008,6231.89990234,2.23684001,2.0,0.3451,0.21600000000000005,3.81798005,0.018430426473425344,0.9996784419955846,0.9996800809591508,0.01250501876002232,7.669066141033907,10.799834394261284,1.2,425.227,6.79902649,0.10722,3,3,96.2939453403507,-80.78076481683591,0.434187,-17.9606,17.96584734,-0.51999998,,
136,402289652,0.0010990166338160632,5654,2038.4267259908536,0.9981600083308666,12.181333160719072,inf,21.47383356767985,10.81519985,5124.0,0.93654603,2.0,0.4244,0.1961,4.42951012,0.038981497148696316,0.9980308286711606,0.9988017056012992,6.324439319339766,28.71525233384486,9.35443144156831,0.86,150.935,0.5447401,1.04691,2,2,325.777678127495,-63.647458952126705,11.5583,3.48501,12.07226547,,,
137,176956893,0.00012227860861457884,5667,2036.6295254174813,0.9984663409547088,6.905967561721095,0.09644058462180548,7.094451374100199,11.40569973,5720.85009766,3.15138006,4.0,0.3741,0.2255,3.44967008,0.03584371274330488,0.998727131542016,0.99860936872262,0.5773080246378035,17.7948995590135,9.574826358004062,1.02,788.317,9.583805,0.0325911,4,3,100.83309898681802,-66.9476756192371,2.32662,4.4941699999999996,5.06070396,0.12431400000000001,PC,odd-even
138,351397173,4.407753294799477e-05,5668,2036.358239543032,0.91718671969019,0.927264032025521,0.00398460828505931,2.070291059171048,9.51280022,6227.0,2.10773993,23.0,0.3451,0.21600000000000005,3.86961007,0.2651522478508371,0.9235425233390951,0.9244501878935094,0.5516015600011543,78.66025143901501,15.18843927811996,1.2,259.649,6.01789236,0.128153,2,1,307.638313811617,-62.857548495551704,6.70345,-4.0193,7.8160741,,,
139,100850519,6.57402506476501e-06,5690,2038.6899099068514,0.9998229839423952,12.181334742337633,inf,21.47387490293143,8.67510033,6073.29980469,1.24503005,2.0,0.3276,0.2297,4.30461979,0.012284508104747644,0.9998673218260684,0.9998203257475702,1.1511658593055911,10.33003713069716,9.919604725858054,1.14,103.454,1.899986,0.590704,1,2,312.246716638798,-48.2873380778921,2.85678,-98.155,98.19656418,0.07,,
140,212253390,0.43848976492881775,5705,2038.1012146938465,0.9997034839324904,3.09276896128144,0.01164300877914215,1.8816210278206682,9.25510025,5253.0,0.83438599,8.0,0.4036,0.2028,4.5495801,0.015703583332440124,0.9998014774146664,0.9996913628744359,1.165523891196451,7.458970687466725,9.683422773129996,0.9,70.2932,0.47759375,1.54932,1,3,308.538681973734,-29.672110754218103,81.5075,-116.589,142.25493832,,PC,low SNR
141,421361060,0.15195243060588834,5708,2037.1835077095666,0.988560351403966,1.0296645177264292,0.006295106185150612,1.4891396266324608,11.57660007,9024.0,2.58433008,16.0,0.1791,0.2436,3.9713099,0.10145073603405576,0.9883633098430832,0.988261769812588,0.2297036905780777,66.36935656930525,13.521747189590736,2.28,1303.18,39.90143,0.132096,1,1,292.813413929126,-43.7047841863761,0.202404,2.6654400000000003,2.67311387,,,
142,370328257,1.0787260841527146e-12,5712,2046.5419864182968,0.9984277153048864,10.993201345181877,inf,19.307018380596663,8.96030045,5740.0,1.14022994,2.0,0.371,0.2094,4.33691978,0.036372692393587314,0.9990754795416564,0.9984155258717252,9.95901371297241,44.5278453212134,9.95278298788963,1.03,98.2138,1.27153707,0.694796,3,3,64.248179669098,-82.7841700847555,-38.4134,16.3552,41.75023193,0.01,,
143,364398097,4.656310406692121e-11,5749,2036.9906941913464,0.9981786103048316,0.7170123100720466,0.001089476020173008,0.4160330172606983,10.55679989,7950.0,1.63900006,27.0,0.2331,0.2353,4.28993988,0.0401053473156426,0.9982575561146576,0.9980215844013436,0.7226632488235657,13.311462618258936,10.936873347117233,1.91,434.907,9.66771,0.433803,4,3,119.714345510643,-60.6674450800208,-4.40506,11.3807,12.20347844,,,
144,339600902,3.135881528407158e-12,5754,2036.7565794322766,0.9959976875621956,0.6562796775089039,0.0012566204976445785,0.6271448970086984,5.74669981,7179.0,2.11285996,32.0,0.2801,0.2331,3.99245,0.05893335242729213,0.9963101482637932,0.9962946865562254,0.06471589026838674,24.80932201044741,10.014809308106882,1.6,59.5184,10.6829329,0.169633,2,1,297.75515121521903,-65.60508884249501,100.609,-158.341,187.60075469,,,
145,166348393,0.0014794319868087769,5789,2036.8191115093412,0.9937569571558948,1.0226385646764606,0.006428715504708915,2.4499906638584434,12.584899900000002,3230.0,0.19695,18.0,0.1533,0.4776,5.06945992,0.07366869853866435,0.9942338561684738,0.9940637944848244,0.3756977332212316,33.214203876687854,10.313143705592928,0.165997,25.3142,0.00380379218,21.7286,1,1,297.880222161161,-50.9271549039665,-178.5,-814.1460000000001,833.48422859,,,
146,300291839,0.4659793376922608,5795,2042.5486333761128,0.9982224754465244,9.255363623870801,0.07709561207014914,1.684195621117201,11.00549984,6059.75,2.2102201,2.0,0.3507,0.2158,3.80226994,0.03880464276433437,0.9984343280377818,0.9985300382468566,0.20200516392971,8.903606324250832,9.449252616443847,1.13,474.325,5.93451166,0.104658,4,2,110.371785534888,-70.7215337374582,-41.8148,42.8069,59.84069006,-0.28937301,,
147,270038646,0.0864107608795166,5809,2038.0591798031207,0.99963214504774,4.586697433917802,0.09120353443738738,13.424317898006706,9.06886005,6623.0,2.83864999,5.0,0.3176,0.2406,3.6742301,0.017724570264513663,0.9996810505875474,0.9996721804511808,0.21844181542906188,20.508275240969766,9.205367379731527,1.388,314.85,13.9680891,0.0606813,1,3,311.687507920467,-28.289453955879196,-9.1829,-20.8198,22.754993399999996,,,
148,141871560,0.0003202352090738714,5832,2036.3984954654043,0.7770549743472304,0.630530356108065,0.002891921811181641,1.6718814982885362,10.59860039,7011.0,2.29784989,35.0,0.2961,0.2276,3.90294003,0.43872919169773306,0.8008294670842229,0.8008339509572446,0.006091740790646653,71.77796711511323,12.908261433523748,1.54,533.6619999999998,11.4936991,0.126927,4,2,94.1155828754611,-74.4470312649346,6.3316300000000005,13.3695,14.79300743,,,
149,339396629,0.006348096765577793,5840,2046.74858123944,0.9981181047829586,11.231105327541618,inf,19.26116389542855,10.21420002,4949.0,0.68181401,2.0,0.4508,0.1887,4.6792202000000005,0.03924185891601849,0.9986584338654232,0.9983246131665824,2.1729252712021663,31.524477379142517,15.133865143232095,0.81,79.1531,0.2512441,2.55557,2,4,295.675656553623,-61.9704977460085,-45.8849,-4.912319999999999,46.14710106,,,
150,220475245,0.9997979402542114,5844,2037.2913228409063,0.9812678012267284,3.781736446228317,0.01835805882349284,1.7437948510971553,12.70800018,4849.0,0.86975503,6.0,0.4642,0.1807,4.45690012,0.12357002804091465,0.98269980628376,0.9826995400408496,0.0003097020560165228,55.68416560125878,17.63427854145979,0.79,301.872,0.376788527,1.2007,4,4,75.3506762949477,-56.1413418074214,0.279071,-17.2494,17.25165734,,PC,
151,355096431,0.993312656879425,5852,2036.9057650084287,0.9915723090496048,7.206274799576786,0.05760317180220165,3.7632415713285936,12.74209976,5560.0,1.08636999,4.0,0.3785,0.2075,4.35733986,0.0841007706868324,0.9929076688378522,0.9925100895040352,0.4944352109741729,26.661339015987753,13.399545224053314,0.98,493.871,1.01613128,0.76435,1,2,314.576668797507,-40.2685502703349,-0.663455,-19.1932,19.20466346,,PC,possible odd-even
152,277128918,2.1579151226330806e-12,5858,2036.4355621517645,0.9994171685021572,0.7369271753814898,0.0010336457380986652,0.4561433170116741,9.65470028,7722.0,1.58012998,31.0,0.2448,0.2339,4.30075979,0.022639605408691026,0.999413605430886,0.999491941837632,0.5768952145090044,9.938012081765908,9.433881840912964,1.82,277.25,7.998308,0.461312,3,2,282.886744276041,-78.92065599567809,-0.636947,-12.9494,12.96505541,,,
153,166650821,0.0016931878635659814,5903,2048.17651913224,0.9947115741172796,12.181325315024758,inf,7.526455942511115,6.53550005,6058.0,1.39332998,2.0,0.3507,0.2158,4.20304012,0.06693281591353521,0.9983287298765848,0.9949068804861306,11.103073162420538,38.3009072713975,10.219010269433882,1.13,43.386,2.355696,0.417751,2,3,313.784441767947,-52.11985379199061,105.001,-110.64,152.53333931,,,
154,320779421,7.069739513099195e-05,5934,2047.1533492207516,0.9996892196473008,12.098343678848545,inf,21.457021676788607,8.95349979,5959.0,1.03000998,2.0,0.3345,0.2282,4.44981003,0.016257562259626702,0.9995273725277124,0.9999285381968168,7.808040879450406,15.222047609463697,9.339968757847169,1.09,94.9905,1.20522559,0.997485,2,4,297.87048558054,-57.9402477859164,27.6315,-108.929,112.37894302,,,
155,177283493,8.225307828979567e-05,5983,2036.434061915196,0.8888533442950244,0.7525883050790225,0.003316048679677885,1.9899135562336736,11.84809971,7278.10986328,2.17687988,28.0,0.2801,0.2331,3.97724009,0.3105659597839339,0.8978516001248226,0.8984286619994111,0.5496131663050219,166.01992435717528,17.620150058033786,1.64,924.627,11.9795122,0.158979,4,2,102.468455036702,-73.4007811675644,-1.08551,13.6234,13.66657819,-0.375884,,
156,404007052,8.086164550447084e-12,6000,2036.7705681138461,0.9988408798888946,0.6234951158175607,0.0009063177842877356,0.4037745251388245,9.83279991,7891.0,1.73408997,30.0,0.2396,0.2457,4.23639011,0.03192301807497786,0.9988099509103452,0.998738092987489,0.3941150504533004,15.298588624816256,14.281929724215678,1.89,350.06699999999995,10.5042181,0.362452,1,1,291.643138202684,-50.8662007100432,6.141,2.07836,6.48316754,,,
157,319670068,0.3579370975494385,6001,2038.3755861271595,0.9873676370434096,2.296233197084649,0.025282308914603258,6.551520114847232,9.94569969,5612.0,1.01319003,10.0,0.3785,0.2075,4.42231989,0.10296460853768448,0.9890223520914851,0.9890143579846464,0.04066676808694202,39.520208384387104,14.293600716590355,0.99,130.464,0.917370141,0.951845,2,4,291.493896418423,-56.56013880458771,22.5205,-38.1527,44.30351496,,,
158,293571051,8.196419931660871e-11,6052,2036.7860519794056,0.9995373167716132,0.6223926785343545,0.0005497764776477565,0.42456742875196096,8.3888998,8043.0,1.99580002,38.0,0.2273,0.2465,4.12787008,0.020214319012762456,0.9995934819121052,0.9995554291693342,0.5581951399463309,14.452833301237755,15.311106497861935,1.95,212.757,15.0175533,0.245294,3,1,0.146878134633979,-77.0201204762748,20.0628,8.72907,21.87950198,,,
159,372127422,0.0004977550124749541,6065,2036.925455369927,0.7671109854172113,0.794989818896105,0.004868089529083908,2.0814195930111445,8.44419956,6892.0,2.64551997,25.0,0.3026,0.2256,3.76914001,0.4479304064586654,0.791001440905353,0.7909069144695053,0.10521780908703032,69.04310599388339,11.695746381873338,1.5,234.879,14.2264614,0.08101389999999999,2,1,311.61561769447496,-71.9495737861123,29.5266,-15.6307,33.40866489,,,
160,270343746,0.0009506034548394383,6088,2041.9200381559244,0.983820540005796,11.746484589325965,inf,28.19170565834312,10.41149998,5413.0,0.80261701,2.0,0.3947,0.2049,4.6021800000000015,0.11618198576155316,0.9827181256984132,0.9899342635381332,53.536668013879,57.041225176798974,9.654400555949504,0.94,117.795,0.498268127,1.81804,3,3,33.712910989499804,-81.9476623885901,46.7176,6.750789999999999,47.20283165,,,
161,401756479,4.084424205103022e-12,6093,2036.7526488274725,0.9987255544574424,0.7438823704138019,0.0017444349187363262,0.4561458128698043,8.65680027,7882.0,1.61104,32.0,0.2448,0.2339,4.29800987,0.03347788301079111,0.998610528486868,0.9990413777514316,1.907569171726572,14.656596650263927,11.1068529728365,1.88,182.272,9.02516651,0.44961,3,2,336.035250300191,-79.2072117473335,18.6438,-1.98463,18.74913424,,,
162,323434471,0.002712194807827473,6128,2036.801063608567,0.9717546926342222,0.6174763361614191,0.004631009043972012,1.5734924816119211,10.63539982,4948.0,1.07933998,33.0,0.4508,0.1887,4.28024006,0.15202849819127073,0.976119253640975,0.9749828664875392,2.9951819449893207,146.87424134680055,9.077691620830953,0.81,144.27100000000004,0.6291107539999999,0.644191,3,3,69.1295002795169,-87.46763386504749,28.7958,114.99,118.5407027,,,
163,294052132,0.0063735581934452066,6146,2036.4384840538426,0.9994830791965436,0.6494306739195825,0.0034922081773665625,1.595870536831382,9.40110016,5508.0,2.14308,31.0,0.3861,0.2114,3.76275992,0.02078894545368744,0.9995476260111096,0.9995330085461596,0.26157252405112225,21.470740713130315,9.541003575615578,0.97,202.641,3.80845642,0.0985494,4,3,107.233771926451,-56.635718734692496,-6.16493,3.2997400000000003,6.99247066,,,
164,410278754,0.00028703009593300516,6171,2047.4137739832424,0.9987800646551837,11.797103242847689,inf,20.687422931246893,11.85249996,3333.0,0.328785,2.0,0.1529,0.4604,4.89517021,0.032621305940801884,0.9982536902693708,0.9994575976856478,3.932143172863369,10.990461152455143,11.425706481659507,0.309688,34.4593,0.0120187681,8.71342,2,4,298.966319446454,-58.942351106714895,-122.241,-17.643,123.50764159,,,
165,314864553,1.6541229342692528e-05,6219,2036.299170643606,0.7772166487464627,1.0563000174459192,0.003338917177398648,2.796676871871387,11.92070007,7438.0,1.96186996,23.0,0.2683,0.2357,4.08317995,0.4405762373203448,0.7952459144514253,0.7956322187871697,0.11236024796247562,429.8816409600985,22.989650757036692,1.7,878.623,10.6134787,0.225134,3,4,53.1681854401589,-75.888813715485,4.82145,5.39719,7.23712927,,,
166,441219121,0.009033304639160631,6220,2036.5056731257907,0.9585542234982054,0.7302800247144805,0.002982020691055076,1.7387024676840914,9.45470047,6662.0,2.08738995,26.0,0.3158,0.2206,3.94808006,0.18857119269033745,0.9609146819123252,0.9607353783749089,0.21669331869089486,43.121824744418106,10.56704093775211,1.41,275.273,7.73254347,0.155026,1,1,294.653152305469,-41.146748601616295,10.372,-56.001999999999995,56.95438866,,,
167,100765074,0.00012646583491005006,6236,2036.5328760848565,0.8118753406568784,0.6801574863760012,0.002786488634959283,1.8644623425894675,9.21150017,6505.0,1.75629997,35.0,0.3276,0.218,4.07272005,0.4009317280868643,0.8400565567682421,0.8246312429034897,5.526661400109701,62.81062686854902,13.87291753779951,1.33,206.623,4.97603369,0.245501,2,3,311.413308447477,-51.04529153563371,25.8989,-66.8441,71.68602881,,,
168,389527691,0.0007234038785099982,6297,2045.3484865145947,0.9933137672229521,12.181430730961427,inf,9.10704769462965,13.87129974,6067.0,1.01796997,2.0,0.3276,0.2297,4.47567987,0.0754991713838398,0.9939287876136408,0.99178697680106,1.3031404566046276,12.350485740387613,9.506817444768338,1.13,905.502,1.26490247,1.07122,1,2,314.51596538646,-39.3200761469054,36.103,-55.4384,66.1577116,,,
169,25155310,0.998193621635437,6312,2037.8973634724166,0.9931801184745852,3.289215096673223,0.021155318171406142,2.6973697572596365,10.61030006,5675.54003906,1.24175,6.0,0.371,0.2094,4.25432014,0.07575272697974765,0.9937426270990438,0.9937393136262472,0.016820811227413343,86.32738625163631,15.984546045688775,1.01,216.526,1.44141793,0.5274989999999999,4,1,63.37393962312739,-69.226822697583,63.1342,53.4329,82.71035009,0.20682999,KP,
170,231626393,1.2773705704294256e-11,6325,2037.0118708136565,0.9983002942743574,0.9760456807631456,0.0015035350581133478,0.4976170729822781,6.45629978,7502.0,1.67427003,24.0,0.2353,0.2551,4.22845984,0.038653930176970684,0.998460394257739,0.9983973087214112,0.3749936833217665,19.06857762832153,9.635512410931259,1.73,69.5441,7.999311,0.368614,2,3,316.96342196445,-54.2165169749513,26.4854,-80.7739,85.00529004,,,
171,327710327,3.6951405490981415e-05,6352,2037.0025570566947,0.9818247231505204,12.181292820598163,inf,20.792984079280348,11.54419994,3491.0,0.350476,2.0,0.1604,0.4325,4.87347984,0.12606891306356038,0.989530119100174,0.9776084658366272,9.73893646777976,29.555763350241648,14.211724613789036,0.334758,33.6407,0.01643655,7.776,2,2,331.03231882554,-69.9278101186791,618.235,-78.3439,623.17917319,,,
172,388104525,0.9959707260131836,6363,2037.3573553447197,0.9849657147500784,2.4991186107368857,0.01105352291828643,2.2404290312343664,11.60350037,5650.0,1.13732004,8.0,0.3785,0.2075,4.32630014,0.11232775211850704,0.9861886795678484,0.9863313791227823,0.42219534251989344,115.86848761540593,18.36067085328724,1.0,302.448,1.18755519,0.679754,4,1,55.93342240979,-65.1938512272516,21.1255,16.543,26.83202563,,KP,
173,260797169,0.9926928281784058,6364,2037.5966252935384,0.9916982517413172,3.7330736999972687,0.017973963146361568,1.7772013568485103,13.09430027,5796.52001953,1.36818004,6.0,0.3662,0.214,4.18281984,0.08361988898190822,0.9921487403141388,0.9921916851918828,0.03783717271881218,21.452675227031094,15.871074800543248,1.04,780.137,1.903922,0.406075,3,1,347.943889231704,-69.8541875762595,4.03334,4.027019999999999,5.69953697,-0.0919707,PC,
174,234333175,1.3541956832341384e-05,6377,2042.0351467867447,0.9933523831771836,9.252357921939037,0.09056386716552113,7.346312490859108,12.13539982,3153.0,0.40442699,3.0,0.1533,0.4776,4.82259989,0.07601824323196534,0.9914551243290259,0.9983733965889136,14.693248828263474,13.119366380185225,10.287855567594258,0.396469,43.9447,0.0145636713,5.9936099999999985,3,4,36.1022381548624,-70.55588512119441,94.1461,-4.20036,94.23975366,,,
175,100566492,0.8682457804679871,6382,2040.905030196101,0.9918518876192736,4.951760844091307,0.052394014685094525,5.963194598353829,11.11699963,6282.39990234,1.99206996,4.0,0.3383,0.2164,3.92935991,0.08327905892076484,0.9930755818878234,0.9931579697120824,0.2750466255406065,79.57456151247922,13.605449934559704,1.23,523.756,5.56937647,0.155593,1,2,309.511195832518,-48.4620626360429,5.82573,-4.80066,7.54887187,-0.30500001,KP,WASP-88 b
176,325565137,0.008232608437538147,6387,2036.4199034605465,0.9702334172747168,0.6733391242875332,0.0028854765886424105,1.7016906836030827,9.57390022,6564.0,2.14914989,32.0,0.3215,0.2192,3.90706992,0.15965313898467548,0.9709266995105228,0.9748327918453455,11.802990003882813,49.300421359633205,10.77604800087162,1.36,285.555,7.72506666,0.137006,3,3,85.4432799168202,-86.6331730477838,-0.111696,26.5071,26.50733533,,,
177,139025831,4.744140481529506e-15,6413,2036.471834765668,0.9984479963287708,0.6752256394117861,0.00091985708925596,0.4599496191358056,8.14009953,7575.0,1.81347001,35.0,0.2353,0.2551,4.16656017,0.03693628063562894,0.9987051027940188,0.9984618944434096,2.2536246536345117,20.743519973445498,10.515617126477864,1.76,163.005,9.755433,0.295108,1,2,306.659721780383,-47.9617207825812,28.1311,-14.0155,31.42917478,,,
178,139917188,1.1234462677229802e-15,6491,2036.3148102923199,0.9995517618974116,0.6807989043039838,0.000928851256966734,0.4599519849848248,7.31529999,7764.0,1.64935005,35.0,0.2448,0.2339,4.26826,0.01985416979002669,0.9996012175846788,0.9995697135610334,0.4311623673418764,16.097393500051776,10.185380111883683,1.84,105.479,8.905639,0.410086,2,3,327.24254995317403,-51.366170134927394,30.5386,-49.1474,57.86253552,,,
