rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
1346,298734307,1.4264229321270251e-05,19062,1684.2103749357352,0.7963236394219426,0.9440976265508224,0.0039148768753047855,2.0489953480905387,7.20992994,8014.0,2.44645,21.0,0.2273,0.2465,3.94790006,0.4241188251475185,0.8003462655151391,0.8025569463622274,1.2547385803303452,216.51890002261288,18.990252001294127,1.936,154.57,22.2414875,0.13222,2,2,278.60957977737,57.801819786855496,-16.2308,-5.35425,17.09113401,,,
1347,256517649,3.20044178164162e-15,19071,1683.5980407722705,0.9994760581347322,12.53791781857396,0.2609317153518553,14.731212622494063,10.33920002,3357.0,0.36770499,3.0,0.1555,0.4459,4.85684013,0.0213973502790484,0.9994342628197976,0.9995928705856112,1.2799343500675304,11.799491264760444,7.920648064742461,0.35463,18.6114,0.0154703148,7.1330800000000005,2,1,299.568655523014,65.0385420035602,-66.5182,388.75800000000004,394.40772494,,,
1348,219822384,0.0001935214822879061,19075,1683.5499267522814,0.9994562293931832,6.5891711486757965,0.16469231973769327,11.76425862797999,8.95199013,5950.0,1.21447003,4.0,0.3454,0.2253,4.30592012,0.02146499238293109,0.9994012922741004,0.9995689204416516,2.6959273278100415,22.473871104059487,7.691968710999151,1.088,110.683,1.665475,0.607387,3,1,268.07161529371103,64.2378780895149,38.2914,-43.9895,58.32072894,,,
1349,230084969,4.5284003135748214e-05,19076,1686.8230610294659,0.9982608367889296,13.07181537722644,0.17345046141175313,23.32207528687139,11.28050041,5410.0,0.95579898,2.0,0.3947,0.2049,4.450920099999999,0.0380914016668119,0.9991446231558688,0.9999570426434616,5.26271558260274,7.894522952348701,10.759555750845683,0.941,213.527,0.7050444,1.07768,3,4,246.43988390100202,69.7941898048756,11.9858,-19.6942,23.05473737,,,
1350,142737919,1.6743260857765563e-06,19086,1694.1082914981855,0.9851813305257926,13.425183638803205,inf,22.096837350576767,14.78540039,2817.0,0.12605301,2.0,0.2423,0.5479,5.24267006,0.11076381825993936,0.9881012322510506,0.9849668334532448,1.2486196919288632,14.421290481112528,9.787613110849417,0.101323,27.0931,0.0009014642,50.5881,4,3,149.980367967493,75.5522267067989,-364.254,-416.964,553.66050411,,,
1351,21967369,6.093416882180236e-09,19094,1684.1344267294337,0.9994607038718288,0.8954099552526055,0.0012145258280127358,0.3080798072061346,8.08473969,7688.0,1.87221003,19.0,0.2353,0.2551,4.14960003,0.021773108677195323,0.9995836677107772,0.9993693168279394,1.9167005282258007,11.695944327728641,9.565663042070872,1.804,168.12,11.0320311,0.274901,1,2,292.538800710796,34.306969435669,16.4878,11.1573,19.90811121,,,
1352,198488960,9.504499780526449e-14,19098,1684.346114909791,0.9975163099231288,1.1174446989611262,0.0016317670513292806,0.533384772750726,7.89985991,8420.0,2.03236008,23.0,0.2042,0.2456,4.14159012,0.04704219232234347,0.9979174009926096,0.9973630880549984,1.913507281700065,19.476746540035013,8.942172552948037,2.087,186.878,18.7043972,0.248612,4,1,196.01240645899102,72.4025687985095,-24.7779,-8.681510000000001,26.25476993,,,
1353,160601962,5.929126078996205e-10,19100,1692.4170286490232,0.9990739786361712,9.430262279270233,0.19771715858180894,23.322102972838263,11.41380024,5566.0,0.89133298,2.0,0.3785,0.2075,4.53009987,0.027877651077399385,0.9991322167166355,0.999268828079706,0.7872787013674043,13.142685953102724,7.0986029210718975,0.982,222.271,0.686984956,1.38673,3,4,244.86889143435602,72.3351058119605,-17.279,20.6736,26.94367417,,,
1354,233934094,0.0007879197364673017,19104,1692.5710623775994,0.9994940545782142,13.425243739377253,inf,24.3065605959271,8.492199900000001,6142.0,1.06958997,2.0,0.3276,0.2297,4.44408989,0.02076841121742865,0.9997407432397734,0.9993652465203422,8.78513564846241,26.065349069435612,10.782907603786132,1.16,83.9178,1.46680427,0.947983,2,1,304.874390947252,56.5095429315409,-26.811,-38.8569,47.20898642,,,
1355,230004207,5.013807822251691e-07,19116,1689.4769033966604,0.9979485023226948,13.043163104465703,inf,22.09677136268694,10.94019985,4319.0,0.99076402,2.0,0.4834,0.1895,4.2754302000000015,0.04069569858425358,0.998309830051312,0.9981780167630684,0.8722832491725764,30.52691770758048,9.244287596695942,0.675,116.461,0.3077288,0.6940529999999999,2,1,290.801087277062,64.01405047875811,27.4267,57.5311,63.73422424,,,
1356,48217945,0.0005136876716278493,19127,1684.9852009780216,0.9998497873699173,3.576934728987792,0.04377775974293874,9.084967185641016,9.41343975,6342.58007813,1.14319003,8.0,0.3174,0.2305,4.42117023,0.011337965658841752,0.999864275692838,0.9998646740411128,0.008200790142515225,7.648068998428558,10.044698424278897,1.257,143.534,1.90543437,0.84136,2,3,282.961270846254,48.9148323025766,-10.1668,-40.5843,41.83837029,-0.134142,,
1357,216986756,0.03795255720615387,19133,1690.0921521713935,0.9998174851150124,7.3102629714429375,0.0997750195017426,4.10054719092164,7.0581398,6148.0,2.67682004,3.0,0.3494,0.2332,3.64989996,0.012416289281406815,0.9998530570178524,0.9997852944444208,1.1938495714153734,8.676698254625014,7.5969035740655935,1.167,107.47,9.222924,0.0608433,1,2,295.55281053990103,29.497622500616497,28.8286,53.7039,60.952416299999996,,,
1358,42711961,0.001331995939835906,19138,1683.8798454312437,0.9981885415226912,2.1735777861572694,0.044794535295356035,4.371162964516087,10.01299953,6421.0,1.29137003,7.0,0.3115,0.2298,4.32789993,0.039420677895415035,0.9982854459481028,0.9983698969369016,0.6046000968585444,33.36217244612817,7.0579039581653165,1.294,213.891,2.55391383,0.600873,1,2,287.049145839714,31.732206610678602,8.06976,0.07634550000000001,8.07012113,,,
1359,202291965,0.44617408514022827,19152,1684.4003972709825,0.9953624340437626,1.5296584976832248,0.017360450421764928,4.33490815438078,7.18920994,7513.0,1.95186996,16.0,0.2353,0.2551,4.09596014,0.06384866759636035,0.9958437613240004,0.9957443514251924,3.087210299781222,74.72498521208941,7.8924011519177775,1.733,112.433,10.9357824,0.233048,4,3,140.506943364025,74.9127116380709,-20.7718,-6.12442,21.65585823,,,
1360,41870248,0.00019208132289350036,19161,1684.3265559383665,0.8317504933175006,2.8250424552787403,0.0056285228438315285,1.9811829523279856,8.7516098,6882.0,1.50004995,8.0,0.2892,0.2305,4.26049995,0.38153200262003417,0.8347400155764979,0.8349090313324546,0.046300337841094094,463.2797908038733,35.488874991588396,1.495,156.914,4.5474143,0.442919,1,2,285.749653865205,34.6023742376716,20.2189,-23.4544,30.96631713,,,
1361,256555422,3.688294257961366e-32,19175,1683.38901622716,0.9995267983501508,13.247099702628065,inf,13.392012773176374,9.66899967,8088.0,1.70822001,3.0,0.2331,0.2353,4.26524019,0.0204420275483494,0.9995261164479324,0.9995855549161221,0.2581795535713472,11.62765922265019,10.758867381306274,1.96,324.9120000000001,11.249856,0.39321,2,1,299.7319145754,64.6684721075225,10.7175,20.0439,22.72933641,,,
1362,406857100,7.014567927399185e-06,19180,1684.2667873013004,0.9973808538035759,1.0445958765662895,0.008462806777052691,2.9476840872562438,10.5291996,3120.0,0.17125399,24.0,0.1606,0.4974,5.12163019,0.04755846244737688,0.9975691791802856,0.9976936699977136,0.9940828657494888,45.31574270299564,9.273427770916165,0.141527,7.645189999999999,0.00250377064,28.1785,3,2,274.738468394886,66.19258372702791,434.87,-442.592,620.48335623,,,
1363,219686371,1.1778669204431935e-06,19184,1683.5484677088355,0.999552803794158,0.7273051169707487,0.0027645440661053233,1.3800806646380122,7.82329988,8799.0,1.76512003,29.0,0.1887,0.2337,4.28911018,0.020041189392772732,0.999539891520228,0.9995352248685122,0.1251159059012087,30.747113807998144,11.319096184385948,2.211,162.292,16.8257656,0.402039,1,4,306.505099102472,20.582198135872396,6.09358,-5.6094,8.28233576,,,
1364,154106379,0.00037612768937833607,19189,1686.5802151497849,0.996795612726134,13.42486605163525,inf,22.096615382725094,11.22280025,4702.0,0.75763601,2.0,0.4776,0.1729,4.55479002,0.05100891157361315,0.996412623835302,0.9981346071667102,9.887167336908623,37.7271608509227,12.058420961793272,0.7509999999999999,124.559,0.252782255,1.7268599999999998,4,1,210.944320417243,69.77434690823002,-49.092,27.1852,56.1164821,,,
1365,424902651,1.6328509377938616e-10,19195,1684.1022182075228,0.9995046814077608,1.0124552435485827,0.000954353480843384,0.7208617941283053,8.04829979,9570.0,2.52519011,25.0,0.1687,0.2447,4.02087021,0.0211486272245316,0.9997002800745476,0.9996524276233798,0.5980951840013072,11.112010098435759,7.4457671738757805,2.44,280.934,48.1869965,0.151534,2,1,295.149124541369,56.71902612718579,3.9346699999999997,0.111632,3.93625326,,,
1366,272485179,0.00015840990818105638,19220,1694.4962129507403,0.9993984416100028,13.425054307783501,inf,24.30649790187136,8.08290958,6388.0,2.62092996,2.0,0.3309,0.2359,3.70769,0.022617586716543403,0.9994767529153452,0.9994942408588872,0.5428846640914493,35.094306800974366,7.27363985089079,1.278,178.18,10.3054342,0.07098439999999999,2,4,296.62201895088697,42.721887143168395,-9.25641,0.388125,9.26454355,,,
1367,123014780,0.19960390031337735,19223,1683.3863272522726,0.9931077031630522,1.101293507764239,0.011914763111942615,2.940843414901958,8.62345028,7368.0,1.89482999,22.0,0.2683,0.2357,4.10720015,0.07749286007380729,0.9938633927368692,0.9938005733273728,1.3022332253404023,107.67645675636322,9.109229210451128,1.676,203.035,9.533097,0.246356,2,3,278.916596998326,47.2491193440785,27.0327,-41.0757,49.17296005,,,
1368,313057826,2.9301333581699396e-10,19226,1683.3565040220362,0.999762047143222,0.6161565116011596,0.0004921841328920926,0.4259645144208829,6.99638987,8266.0,1.83879006,43.0,0.2147,0.2467,4.21692991,0.014530641269398209,0.999770587313786,0.9997680941694584,0.06487036046527125,13.170842834926255,17.41977207124849,2.032,109.059,14.2213936,0.326832,4,3,144.87255366250298,72.74683285536429,-13.6834,29.8209,32.81038726,,,
1369,193801894,0.000663147191517055,19236,1684.5103457752857,0.9997506414695508,3.1476794125461347,0.058736509671761576,6.213458798188365,6.43385983,6686.0,2.96226001,7.0,0.3089,0.2445,3.64589,0.014612376728243419,0.999803928377365,0.9997095889063764,3.849813783515189,24.36011972467274,7.525918534048962,1.416,103.871,15.7981081,0.0544748,1,1,306.35719121694,42.605053280573294,46.7218,28.0953,54.51855168,,,
1370,184018058,8.820266521070153e-05,19246,1684.5397074656491,0.9726826755325916,1.8924923257740744,0.019716964070391585,3.1968756088484738,13.71430016,3434.0,0.43054199,9.0,0.1555,0.4459,4.79892015,0.15450321674918213,0.9751537656626666,0.970864647617514,1.9832206048554224,35.141234445617535,9.045632261362577,0.425484,116.122,0.02322346,5.33134,1,1,295.480973836393,38.01269433128179,-49.7431,-84.1773,97.77624370000001,,,
1371,417676658,0.18299278616905207,19248,1684.214163806245,0.9907467479856972,0.8881712691452143,0.006014559032856692,2.456411716968876,11.46170044,7696.66992188,1.87840998,29.0,0.2353,0.2551,4.14815998,0.09018908572090527,0.9915974748117266,0.9917170061659624,0.7094283151695836,62.27827824221982,10.120220232006627,1.81,773.195,11.1554718,0.27309,2,4,290.989105846354,49.072756887149495,3.0686299999999997,-1.11883,3.26623187,0.0235,,
1372,219897017,3.2017957075595247e-18,19250,1689.6648614828634,0.9995533948609808,13.425005990972052,inf,22.09668825813603,9.19591999,5442.0,1.58061004,2.0,0.3943,0.2089,4.01768017,0.01929655499454057,0.9997869885351008,0.9994405515893694,5.91169878052559,17.33444169104245,9.833124177093381,0.949,137.233,1.97414029,0.240321,3,2,263.155428672662,70.1673131383026,-42.3133,-25.1723,49.23474428,,,
1373,153991851,6.403175120794913e-06,19253,1683.724282874313,0.6755789218360374,1.0495615282233617,0.004005183756356501,2.040385892225165,9.79629993,6868.0,1.68923998,25.0,0.3026,0.2256,4.15586996,0.5286771915585091,0.7039752663965915,0.7019018716056201,0.3342042221634618,104.40941594061636,19.542825576142,1.49,283.338,5.720006,0.309112,4,1,204.736733000904,69.8031026024168,17.2532,-5.0039,17.96418452,,,
1374,298782588,1.4288405125739699e-08,19255,1683.4609690080172,0.9965076568835796,0.7686983132443416,0.000990979811740178,0.4169025855182048,7.47067022,7691.0,3.20310998,26.0,0.2458,0.2616,3.68339992,0.055262443339689216,0.996684612015424,0.9963193480548604,1.1540808697289415,22.47158069249928,11.959922710977564,1.805,216.835,32.3422127,0.054923900000000005,2,2,278.63622200819697,55.9334516002289,-9.56625,-79.9784,80.54847985,,,
1375,58553534,0.7581442594528198,19263,1683.8328460579576,0.9996045239908484,1.079165571854041,0.005195609171325444,1.1719370260255482,8.91720963,8978.0,4.6524601,18.0,0.1786,0.2684,3.45795989,0.01882129230235806,0.9995301659862588,0.9996794754029772,1.875603214673951,13.60506538340618,9.565074103884886,2.266,682.192,126.700333,0.0225016,1,1,296.747693125223,35.2680965958659,9.475610000000001,6.562189999999999,11.52603672,,,
1376,158794976,5.240843893261626e-05,19266,1683.6285799550205,0.9503437096126128,0.7726776903050501,0.002996930326058078,2.1054834041624098,9.93659973,7510.0,2.13970995,34.0,0.2353,0.2551,4.01539993,0.2089266906477791,0.9543601097611204,0.9549788903811188,0.9254978410069966,99.87562956346187,17.15524951310708,1.73,432.461,13.120966,0.176595,2,3,288.71835677557203,42.50228431058321,16.9002,-1.50156,16.96677466,,,
1377,405836925,0.5185788273811339,19287,1683.6988916868986,0.9998206307516602,12.510568773216887,0.20419694846871286,13.392023337709556,8.40972042,8643.0,1.70235002,3.0,0.1983,0.235,4.31061983,0.012668371855317228,0.9997999546155052,0.9999047393849444,2.2679547236790984,10.278202756235887,10.439420107057424,2.161,201.478,14.569768,0.4380310000000001,2,1,299.511347709865,55.9107472195164,12.4398,7.703139999999999,14.63171179,,,
1378,391283190,0.002133187372237444,19307,1683.6540922308875,0.9807074550796004,7.350359930266293,0.14759891572128225,5.873776766299543,12.96020031,3837.0,0.59663898,3.0,0.2581,0.3609,4.65404987,0.12834444434977496,0.9816074905243954,0.9810823940142882,0.15135684368382635,16.59530954720595,7.878710132367457,0.585338,143.326,0.06951606,2.75595,1,3,297.315205610239,23.53549397912,60.0048,-49.7877,77.97045014,,,
1379,233310477,0.00044866983080282813,19319,1688.4752504814712,0.9908030230174542,8.839242422350127,0.2511075225996171,17.824786645267643,9.66600037,4713.0,0.74191397,3.0,0.4776,0.1729,4.57242012,0.08641638749032325,0.9915309135645456,0.9943471594436932,3.237280970019485,30.92788462985041,9.991224156513413,0.75,60.1971,0.244675875,1.83654,2,1,300.81458886394904,58.718905615040995,15.6425,12.3502,19.93025956,,,
1380,270493653,3.4720589805774635e-30,19327,1684.0266144223212,0.9995161218424721,8.995321767038043,0.2271714892197503,11.409254629368027,10.59200001,4980.0,0.79539198,3.0,0.4508,0.1887,4.55230999,0.01989847812445052,0.9994712299066344,0.9998261545300978,2.2389973741240317,8.771490129364263,7.300534258580442,0.823,110.27,0.35056950000000003,1.63552,3,3,231.095534101925,76.8841336270745,-30.785999999999998,-19.6218,36.50743529,,,
1381,355816698,0.14622215926647186,19341,1684.2142114423225,0.9949482509484084,1.3513014885709342,0.014024807946417585,3.6846268448638577,9.40616989,6316.0,1.17377996,20.0,0.3174,0.2305,4.39372015,0.0657510657140599,0.9952883673725484,0.9957987745646713,5.688389709553668,94.41141509418924,8.241462001476394,1.244,142.349,1.9753089,0.769241,4,3,151.80195405680598,65.6776588457805,-27.9325,-0.23303000000000001,27.93347202,,,
1382,160424623,0.18077018857002256,19345,1691.9233751331858,0.9996819610710892,8.890696966937021,0.1475529518536023,11.680759258139654,9.67955017,5547.0,0.92540801,3.0,0.3862,0.2061,4.49529982,0.01631478103605596,0.999622187166768,0.9999090514269976,3.3243949728749502,9.869935194110775,8.11578069361352,0.977,104.431,0.7304550409999999,1.23281,3,4,236.110507630689,72.4994778069085,-60.728,-67.378,90.70658668,,,
1383,120046790,4.850576260650996e-06,19353,1693.329320290757,0.9994652640810244,10.669606126382432,0.2653954076746068,26.73699350937543,10.52999973,3936.0,0.54492903,2.0,0.2946,0.3316,4.69831991,0.02127608469487404,0.9996599475016756,0.9994193319350236,2.1208808165452018,11.867150009111187,7.949176842289016,0.540671,43.1,0.06420885,3.34128,2,3,283.965553242527,38.3279727370882,-353.782,-160.444,388.46361562,,,
1384,279230786,0.00043132551945745945,19361,1687.509248682911,0.987085985490813,5.761532875452822,0.1171576599572286,12.572529301793402,13.94849968,3415.0,0.311373,3.0,0.1555,0.4459,4.91336012,0.1062304644574856,0.990445335591028,0.9847665480378016,1.4783939492649647,9.374503416681122,7.017268435283028,0.289635,83.014,0.0118800821,9.59419,1,3,299.19525465924403,20.414126062468103,36.3072,-108.65100000000001,114.55676572,,,
1385,232603771,0.5030062198638916,19364,1683.9598854132819,0.995915897516272,1.923539860617624,0.028008099111850426,5.263639964214173,9.11964989,6418.0,1.22017002,14.0,0.3115,0.2298,4.3768301,0.05919134551639218,0.996298169342046,0.9964861385301684,2.213833964303834,92.19064936957881,7.608672677694103,1.293,135.127,2.27578783,0.711773,3,1,258.00666824818404,60.460438403389,-9.607330000000001,3.2086799999999998,10.12898895,,,
1386,441761158,0.007511232979595661,19365,1683.7154654751187,0.999739728956088,9.155291388991671,0.18219222597431184,14.731158222259106,9.77359962,7499.0,1.85696006,3.0,0.2683,0.2357,4.13851023,0.015058878534270313,0.9997569816993752,0.9997749318186272,0.2214910931139306,8.413647417215806,7.016840743613522,1.73,346.7990000000001,9.824613,0.270169,3,3,260.41110468363496,75.83361115164841,0.8124,8.7763,8.81382071,,,
1387,275690429,7.9219533710706e-11,19369,1684.0369399508218,0.9929361534754768,1.084389588601655,0.0020916426037791425,0.6815402438620539,7.75470018,7306.0,3.19366002,24.0,0.2605,0.2581,3.64698005,0.0784002937068086,0.9947906446748016,0.9923201015312498,5.133225621314166,26.45415576809434,12.313661305564734,1.65,229.587,26.181224800000006,0.0506546,2,1,286.778710893652,61.3022276110497,1.42013,16.0924,16.15494064,,,
1388,420899566,0.028727654367685318,19371,1684.1933628370457,0.998242333163096,11.594997746419484,inf,17.874731540492174,8.80661011,7679.0,1.61458004,2.0,0.2559,0.2329,4.27721977,0.039236603930473735,0.9985081581866928,0.9986731304858074,0.6720131365578272,17.386080046086988,12.057416594411151,1.8,202.391,8.166400999999999,0.427658,2,2,273.459702384263,52.520150572338,-3.99882,7.15504,8.19665534,,,
1389,275634677,0.0020236335694789886,19372,1684.1391425751196,0.9996890766376406,1.0162825634188082,0.0062307465684141574,2.8343399816883528,8.97663021,6916.0,1.51031005,26.0,0.2892,0.2305,4.25833988,0.016401393570587196,0.9997060658911084,0.9997354094515588,0.704153092091965,18.29980982958258,7.5525344109886365,1.508,175.963,4.70160055,0.437728,2,1,294.03217063117296,58.83775060643121,6.8654,-23.0676,24.06756919,,,
1390,198408416,6.196785307110987e-06,19375,1683.7935486974,0.6170697013237132,0.7297282192873371,0.0015409781432259573,1.4452353611534976,12.08300018,5294.18017578,1.20666003,36.0,0.402,0.2082,4.23394012,0.5642073708217549,0.6625771192070475,0.6621053859002263,0.057842300384213625,71.57224291729571,24.087639332814426,0.91,374.104,1.03053308,0.517944,3,1,258.913296150883,58.86449822389339,-12.1525,13.5259,18.18332277,0.2,,
1391,219874164,2.8104181183152832e-05,19376,1686.4999171495838,0.9871522584225954,13.424984081462968,inf,36.84595033178215,10.16569996,5907.0,1.09405005,2.0,0.3454,0.2253,4.39099979,0.10433650160687412,0.9910648149083938,0.9932821181251276,7.469512891096349,65.1491859939439,7.384857077426315,1.074,171.717,1.31291926,0.8201459999999999,3,1,260.110888940256,69.818361296239,-16.4858,31.2638,35.34411963,,,
1392,219893560,0.003213028656318784,19377,1695.9429090588321,0.9960557744280016,13.425008647002173,inf,32.351763801535895,9.57728958,6116.0,1.05287004,2.0,0.3276,0.2297,4.45515013,0.05798722305147544,0.9959937780551259,0.99848139048684,19.7158071162822,26.525799726109053,10.432348830992275,1.153,133.915,1.39737916,0.987881,3,2,262.542024183936,70.5329211572976,18.7428,5.14353,19.43575192,,,
1393,55747377,0.0102005610242486,19379,1684.0964222983398,0.9998842491944574,6.021037872773521,0.14795293168546442,8.20627799862643,7.56260014,6197.12988281,1.35646999,5.0,0.3451,0.21600000000000005,4.24878979,0.009913050768834229,0.9998418902738048,0.9999773642193572,5.008326572330639,10.546826627516003,8.562448987770752,1.19,70.3692,2.44499087,0.476779,4,4,180.171950208382,59.3531170770547,29.7652,0.652253,29.77234564,,,
1394,233499307,3.291788016213104e-05,19392,1683.7847945654446,0.9995932818294699,0.6664521772221927,0.002729413081451804,1.767697764158871,9.65209961,7191.0,1.50755,37.0,0.2757,0.2311,4.28835011,0.018806258066310547,0.9995939573137652,0.9996502636064192,0.9194542386862136,16.762483159784075,8.117189211087046,1.61,253.341,5.47514629,0.469905,3,4,250.30057801610698,72.2691079882173,-5.70613,12.2869,13.54724441,,,
